GeneSymbol,ZHL,epval,efdr,Replicate1
Tlcd1,0.704976487,0.245444727,0.961227787,0
Olfr223,0.704873777,0.24551627,0.961227787,0
Olfr1122,0.704828888,0.245551812,0.961227787,0
Fmo4,0.704546763,0.245758135,0.961227787,0
C3,0.704533019,0.24576829,0.961227787,0
Hist1h4c,0.70449478,0.245793215,0.961227787,0
Jade1,0.704489806,0.245794138,0.961227787,0
Tmprss11bnl,0.7044794,0.245800138,0.961227787,0
Mpv17,0.704440418,0.245825525,0.961227787,0
Myo7b,0.704080325,0.246089084,0.961227787,0
Irx6,0.704035214,0.246117701,0.961227787,0
Impa1,0.703946286,0.24617309,0.961227787,0
Ssc5d,0.703925358,0.246186937,0.961227787,0
NonTargetingControlGuideForMouse_79,0.703861251,0.246228479,0.961227787,0
D330045A20Rik,0.703842282,0.246242788,0.961227787,0
Zfp937,0.703764998,0.246289407,0.961227787,0
Usp17le,0.703615859,0.246382183,0.961227787,0
Il19,0.703533146,0.246431572,0.961227787,0
Bag6,0.70342609,0.246506808,0.961227787,0
Vill,0.703401219,0.246520194,0.961227787,0
Zswim2,0.703247601,0.246634664,0.961227787,0
Olfr285,0.703244861,0.246636049,0.961227787,0
Sltm,0.7031351,0.24671544,0.961227787,0
Capzb,0.703061822,0.246765751,0.961227787,0
Ccdc107,0.703033238,0.246785599,0.961227787,0
Prpf38a,0.703022526,0.246795292,0.961227787,0
Zfp958,0.703014164,0.246801292,0.961227787,0
Sox21,0.7029602,0.246840065,0.961227787,0
Eid2b,0.702815217,0.246941149,0.961227787,0
Gpr83,0.70278415,0.246960074,0.961227787,0
Sdf2l1,0.702381994,0.24723748,0.961227787,0
Ahsa2,0.702358502,0.24725502,0.961227787,0
Sh2d5,0.702322233,0.247279945,0.961227787,0
Pgr15l,0.702317159,0.247282714,0.961227787,0
Kdelr1,0.702056755,0.247452573,0.961227787,0
Uqcr10,0.702049712,0.24746042,0.961227787,0
Vcan,0.702035524,0.247470113,0.961227787,0
Olfr632,0.701987441,0.247496423,0.961227787,0
Notch3,0.701958254,0.247512116,0.961227787,0
Tubal3,0.701867556,0.247578583,0.961227787,0
Sp9,0.701848674,0.247588276,0.961227787,0
Atf1,0.70164004,0.24773598,0.961227787,0
2810428I15Rik,0.701557724,0.247794138,0.961227787,0
Olfr1254,0.701540803,0.247807985,0.961227787,0
Spink10,0.701511612,0.247828756,0.961227787,0
Olfr419,0.701331883,0.247946457,0.961227787,0
Ska1,0.701266336,0.247994923,0.961227787,0
mmu-mir-7229,0.701262724,0.248,0.961227787,0
Srgap3,0.701248509,0.248008308,0.961227787,0
Scamp2,0.701149181,0.248075237,0.961227787,0
Etnk2,0.701126706,0.2480937,0.961227787,0
Phka2,0.701098037,0.24811724,0.961227787,0
Fbxo4,0.701080966,0.248131549,0.961227787,0
Nsmaf,0.701011724,0.24818463,0.961227787,0
Gpr161,0.700974792,0.248212324,0.961227787,0
P2rx1,0.70094534,0.248229402,0.961227787,0
Fut11,0.700892076,0.248265405,0.961227787,0
Zcchc7,0.700796652,0.248315255,0.961227787,0
Nxf3,0.700761708,0.248339257,0.961227787,0
Nbl1,0.70061869,0.248435264,0.961227787,0
Slfn2,0.700542295,0.248484653,0.961227787,0
Nab1,0.700414791,0.248570505,0.961227787,0
Cd164l2,0.700390474,0.248588507,0.961227787,0
Ttl,0.700390317,0.248588507,0.961227787,0
Dnaic1,0.70034725,0.248618509,0.961227787,0
Olfr137,0.700319007,0.248636972,0.961227787,0
Nox4,0.70030487,0.248646204,0.961227787,0
Ldb2,0.700123529,0.248758366,0.961227787,0
Dbt,0.699996082,0.248854373,0.961227787,0
Cstf2t,0.699994553,0.248855758,0.961227787,0
Ttc12,0.699959564,0.248876991,0.961227787,0
9130023H24Rik,0.6999207,0.248900992,0.961227787,0
B3galnt1,0.699868611,0.24893838,0.961227787,0
Rab38,0.699809743,0.248977152,0.961227787,0
Eif3j1,0.699792686,0.248989615,0.961227787,0
Spata20,0.699772558,0.249003923,0.961227787,0
Pop7,0.69976797,0.249006231,0.961227787,0
Slc35a2,0.699720383,0.249034387,0.961227787,0
Olfr794,0.699659306,0.249069005,0.961227787,0
Papln,0.699642891,0.249080083,0.961227787,0
Dusp5,0.69963271,0.249086084,0.961227787,0
Stard10,0.699539458,0.249141011,0.961227787,0
Prdm4,0.699515372,0.249161782,0.961227787,0
Mier2,0.699467733,0.24918763,0.961227787,0
mmu-mir-6407,0.699462308,0.249191322,0.961227787,0
Try4,0.699435466,0.249207939,0.961227787,0
Pou3f4,0.699387218,0.249243019,0.961227787,0
Cmtm1,0.699374501,0.249253635,0.961227787,0
Rpl15,0.699260002,0.24933441,0.961227787,0
Gm5506,0.69910303,0.249444727,0.961227787,0
Tdp2,0.699069209,0.249468267,0.961227787,0
Cntrob,0.699004152,0.249511655,0.961227787,0
Eif1ax,0.698972708,0.249534272,0.961227787,0
Psmg4,0.698950855,0.249549042,0.961227787,0
Jak3,0.698814046,0.249644126,0.961227787,0
mmu-mir-6379,0.698737082,0.249687514,0.961227787,0
Imp3,0.698693691,0.249716132,0.961227787,0
Frs3,0.698637898,0.249756751,0.961227787,0
Mtrr,0.698551803,0.249812601,0.961227787,0
Fam188b,0.698380497,0.249939072,0.961227787,0
Zdhhc17,0.698264261,0.250019848,0.961227787,0
Ap3b2,0.698204644,0.250060928,0.961227787,0
Iffo1,0.698174952,0.250084006,0.961227787,0
Ict1,0.698168326,0.250090007,0.961227787,0
Nsun6,0.698091565,0.250150473,0.961227787,0
Rap2a,0.698070069,0.250166167,0.961227787,0
Tdrd5,0.697983866,0.250227094,0.961227787,0
Tas2r116,0.697971954,0.250232633,0.961227787,0
Cdhr2,0.697954388,0.250243249,0.961227787,0
Sik1,0.697941769,0.250249712,0.961227787,0
Mmp21,0.697929453,0.250258943,0.961227787,0
Cdk5,0.697822629,0.250330949,0.961227787,0
Mknk2,0.697795979,0.25034895,0.961227787,0
Zcchc4,0.697768731,0.25036372,0.961227787,0
Fam187b,0.697681634,0.250419109,0.961227787,0
Arhgef40,0.697537941,0.250519271,0.961227787,0
1700018C11Rik,0.697518896,0.250535426,0.961227787,0
Aldh18a1,0.697506529,0.250545119,0.961227787,0
Trim58,0.697446167,0.250589892,0.961227787,0
Nudt18,0.69734215,0.25066559,0.961227787,0
Olfr389,0.69731577,0.250681283,0.961227787,0
Met,0.697051669,0.250861297,0.961227787,0
Usp7,0.696986463,0.25090607,0.961227787,0
Mlf1,0.696687174,0.25111147,0.961227787,0
Dlgap3,0.696683075,0.251116086,0.961227787,0
Asphd1,0.696666484,0.251123471,0.961227787,0
Rpl39,0.696660498,0.251127164,0.961227787,0
BC016423,0.696623687,0.251157628,0.961227787,0
Olfr913,0.696575295,0.251195938,0.961227787,0
Rpe65,0.696520843,0.251236095,0.961227787,0
Samd5,0.696409705,0.251315024,0.961227787,0
Olfr600,0.696371807,0.251348258,0.961227787,0
Foxk2,0.696335542,0.251368567,0.961227787,0
Kcnmb2,0.696255384,0.251413801,0.961227787,0
Bmp10,0.696200481,0.251449804,0.961227787,0
Rgcc,0.696131755,0.251490422,0.961227787,0
Dnajc12,0.696122087,0.251497808,0.961227787,0
Tmsb10,0.695997935,0.251580891,0.961227787,0
Dpp10,0.69599107,0.251587814,0.961227787,0
Tradd,0.695980495,0.251595661,0.961227787,0
Rnf115,0.695803738,0.251720748,0.961227787,0
Ctbp2,0.695760208,0.251756289,0.961227787,0
Camk2a,0.695595956,0.251868451,0.961227787,0
Zfp534,0.695569374,0.251887838,0.961227787,0
Nrg2,0.695537477,0.251910455,0.961227787,0
Ttyh1,0.69536476,0.25203231,0.961227787,0
Vmn2r103,0.695322176,0.252066928,0.961227787,0
Olfr887,0.695218323,0.252137087,0.961227787,0
Clcn1,0.695088993,0.252233095,0.961227787,0
Rhox2e,0.695071563,0.25224648,0.961227787,0
Slc44a1,0.695055698,0.252259405,0.961227787,0
Hmgcll1,0.694920009,0.252353104,0.961227787,0
Bsg,0.694880856,0.252378029,0.961227787,0
4922505E12Rik,0.694856031,0.252396954,0.961227787,0
Wdfy4,0.694792926,0.252438957,0.961227787,0
Sqle,0.694648547,0.25253081,0.961227787,0
Vmn2r98,0.694564112,0.252588045,0.961227787,0
Arv1,0.69452002,0.252614817,0.961227787,0
Ly6e,0.694517437,0.252618509,0.961227787,0
Haao,0.694413262,0.252692823,0.961227787,0
Plin5,0.694401898,0.252699746,0.961227787,0
Olfr592,0.694255189,0.252809139,0.961227787,0
Cenpc1,0.694244329,0.252816986,0.961227787,0
Ccdc105,0.694223001,0.252833141,0.961227787,0
Cmc2,0.694175073,0.252864066,0.961227787,0
NonTargetingControlGuideForMouse_71,0.694169098,0.252868221,0.961227787,0
Wdr13,0.694159948,0.252875144,0.961227787,0
Kcnq4,0.694013125,0.252974383,0.961227787,0
Hmgb2,0.693995305,0.252989615,0.961227787,0
Flcn,0.693645861,0.253231941,0.961227787,0
Narg2,0.693606569,0.253257789,0.961227787,0
Rps27a,0.693539836,0.253303946,0.961227787,0
Pla2g4f,0.693488198,0.253338103,0.961227787,0
Ccdc172,0.69337153,0.253414263,0.961227787,0
Cfi,0.69331684,0.253452573,0.961227787,0
0610012H03Rik,0.693236408,0.253506577,0.961227787,0
Stk32b,0.69314785,0.253573044,0.961227787,0
Pip5k1c,0.693117586,0.253594738,0.961227787,0
Hps6,0.69303981,0.253647357,0.961227787,0
Cmtm2a,0.693008675,0.25366582,0.961227787,0
Hist1h1t,0.692793923,0.25381814,0.961227787,0
Hbb-y,0.692770365,0.253836603,0.961227787,0
Lpcat2b,0.692623266,0.253945534,0.961227787,0
Gm1647,0.69246248,0.254066005,0.961227787,0
Utp3,0.692404033,0.254101085,0.961227787,0
Efcc1,0.692306454,0.254158781,0.961227787,0
Elp3,0.692290417,0.254168474,0.961227787,0
Sval1,0.692266808,0.254186014,0.961227787,0
2610507B11Rik,0.69215798,0.254262636,0.961227787,0
Glt8d2,0.692020784,0.254365105,0.961227787,0
Krt23,0.691834127,0.254481422,0.961227787,0
Tpp2,0.691803367,0.2545045,0.961227787,0
Exosc7,0.691802929,0.2545045,0.961227787,0
Gm5415,0.691759301,0.254532656,0.961227787,0
Slc46a2,0.69172777,0.254548811,0.961227787,0
Uox,0.69167282,0.254585276,0.961227787,0
Zfp449,0.691619883,0.254619894,0.961227787,0
Ppara,0.691520405,0.254692823,0.961227787,0
Scrt1,0.69147881,0.25472144,0.961227787,0
Olfr147,0.691444749,0.254739903,0.961227787,0
Tnnc1,0.691429566,0.25475375,0.961227787,0
Tsen2,0.691417141,0.254763905,0.961227787,0
Gm14092,0.691353281,0.254809139,0.961227787,0
Krt71,0.691304825,0.254843757,0.961227787,0
Vmn2r50,0.691151843,0.254952227,0.961227787,0
Idua,0.691130673,0.254967921,0.961227787,0
Prim1,0.691115796,0.254975306,0.961227787,0
Gabra5,0.690985188,0.255075929,0.961227787,0
Epc1,0.690982576,0.25507916,0.961227787,0
Sun3,0.690736898,0.255239326,0.961227787,0
Hdac8,0.690733213,0.255240711,0.961227787,0
Kif11,0.690671622,0.255291484,0.961227787,0
Rad54b,0.690538126,0.255391184,0.961227787,0
Klrb1c,0.690378602,0.255499192,0.961227787,0
Gtsf1l,0.69032255,0.255538888,0.961227787,0
Itih2,0.690289355,0.255561043,0.961227787,0
Mgam,0.690279301,0.255568428,0.961227787,0
Abcg2,0.690131734,0.255666744,0.961227787,0
Srl,0.690083229,0.255701362,0.961227787,0
Pus1,0.690022185,0.255743826,0.961227787,0
Wbp2,0.689914579,0.255825063,0.961227787,0
Ccl26,0.689870161,0.25585645,0.961227787,0
Mfap1b,0.689802851,0.255903993,0.961227787,0
3110001I22Rik,0.6897893,0.255910455,0.961227787,0
Olfr1499,0.689759526,0.255931225,0.961227787,0
Fam219b,0.689728182,0.255953843,0.961227787,0
Pcdhb9,0.689554719,0.256067851,0.961227787,0
Rsl1d1,0.689517206,0.256090007,0.961227787,0
Evi5l,0.689494278,0.256106162,0.961227787,0
Dnm1,0.689455092,0.256133856,0.961227787,0
Ak4,0.689321074,0.256221094,0.961227787,0
Olfr1137,0.689246182,0.256263097,0.961227787,0
Creld2,0.689213084,0.256287561,0.961227787,0
Fam173a,0.689145297,0.25633141,0.961227787,0
Rgmb,0.689094959,0.256367413,0.961227787,0
mmu-mir-654,0.689081516,0.256376183,0.961227787,0
Olfr1487,0.688754814,0.256609278,0.961227787,0
Flot1,0.688716452,0.256632356,0.961227787,0
2310044G17Rik,0.688625579,0.256700208,0.961227787,0
Terf2,0.688611547,0.256711747,0.961227787,0
Clec1b,0.688538182,0.256753289,0.961227787,0
Inpp5e,0.68851709,0.256767598,0.961227787,0
Dnajc24,0.688488804,0.256789753,0.961227787,0
Stx12,0.688457648,0.256815601,0.961227787,0
Crlf3,0.688414741,0.256844219,0.961227787,0
Vwc2,0.688330492,0.256900069,0.961227787,0
Ckb,0.688222408,0.256970228,0.961227787,0
Tk1,0.688152812,0.257020078,0.961227787,0
BC005764,0.688059258,0.257085622,0.961227787,0
Vmn2r69,0.68783487,0.257239788,0.961227787,0
Olfr952,0.687824219,0.257248096,0.961227787,0
Mat2a,0.687774131,0.25727856,0.961227787,0
Col7a1,0.687679632,0.257359797,0.961227787,0
Olfr1080,0.687658608,0.257372259,0.961227787,0
Ms4a4c,0.687601135,0.257408262,0.961227787,0
Pebp4,0.68749314,0.25748673,0.961227787,0
Uba1y,0.687476126,0.257497808,0.961227787,0
Enc1,0.687463963,0.257508424,0.961227787,0
Olfr1124,0.687347975,0.257587814,0.961227787,0
Snrpe,0.687300181,0.257619663,0.961227787,0
Zc3h10,0.687280214,0.25763351,0.961227787,0
Trpm3,0.687234032,0.257665359,0.961227787,0
Unc13a,0.687167137,0.257713824,0.961227787,0
Tcam1,0.687116132,0.257748442,0.961227787,0
H2-Ob,0.687101869,0.257760443,0.961227787,0
Olfr813,0.687069765,0.257784445,0.961227787,0
Tmco5b,0.687063283,0.257788138,0.961227787,0
Atg4b,0.686978498,0.257838911,0.961227787,0
Zkscan7,0.686978048,0.257838911,0.961227787,0
Mtus2,0.686900729,0.257890607,0.961227787,0
Klhl15,0.686796074,0.257957074,0.961227787,0
Aptx,0.68667949,0.25804385,0.961227787,0
Slc34a3,0.686426309,0.25821694,0.961227787,0
Bmp5,0.686376878,0.258253404,0.961227787,0
Col4a3,0.686373693,0.258254789,0.961227787,0
4930447C04Rik,0.686348341,0.258269098,0.961227787,0
Eppin,0.68625104,0.258329564,0.961227787,0
Elavl1,0.686167003,0.258377106,0.961227787,0
Snx9,0.686067855,0.25844865,0.961227787,0
Ttll1,0.685795843,0.258632818,0.961227787,0
Eif4h,0.68576222,0.258653589,0.961227787,0
Bub1,0.685238996,0.259034849,0.961227787,0
Ifi27l2a,0.685221503,0.25904408,0.961227787,0
Pdcl2,0.685181786,0.259069467,0.961227787,0
Isy1,0.685038512,0.259166397,0.961227787,0
Olfr611,0.685024372,0.259174706,0.961227787,0
Dnah8,0.685018658,0.259177475,0.961227787,0
Ceacam16,0.684972528,0.259203785,0.961227787,0
Ext1,0.684676059,0.25941934,0.961227787,0
Olfr593,0.684361865,0.259641357,0.961227787,0
Aifm1,0.684338347,0.259658897,0.961227787,0
Mtss1l,0.684172498,0.259770598,0.961227787,0
Nat2,0.684123909,0.259801062,0.961227787,0
Vwf,0.684082438,0.259825987,0.961227787,0
Gm5483,0.684029078,0.259864297,0.961227787,0
Mobp,0.683954439,0.259919225,0.961227787,0
Grm8,0.68389016,0.259957997,0.961227787,0
Slc35f4,0.683819581,0.260005077,0.961227787,0
Olfr745,0.683765044,0.260041542,0.961227787,0
Grid2ip,0.683757239,0.260047542,0.961227787,0
Abo,0.683701412,0.260089545,0.961227787,0
Ciita,0.683371404,0.260332795,0.961227787,0
Ythdf3,0.683279604,0.260404339,0.961227787,0
Gm773,0.683254902,0.260420955,0.961227787,0
Polm,0.683048424,0.260560351,0.961227787,0
Nr1d1,0.683012948,0.260583891,0.961227787,0
Fkbp3,0.682936878,0.260636511,0.961227787,0
Wnt2,0.682821326,0.260719594,0.961227787,0
Klk13,0.682775264,0.260749135,0.961227787,0
Syt1,0.682762988,0.260759289,0.961227787,0
Samt2,0.682705607,0.260804062,0.961227787,0
Parm1,0.682689001,0.260814678,0.961227787,0
Txnrd2,0.682644812,0.260843296,0.961227787,0
Stx7,0.682626819,0.260855297,0.961227787,0
Abhd13,0.682622773,0.260857143,0.961227787,0
Rxrb,0.682571236,0.260891761,0.961227787,0
Pabpc2,0.682419834,0.261001616,0.961227787,0
Gab1,0.682319479,0.261072236,0.961227787,0
Ldlrap1,0.682315508,0.261073159,0.961227787,0
Rnasek,0.68224365,0.261126702,0.961227787,0
Atp2a1,0.682176019,0.261172859,0.961227787,0
4921524L21Rik,0.68214387,0.261186245,0.961227787,0
Trpm5,0.682094911,0.261222248,0.961227787,0
Wipf1,0.682081972,0.261231479,0.961227787,0
Mcat,0.682081633,0.261231941,0.961227787,0
Kansl2,0.682078042,0.261233326,0.961227787,0
Ankle2,0.682003112,0.261288715,0.961227787,0
Pax3,0.681965269,0.261317332,0.961227787,0
Nipa2,0.681963027,0.26131964,0.961227787,0
Vmn1r224,0.681838103,0.26141057,0.961227787,0
mmu-mir-465c-2,0.681805829,0.261432264,0.961227787,0
14-Sep,0.681607751,0.261581814,0.961227787,0
Abcg3,0.681592734,0.261592892,0.961227787,0
Cd47,0.681516495,0.261648742,0.961227787,0
H2-Ke6,0.681485898,0.261670898,0.961227787,0
Gpr151,0.681466197,0.261682899,0.961227787,0
Lhx5,0.68129058,0.261804293,0.961227787,0
Aass,0.681256654,0.261829218,0.961227787,0
Tapbp,0.680927653,0.262048465,0.961227787,0
Arfgap1,0.680895019,0.262068775,0.961227787,0
Etaa1,0.68083753,0.262107547,0.961227787,0
Tor4a,0.680781997,0.262151858,0.961227787,0
Slc16a1,0.680781032,0.262152781,0.961227787,0
Trim52,0.680563963,0.262322179,0.961227787,0
Rbm7,0.680556277,0.262324948,0.961227787,0
Txlna,0.680351677,0.262474036,0.961227787,0
Yeats2,0.680343751,0.262476806,0.961227787,0
Ogfr,0.680320105,0.262492038,0.961227787,0
Nme2,0.680317889,0.262492499,0.961227787,0
7-Mar,0.680230529,0.262555735,0.961227787,0
Gm5634,0.680021615,0.262696977,0.961227787,0
Hist1h4b,0.67996911,0.262732518,0.961227787,0
Thbs1,0.679871767,0.262799908,0.961227787,0
4930432K21Rik,0.679818088,0.262837295,0.961227787,0
Arl8b,0.679738493,0.262900069,0.961227787,0
Olfr798,0.67961311,0.262984537,0.961227787,0
Gabra4,0.679101896,0.263333026,0.961227787,0
Ptprg,0.678977364,0.263416571,0.961227787,0
Vmn1r41,0.678890113,0.263484422,0.961227787,0
Cntn4,0.678862476,0.263509808,0.961227787,0
Grem1,0.678792678,0.263558735,0.961227787,0
mmu-mir-325,0.678641161,0.263661666,0.961227787,0
Glyatl3,0.678555604,0.263714286,0.961227787,0
Vmn1r172,0.678550823,0.263720286,0.961227787,0
Ndufb2,0.678461101,0.263783983,0.961227787,0
Cmip,0.678450518,0.263790907,0.961227787,0
2310057M21Rik,0.678370491,0.26384168,0.961227787,0
Arid3b,0.678367258,0.26384445,0.961227787,0
Sstr5,0.678359627,0.263847219,0.961227787,0
Eed,0.678347871,0.26385645,0.961227787,0
Fbxo2,0.67826896,0.263920609,0.961227787,0
Uxt,0.67815157,0.264011078,0.961227787,0
Ccr6,0.678105713,0.264033233,0.961227787,0
Ddx26b,0.678104727,0.264033695,0.961227787,0
Mog,0.678102422,0.264035541,0.961227787,0
Atrx,0.678003559,0.264103393,0.961227787,0
Dhx57,0.677877086,0.264197554,0.961227787,0
Glg1,0.677838427,0.26422294,0.961227787,0
Atp8b1,0.677837942,0.264223402,0.961227787,0
Ube4b,0.677773787,0.264274637,0.961227787,0
Slfn8,0.677755884,0.264287099,0.961227787,0
P2ry2,0.677736969,0.264306024,0.961227787,0
Ebf2,0.677728326,0.264312024,0.961227787,0
Krtap19-9b,0.677716079,0.264318024,0.961227787,0
Gm5136,0.677602695,0.264398338,0.961227787,0
Psen2,0.67748136,0.264490653,0.961227787,0
Clpx,0.677395221,0.264558505,0.961227787,0
Zfp599,0.677352568,0.264585737,0.961227787,0
Prss3,0.677338117,0.264596354,0.961227787,0
Slc6a8,0.677270802,0.264642049,0.961227787,0
Sptan1,0.677198675,0.264690053,0.961227787,0
Clec5a,0.677175205,0.264710824,0.961227787,0
Smco2,0.677053105,0.264811909,0.961227787,0
Slc35e4,0.676933313,0.264902839,0.961227787,0
Fam154a,0.676712842,0.265058851,0.961227787,0
Ift52,0.676547057,0.26517609,0.961227787,0
Plscr4,0.676546744,0.26517609,0.961227787,0
Fsd1,0.676535309,0.265182553,0.961227787,0
Tifab,0.676516096,0.265196861,0.961227787,0
Apaf1,0.676502154,0.265207016,0.961227787,0
Arfgap3,0.6763487,0.265314563,0.961227787,0
Kif7,0.676337075,0.265321948,0.961227787,0
Gucy1b3,0.6763167,0.265339026,0.961227787,0
Phf19,0.676276326,0.265366721,0.961227787,0
Rfng,0.676250631,0.265383337,0.961227787,0
C1s,0.676232718,0.265397646,0.961227787,0
Il1f10,0.676191312,0.265422109,0.961227787,0
Bdkrb2,0.676177817,0.265429956,0.961227787,0
B230217C12Rik,0.675942155,0.26560397,0.961227787,0
Lig4,0.67567849,0.265792292,0.961227787,0
Nemf,0.675671336,0.265795523,0.961227787,0
Atrn,0.675669451,0.265795523,0.961227787,0
1700012P22Rik,0.675642275,0.265816755,0.961227787,0
Smim20,0.675280684,0.266081237,0.961227787,0
Taf2,0.675255067,0.266094161,0.961227787,0
Rpl12,0.675211351,0.26612324,0.961227787,0
Cyp2c44,0.675149639,0.26616709,0.961227787,0
Fgf13,0.675140896,0.266172167,0.961227787,0
Tssc4,0.675134177,0.266177706,0.961227787,0
Tax1bp1,0.6750441,0.266241403,0.961227787,0
Gm5347,0.67497278,0.266297715,0.961227787,0
mmu-let-7f-2,0.674782002,0.266426956,0.961227787,0
Sh3bgrl3,0.674718034,0.266468498,0.961227787,0
Mef2b,0.674641307,0.266512809,0.961227787,0
Bbs9,0.674557973,0.266575583,0.961227787,0
mmu-mir-6417,0.674408578,0.266680822,0.961227787,0
Kcnh2,0.674352493,0.266718209,0.961227787,0
Dlx1,0.674222788,0.266795292,0.961227787,0
Olfr1134,0.674151743,0.266845604,0.961227787,0
Prss51,0.67414866,0.266848835,0.961227787,0
Slc39a8,0.674130586,0.266859912,0.961227787,0
Dusp14,0.674082037,0.266896838,0.961227787,0
Huwe1,0.674078667,0.2668973,0.961227787,0
Olfr1507,0.674024172,0.266936072,0.961227787,0
Zfp777,0.673992102,0.266958228,0.961227787,0
Tspyl5,0.673932888,0.266993307,0.961227787,0
Il4,0.673724817,0.267130856,0.961227787,0
Spry1,0.673585222,0.267230095,0.961227787,0
Tph2,0.673526395,0.267267021,0.961227787,0
Prdx2,0.673460956,0.26731364,0.961227787,0
Ckap5,0.673299863,0.267435033,0.961227787,0
Slc13a5,0.673222976,0.267494577,0.961227787,0
NonTargetingControlGuideForMouse_129,0.672956927,0.267678283,0.961227787,0
Olfr1417,0.672861475,0.267758135,0.961227787,0
Adam17,0.672684585,0.267890145,0.961227787,0
Prkcz,0.6726146,0.267930764,0.961227787,0
Scd4,0.672574286,0.267963536,0.961227787,0
Eln,0.672493057,0.268024463,0.961227787,0
Hypk,0.672333518,0.268133856,0.961227787,0
Atp12a,0.672332181,0.268135703,0.961227787,0
Lcn12,0.672179572,0.268235864,0.961227787,0
Sfn,0.672074003,0.268312947,0.961227787,0
D4Wsu53e,0.67205942,0.268319871,0.961227787,0
Far1,0.671917623,0.268432033,0.961227787,0
Camkk1,0.671905551,0.268437111,0.961227787,0
Rel,0.671901468,0.268439418,0.961227787,0
Myl12b,0.671895171,0.268443573,0.961227787,0
Pycard,0.671863151,0.268464343,0.961227787,0
Gipc3,0.671831748,0.268486499,0.961227787,0
Crct1,0.671796464,0.268511424,0.961227787,0
Map1lc3a,0.671786254,0.268519732,0.961227787,0
Tmem236,0.671774754,0.268528041,0.961227787,0
C1qa,0.671712135,0.268573275,0.961227787,0
Atp13a3,0.67156673,0.268677591,0.961227787,0
Scgb3a2,0.671492591,0.268723748,0.961227787,0
Map9,0.671399326,0.268791138,0.961227787,0
Olfr292,0.67135317,0.268826679,0.961227787,0
Insr,0.671229688,0.26892084,0.961227787,0
AI607873,0.671220814,0.268926379,0.961227787,0
S100pbp,0.671067946,0.269041772,0.961227787,0
Lsm14a,0.670969602,0.269109162,0.961227787,0
Sdad1,0.670927101,0.269139165,0.961227787,0
Drap1,0.670901061,0.269157166,0.961227787,0
Sdr16c6,0.670887476,0.269169628,0.961227787,0
Rab8b,0.670885629,0.269171475,0.961227787,0
Ptcd3,0.670823909,0.269218094,0.961227787,0
Cabyr,0.670801411,0.269236557,0.961227787,0
Olfr394,0.670787809,0.269243942,0.961227787,0
Nxnl2,0.670655492,0.269348719,0.961227787,0
Brf1,0.670652404,0.269349181,0.961227787,0
Nf2,0.67059628,0.269385183,0.961227787,0
Gm7092,0.67056746,0.269405954,0.961227787,0
Spag17,0.670554749,0.269415647,0.961227787,0
Tas2r140,0.670427273,0.269496884,0.961227787,0
Slc25a21,0.670391429,0.269519502,0.961227787,0
Crat,0.670265759,0.269601662,0.961227787,0
Adamts9,0.670236105,0.269626587,0.961227787,0
Crtac1,0.670233225,0.269628895,0.961227787,0
Bmx,0.670068895,0.26975075,0.961227787,0
Cers4,0.670023785,0.26978306,0.961227787,0
Atp5o,0.669928286,0.269852758,0.961227787,0
Parp11,0.669812657,0.269939995,0.961227787,0
Lsmem1,0.669707699,0.270009693,0.961227787,0
Pkig,0.669666003,0.270044311,0.961227787,0
Ppp1r14c,0.669665312,0.270045234,0.961227787,0
E330017A01Rik,0.66960133,0.270092776,0.961227787,0
Zfp182,0.669545897,0.270136626,0.961227787,0
Tmem218,0.669433357,0.270216017,0.961227787,0
Tmem234,0.669431495,0.270216478,0.961227787,0
Agrn,0.669334068,0.270285714,0.961227787,0
Magee1,0.669284806,0.27032264,0.961227787,0
Gm14085,0.669277469,0.270327718,0.961227787,0
Trim69,0.669251602,0.270343411,0.961227787,0
Ces1b,0.669249943,0.27034618,0.961227787,0
Ccndbp1,0.6691718,0.270402031,0.961227787,0
Klrc2,0.669163766,0.270406185,0.961227787,0
Nedd4,0.669092054,0.270450496,0.961227787,0
Sumo3,0.66901298,0.270511886,0.961227787,0
Spata1,0.668977371,0.270542811,0.961227787,0
Lta4h,0.668976833,0.270543734,0.961227787,0
Tmem43,0.668890596,0.270611586,0.961227787,0
Mroh1,0.668871363,0.270623586,0.961227787,0
Slc35b4,0.668859144,0.270631433,0.961227787,0
Dcaf13,0.668846597,0.270638818,0.961227787,0
1810011O10Rik,0.668823852,0.270659128,0.961227787,0
Egr1,0.668823375,0.270659589,0.961227787,0
Olfr907,0.668802687,0.270672513,0.961227787,0
Cables2,0.668574682,0.270846527,0.961227787,0
Mier3,0.668530507,0.270875144,0.961227787,0
NonTargetingControlGuideForMouse_68,0.668327924,0.271015001,0.961227787,0
Prnd,0.668327796,0.271015001,0.961227787,0
Dcun1d4,0.66831707,0.271023771,0.961227787,0
Notch2,0.66827505,0.271054235,0.961227787,0
Olfr1249,0.668228255,0.271087468,0.961227787,0
Dio3,0.668196428,0.27110547,0.961227787,0
Vangl2,0.66819447,0.271106393,0.961227787,0
B4galt6,0.668130341,0.271153935,0.961227787,0
Il1rapl2,0.668116711,0.271163166,0.961227787,0
Slc24a2,0.66806918,0.271197323,0.961227787,0
Sh2d4a,0.668036788,0.271223171,0.961227787,0
Olfr507,0.668006671,0.271243019,0.961227787,0
Nt5c3,0.667932033,0.271287791,0.961227787,0
