GeneSymbol,ZHL,epval,efdr,Replicate1
Olfr1451,0.290482999,0.574698361,0.961227787,0
2410089E03Rik,0.290329698,0.574814216,0.961227787,0
Hrh2,0.290142237,0.574975767,0.961227787,0
Wbscr27,0.29013841,0.574978537,0.961227787,0
mmu-mir-702,0.290126277,0.574987768,0.961227787,0
Tmem39b,0.290117019,0.574997923,0.961227787,0
Elfn1,0.28995751,0.575130395,0.961227787,0
Galnt5,0.289917051,0.575169628,0.961227787,0
Hic2,0.289914207,0.575172859,0.961227787,0
Gpr183,0.289852784,0.575220402,0.961227787,0
Cpsf2,0.289842745,0.575231018,0.961227787,0
Adam34,0.289826538,0.575243942,0.961227787,0
Tlr6,0.28975746,0.575298869,0.961227787,0
S100a6,0.289756469,0.575298869,0.961227787,0
Sbpl,0.289719354,0.575329795,0.961227787,0
Phc1,0.289682038,0.575362566,0.961227787,0
Olfr715,0.289670008,0.575375029,0.961227787,0
Baiap3,0.289663588,0.575380568,0.961227787,0
C2cd2l,0.28962661,0.575409185,0.961227787,0
Gp6,0.28959651,0.575433187,0.961227787,0
Hlf,0.289553629,0.575468728,0.961227787,0
Mphosph9,0.289542523,0.575479345,0.961227787,0
Bcl2l13,0.289540108,0.575482114,0.961227787,0
Tlx1,0.289514056,0.5755015,0.961227787,0
Prkab1,0.289495637,0.575517194,0.961227787,0
Ier5l,0.289492576,0.575519502,0.961227787,0
Treh,0.289456357,0.575552735,0.961227787,0
Aamdc,0.289441818,0.575565197,0.961227787,0
mmu-mir-322,0.289374395,0.57561874,0.961227787,0
Slc23a2,0.28931717,0.575662589,0.961227787,0
Rhobtb3,0.289268165,0.575708747,0.961227787,0
Rsf1,0.289239406,0.575730441,0.961227787,0
Psme3,0.289041815,0.575892453,0.961227787,0
mmu-mir-1903,0.288928382,0.575974613,0.961227787,0
Ttr,0.288852501,0.576031849,0.961227787,0
Hoxc10,0.288832824,0.576048927,0.961227787,0
Epb4.2,0.28882279,0.576060005,0.961227787,0
4930430D24Rik,0.288785972,0.576087699,0.961227787,0
mmu-let-7j,0.288784628,0.576087699,0.961227787,0
2210407C18Rik,0.288742498,0.576125548,0.961227787,0
Adora2a,0.288727046,0.576139395,0.961227787,0
Ears2,0.288650355,0.576206785,0.961227787,0
Ak7,0.288324579,0.576459728,0.961227787,0
4930432M17Rik,0.288302415,0.576482806,0.961227787,0
Skint8,0.288150846,0.576604662,0.961227787,0
Galnt12,0.288135272,0.576616201,0.961227787,0
Gprc5a,0.28807879,0.57665682,0.961227787,0
Foxl1,0.287979791,0.576743596,0.961227787,0
Flnc,0.287866341,0.576837295,0.961227787,0
Vmn1r202,0.287769117,0.576910224,0.961227787,0
Alox12b,0.287719842,0.576948535,0.961227787,0
Gm6370,0.287719763,0.576948535,0.961227787,0
Srgap1,0.287692915,0.576963305,0.961227787,0
Iqsec1,0.287506921,0.577117009,0.961227787,0
Zbtb41,0.287472066,0.57714378,0.961227787,0
Gpr4,0.287455074,0.577155781,0.961227787,0
C130074G19Rik,0.287405326,0.577195015,0.961227787,0
Wdr38,0.28739755,0.577201939,0.961227787,0
Teddm1,0.2873865,0.577210709,0.961227787,0
Gm4937,0.287377936,0.577218094,0.961227787,0
Ndst1,0.287365191,0.577227787,0.961227787,0
Siah3,0.287312184,0.577260559,0.961227787,0
Olfr1306,0.287296865,0.577270252,0.961227787,0
Gemin5,0.287275171,0.577289176,0.961227787,0
Ccdc15,0.287153953,0.577387491,0.961227787,0
mmu-mir-28c,0.287025481,0.577487653,0.961227787,0
Mrpl14,0.286924302,0.577567044,0.961227787,0
Spidr,0.286803009,0.577657512,0.961227787,0
Sned1,0.286745191,0.577718901,0.961227787,0
Pdss2,0.286718164,0.577737364,0.961227787,0
Elf1,0.286691747,0.577755366,0.961227787,0
Atl2,0.286465903,0.57794138,0.961227787,0
Tbx18,0.286460057,0.57794415,0.961227787,0
1700109H08Rik,0.286449833,0.577951996,0.961227787,0
Foxp2,0.28640011,0.577987999,0.961227787,0
Gpld1,0.286379564,0.578004154,0.961227787,0
Map3k11,0.286361538,0.578017078,0.961227787,0
Tdrd3,0.286344088,0.578030002,0.961227787,0
Ecm1,0.286330814,0.578039234,0.961227787,0
1600012H06Rik,0.286311309,0.578054004,0.961227787,0
Retsat,0.286212907,0.578139857,0.961227787,0
Rdx,0.286185632,0.578157397,0.961227787,0
Zfp804a,0.286185016,0.578157858,0.961227787,0
Acox1,0.286180139,0.578162474,0.961227787,0
Mllt6,0.286113386,0.578210478,0.961227787,0
Abca5,0.286028812,0.578279714,0.961227787,0
Itgax,0.285962998,0.578330949,0.961227787,0
Corin,0.285951963,0.578337411,0.961227787,0
Il1f5,0.285929849,0.578355412,0.961227787,0
Kif23,0.285914836,0.578367874,0.961227787,0
Sap25,0.285908762,0.578375721,0.961227787,0
H2-Q8,0.285819223,0.578447727,0.961227787,0
Vamp8,0.285747774,0.578509578,0.961227787,0
Sema4d,0.285727973,0.578533118,0.961227787,0
Olfr339,0.285680304,0.578570967,0.961227787,0
Dvl3,0.28567615,0.57857189,0.961227787,0
Dync2li1,0.285659387,0.578588045,0.961227787,0
Htt,0.285635598,0.578606047,0.961227787,0
Olfr572,0.285592542,0.578650358,0.961227787,0
Pcgf3,0.285584779,0.57865682,0.961227787,0
Rps6ka5,0.285558663,0.578673898,0.961227787,0
Stk11ip,0.285522633,0.578699746,0.961227787,0
Adcy3,0.285445358,0.578756981,0.961227787,0
NonTargetingControlGuideForMouse_145,0.285419684,0.578776367,0.961227787,0
Olfr599,0.285367216,0.578817909,0.961227787,0
Gstz1,0.285364001,0.578821602,0.961227787,0
Olfr1320,0.285333812,0.578852066,0.961227787,0
Prpf40b,0.285291852,0.578888068,0.961227787,0
Ggta1,0.285290601,0.578889453,0.961227787,0
Olfr235,0.285182305,0.578966074,0.961227787,0
Mmrn1,0.28517794,0.578969305,0.961227787,0
Krtap4-1,0.285169888,0.578973459,0.961227787,0
Slc9a9,0.285005474,0.579088391,0.961227787,0
Gm3336,0.284983852,0.579106393,0.961227787,0
Rad21l,0.284848632,0.579206554,0.961227787,0
Dtd2,0.284819761,0.579230095,0.961227787,0
Trib3,0.284804782,0.579243019,0.961227787,0
Blzf1,0.284736014,0.579294253,0.961227787,0
Cntnap1,0.284393223,0.579567505,0.961227787,0
Clec3b,0.28433905,0.579611355,0.961227787,0
NonTargetingControlGuideForMouse_122,0.284318494,0.579627971,0.961227787,0
Tln2,0.284104657,0.579792292,0.961227787,0
Dtx1,0.284097892,0.579795523,0.961227787,0
Arl2bp,0.284093154,0.579799677,0.961227787,0
Krt4,0.284042614,0.579841219,0.961227787,0
Cers3,0.284024894,0.57985922,0.961227787,0
Gm17455,0.284009715,0.579874452,0.961227787,0
Olfr214,0.284005556,0.579879991,0.961227787,0
Col1a2,0.283992358,0.579887838,0.961227787,0
Olfr1391,0.283959077,0.579910916,0.961227787,0
Mtmr2,0.283794308,0.580048004,0.961227787,0
1700034J05Rik,0.283702152,0.580126933,0.961227787,0
Cbx8,0.283492787,0.580287099,0.961227787,0
Actn1,0.283476758,0.580303254,0.961227787,0
Uggt1,0.283449082,0.580322179,0.961227787,0
Fkbp14,0.283394943,0.580363259,0.961227787,0
Rad50,0.283340875,0.580403877,0.961227787,0
Dao,0.283180785,0.580526194,0.961227787,0
Rbm6,0.28311667,0.580577891,0.961227787,0
Nkiras2,0.283107612,0.580586661,0.961227787,0
Ppapdc3,0.283047687,0.580631433,0.961227787,0
Agfg2,0.282974125,0.580685437,0.961227787,0
Glb1l,0.282928343,0.580714517,0.961227787,0
Polrmt,0.282891382,0.580750519,0.961227787,0
Tspyl4,0.282855961,0.580779137,0.961227787,0
Gpr153,0.282819908,0.580807754,0.961227787,0
Btn1a1,0.282776412,0.580838218,0.961227787,0
Arhgap33,0.28276632,0.580846988,0.961227787,0
Rpl37a,0.282741951,0.580870529,0.961227787,0
Ppp2cb,0.28271963,0.580887145,0.961227787,0
mmu-mir-7035,0.282670537,0.580924071,0.961227787,0
Ccl9,0.282581575,0.580997,0.961227787,0
Lbx2,0.28257384,0.581003,0.961227787,0
Klf14,0.282511331,0.581063928,0.961227787,0
Trerf1,0.282506109,0.581068082,0.961227787,0
Olfr1118,0.28248915,0.581080545,0.961227787,0
Ccz1,0.28246678,0.581095777,0.961227787,0
Fam110b,0.282421513,0.581128548,0.961227787,0
Pde4dip,0.282389401,0.581157166,0.961227787,0
Ppia,0.282368464,0.581173783,0.961227787,0
Hpx,0.282218468,0.581291022,0.961227787,0
Nkiras1,0.282175852,0.581327025,0.961227787,0
Gucd1,0.282138704,0.581353796,0.961227787,0
Lipe,0.282136086,0.581356566,0.961227787,0
Dhfr,0.282131502,0.581358412,0.961227787,0
Khdc3,0.282101726,0.581381952,0.961227787,0
Snx16,0.282025645,0.581446573,0.961227787,0
B4galnt4,0.281500219,0.581892453,0.961227787,0
Cd209c,0.281492805,0.581897992,0.961227787,0
Calca,0.281377586,0.581983383,0.961227787,0
Iqgap3,0.281319812,0.582033233,0.961227787,0
Rapgef3,0.281292756,0.582058158,0.961227787,0
Serinc2,0.28115464,0.582157397,0.961227787,0
2900011O08Rik,0.280972792,0.582292176,0.961227787,0
Erh,0.280904956,0.582347104,0.961227787,0
Hpcal1,0.280809234,0.58242234,0.961227787,0
Cdk2,0.280745892,0.582465728,0.961227787,0
Snapin,0.280695561,0.582504962,0.961227787,0
AW554918,0.28050219,0.582661435,0.961227787,0
Olfr699,0.280454826,0.582699285,0.961227787,0
Slbp,0.280414538,0.582731133,0.961227787,0
Cir1,0.280342126,0.58279483,0.961227787,0
mmu-mir-3471-1,0.280315729,0.582810524,0.961227787,0
Pxn,0.280289703,0.582824371,0.961227787,0
Noxo1,0.280191584,0.582909762,0.961227787,0
D630045J12Rik,0.280182782,0.582918532,0.961227787,0
Col2a1,0.280134661,0.58296192,0.961227787,0
Tbkbp1,0.28013249,0.58296469,0.961227787,0
Hyal2,0.279976708,0.583091161,0.961227787,0
Zfp850,0.279944716,0.58312024,0.961227787,0
Shisa4,0.27993189,0.583131318,0.961227787,0
Adat1,0.279786654,0.583257789,0.961227787,0
Trim56,0.27957146,0.583430879,0.961227787,0
Wdr41,0.279551786,0.583448419,0.961227787,0
mmu-mir-125b-2,0.279536523,0.583456727,0.961227787,0
BC017643,0.279476612,0.583501039,0.961227787,0
Olfr1148,0.279395563,0.583553196,0.961227787,0
Adamts2,0.279393332,0.583555043,0.961227787,0
Dkk3,0.279392014,0.583555504,0.961227787,0
Peak1,0.279381775,0.583564736,0.961227787,0
Dmrtc1b,0.279348636,0.583586891,0.961227787,0
Znrf4,0.279241298,0.583680129,0.961227787,0
Pnpla5,0.279210364,0.583711516,0.961227787,0
Smek2,0.279195052,0.583723517,0.961227787,0
Ugt2b37,0.279173086,0.583744288,0.961227787,0
Nags,0.279145474,0.58376552,0.961227787,0
Olfr992,0.279128331,0.583781214,0.961227787,0
Zbtb8a,0.279090175,0.583814447,0.961227787,0
Grid2,0.279066721,0.583831987,0.961227787,0
Il1rapl1,0.279015993,0.583870298,0.961227787,0
Dnaja2,0.279006405,0.583881375,0.961227787,0
Trim39,0.278976887,0.583901685,0.961227787,0
Riok2,0.278921373,0.583948765,0.961227787,0
Kirrel3,0.278838328,0.584004616,0.961227787,0
Olfr462,0.27883782,0.584004616,0.961227787,0
Kifap3,0.278805861,0.584031387,0.961227787,0
Olfr733,0.278770316,0.584063236,0.961227787,0
Olfr1188,0.278702776,0.584126471,0.961227787,0
Onecut1,0.278667862,0.584157858,0.961227787,0
Eef1e1,0.278601467,0.584207247,0.961227787,0
Sptssb,0.278599046,0.584208631,0.961227787,0
Olfr533,0.278469316,0.584305562,0.961227787,0
Rap2b,0.27843294,0.584330487,0.961227787,0
Olfr275,0.278385993,0.584366028,0.961227787,0
Dusp7,0.278351846,0.584393723,0.961227787,0
Tsen34,0.278338601,0.584405724,0.961227787,0
Vrtn,0.27821321,0.58450727,0.961227787,0
Lcorl,0.278094241,0.584602816,0.961227787,0
Elovl2,0.277968684,0.584710824,0.961227787,0
Gm5082,0.277968524,0.584710824,0.961227787,0
Sec11c,0.277910827,0.584760674,0.961227787,0
Tbxa2r,0.277868012,0.584792523,0.961227787,0
Itm2a,0.277866031,0.584793907,0.961227787,0
Tmco6,0.277768185,0.584872836,0.961227787,0
Catsper2,0.27772473,0.584903762,0.961227787,0
R3hdm1,0.277683143,0.584939765,0.961227787,0
Tmem194b,0.277652653,0.584963305,0.961227787,0
Mixl1,0.277517077,0.585072698,0.961227787,0
Fam189b,0.277377756,0.585182091,0.961227787,0
Tmem209,0.277355556,0.585199169,0.961227787,0
Mrpl11,0.277321094,0.585220402,0.961227787,0
Scfd1,0.277221515,0.585299792,0.961227787,0
Dis3,0.277184049,0.585333026,0.961227787,0
Jarid2,0.277118965,0.585388876,0.961227787,0
Klri2,0.277030819,0.585458112,0.961227787,0
Arl5b,0.277010993,0.58547519,0.961227787,0
4930422G04Rik,0.276931332,0.585532426,0.961227787,0
Zfp558,0.276800678,0.58564228,0.961227787,0
H2-M1,0.276593965,0.585799677,0.961227787,0
Olfr803,0.276589153,0.585804293,0.961227787,0
Pi16,0.276539544,0.585843065,0.961227787,0
Lonp2,0.276504168,0.585870759,0.961227787,0
Calb1,0.276476268,0.585892915,0.961227787,0
1700016H13Rik,0.276461036,0.585899838,0.961227787,0
Fuom,0.276374229,0.585975537,0.961227787,0
Frmd6,0.276182977,0.586137549,0.961227787,0
Rab33a,0.276134788,0.586168013,0.961227787,0
Ces1d,0.276030688,0.586263097,0.961227787,0
Crip1,0.275996918,0.586288022,0.961227787,0
Ptplb,0.275993251,0.586290792,0.961227787,0
Vmn2r89,0.275978071,0.586303254,0.961227787,0
Cdx4,0.275936414,0.586337411,0.961227787,0
1700001P01Rik,0.27581783,0.586428341,0.961227787,0
Syf2,0.275731924,0.586487884,0.961227787,0
Cdc42se2,0.275572863,0.586609278,0.961227787,0
Nr1i2,0.275550431,0.586625433,0.961227787,0
Enam,0.275417521,0.586729748,0.961227787,0
Btaf1,0.275304922,0.586823448,0.961227787,0
Wisp1,0.2752776,0.586842834,0.961227787,0
Klhl38,0.275275606,0.586843296,0.961227787,0
Aanat,0.27526223,0.586849758,0.961227787,0
Zfp809,0.275257058,0.586853912,0.961227787,0
Vmn1r159,0.275031595,0.587051004,0.961227787,0
Syngr4,0.274986217,0.587087007,0.961227787,0
Gimap1,0.274974724,0.587097161,0.961227787,0
Acadl,0.274963193,0.587106393,0.961227787,0
Fam101a,0.274891705,0.587166397,0.961227787,0
4921504E06Rik,0.274883555,0.587171936,0.961227787,0
Cpne9,0.274866102,0.587187168,0.961227787,0
Mypn,0.274851119,0.587197784,0.961227787,0
Npb,0.274849656,0.587199169,0.961227787,0
Defb48,0.274715882,0.5873021,0.961227787,0
Trim9,0.274714603,0.587303023,0.961227787,0
Hs3st3b1,0.274714181,0.58730487,0.961227787,0
Olfr1475,0.274665484,0.587349642,0.961227787,0
Gabrg1,0.274620735,0.587381029,0.961227787,0
mmu-mir-6540,0.274528053,0.587456727,0.961227787,0
Zfp263,0.27441722,0.587533349,0.961227787,0
Parp10,0.274317242,0.587600739,0.961227787,0
Vac14,0.274295048,0.587622894,0.961227787,0
Galnt10,0.274133008,0.587749365,0.961227787,0
Arrb1,0.274130366,0.587752135,0.961227787,0
Ms4a5,0.274084516,0.587790907,0.961227787,0
Id1,0.27408436,0.587790907,0.961227787,0
Olfr132,0.273787642,0.58801477,0.961227787,0
Gm14378,0.27374561,0.58804385,0.961227787,0
Chrna3,0.273732521,0.588057235,0.961227787,0
Polr2m,0.273441757,0.588276944,0.961227787,0
Bcam,0.273236525,0.588430187,0.961227787,0
Gpd1l,0.273222836,0.588443573,0.961227787,0
mmu-mir-181d,0.273172316,0.588480037,0.961227787,0
Mmaa,0.27313435,0.588510962,0.961227787,0
Med18,0.273129009,0.588514655,0.961227787,0
Olfr1384,0.273022219,0.588605123,0.961227787,0
AA986860,0.272988559,0.588633741,0.961227787,0
Ube2j1,0.27296544,0.588655435,0.961227787,0
Slc35f5,0.272897255,0.588705747,0.961227787,0
Wap,0.272708586,0.58884468,0.961227787,0
Vmn2r91,0.272657958,0.58888576,0.961227787,0
Gzmg,0.272644233,0.5888973,0.961227787,0
Spata25,0.272628594,0.588913916,0.961227787,0
Tfg,0.272525762,0.588986384,0.961227787,0
Zfp707,0.272500759,0.58901177,0.961227787,0
Krt25,0.272484782,0.589026541,0.961227787,0
Chil3,0.272400724,0.589099931,0.961227787,0
Olfr1395,0.272297775,0.589171013,0.961227787,0
Tuba3b,0.272265272,0.5892024,0.961227787,0
Slc5a4b,0.272124068,0.589320102,0.961227787,0
Xylb,0.272121448,0.589322871,0.961227787,0
Olfr983,0.272019106,0.58940457,0.961227787,0
Angptl3,0.271993535,0.589421186,0.961227787,0
mmu-mir-1929,0.271893151,0.589487653,0.961227787,0
Lzts2,0.271887027,0.589491807,0.961227787,0
Rqcd1,0.271860199,0.589515347,0.961227787,0
Adora3,0.271840795,0.589531041,0.961227787,0
Pgr,0.27182821,0.589538426,0.961227787,0
Zcchc14,0.271662149,0.589656127,0.961227787,0
Elovl5,0.271478199,0.589800138,0.961227787,0
Zfp949,0.271478107,0.589800138,0.961227787,0
Chmp1a,0.271437508,0.589829679,0.961227787,0
Tpmt,0.271418017,0.589842142,0.961227787,0
Akt3,0.271367225,0.589883683,0.961227787,0
Mrps21,0.271326885,0.589922456,0.961227787,0
Npy1r,0.271322514,0.589925687,0.961227787,0
Zfp513,0.271265547,0.589977383,0.961227787,0
A630073D07Rik,0.271251634,0.589989845,0.961227787,0
Rffl,0.271245008,0.589995846,0.961227787,0
Hif1an,0.271231308,0.590007847,0.961227787,0
Stat1,0.271099933,0.590110316,0.961227787,0
Olfr606,0.271018716,0.590174475,0.961227787,0
Olfr55,0.271003375,0.590184168,0.961227787,0
Gjb6,0.270985687,0.590197554,0.961227787,0
Zfp184,0.270963513,0.590210939,0.961227787,0
Slco4c1,0.270913181,0.590247865,0.961227787,0
Gm10324,0.270882734,0.59027556,0.961227787,0
Sp110,0.270836869,0.590309716,0.961227787,0
Akr1b3,0.270723439,0.590405724,0.961227787,0
Syce2,0.270717844,0.590408955,0.961227787,0
Cd163l1,0.27059742,0.590491115,0.961227787,0
Phf5a,0.270528322,0.590541426,0.961227787,0
Smpd2,0.27052381,0.590545119,0.961227787,0
mmu-mir-298,0.270495809,0.590568659,0.961227787,0
Rep15,0.270487097,0.590573736,0.961227787,0
mmu-mir-7014,0.2704631,0.590590815,0.961227787,0
Fam71d,0.270369869,0.59066559,0.961227787,0
Gucy1a3,0.270263409,0.590745904,0.961227787,0
Whrn,0.270261335,0.590745904,0.961227787,0
Vmn1r88,0.270247281,0.590752827,0.961227787,0
Serpina1d,0.270237162,0.590761135,0.961227787,0
Tmc3,0.270020967,0.590926841,0.961227787,0
Arrdc3,0.269962191,0.590965613,0.961227787,0
Cypt14,0.269899246,0.591016386,0.961227787,0
Lhcgr,0.269488427,0.591346411,0.961227787,0
Acaca,0.269410108,0.591406877,0.961227787,0
Klk1b3,0.269289398,0.591502885,0.961227787,0
D830031N03Rik,0.269130176,0.591631664,0.961227787,0
BC028528,0.269037491,0.591697669,0.961227787,0
Kel,0.268827038,0.591860605,0.961227787,0
Crebrf,0.26882175,0.591866605,0.961227787,0
Ufm1,0.268649605,0.592001846,0.961227787,0
Artn,0.268619667,0.592024463,0.961227787,0
Cep170,0.268577606,0.592060466,0.961227787,0
Acer1,0.268530606,0.592091392,0.961227787,0
Tas2r121,0.268446415,0.592152319,0.961227787,0
Lhx9,0.268439648,0.592157858,0.961227787,0
Rgn,0.268437473,0.592159705,0.961227787,0
Ttyh2,0.26842872,0.592165705,0.961227787,0
Loxl2,0.268318779,0.592247865,0.961227787,0
Dgkg,0.268067068,0.592450496,0.961227787,0
Syt9,0.268062001,0.592453727,0.961227787,0
Adamts5,0.267955969,0.592545119,0.961227787,0
Eme2,0.267926689,0.592571429,0.961227787,0
Galnt3,0.267764034,0.592694669,0.961227787,0
Vmn1r60,0.267759022,0.592699746,0.961227787,0
Dbndd2,0.267721887,0.592731133,0.961227787,0
Cd93,0.267703953,0.59274498,0.961227787,0
B3gntl1,0.267637553,0.592796677,0.961227787,0
D10Bwg1379e,0.267633353,0.592799908,0.961227787,0
mmu-mir-330,0.267633196,0.592799908,0.961227787,0
Tgfbr1,0.267615744,0.592816524,0.961227787,0
Pten,0.267530471,0.592879298,0.961227787,0
Slc27a3,0.267499237,0.592905147,0.961227787,0
Orc2,0.267354767,0.593013155,0.961227787,0
Saa1,0.267334455,0.593028387,0.961227787,0
Trim71,0.267238165,0.593110547,0.961227787,0
Ccdc163,0.266803214,0.593476114,0.961227787,0
Myl9,0.266736588,0.593537041,0.961227787,0
Unc119b,0.266669248,0.593581814,0.961227787,0
Spaca3,0.266588795,0.593654281,0.961227787,0
mmu-mir-877,0.266573975,0.593665359,0.961227787,0
Usp6nl,0.266542909,0.593687976,0.961227787,0
Strc,0.266395885,0.593805677,0.961227787,0
Oprd1,0.266346148,0.59384168,0.961227787,0
Agtr1b,0.266341123,0.593848604,0.961227787,0
Id3,0.26631886,0.59386522,0.961227787,0
mmu-mir-703,0.26626933,0.593902608,0.961227787,0
Skiv2l2,0.266180498,0.593976921,0.961227787,0
Slc22a15,0.266179713,0.593976921,0.961227787,0
Npepps,0.266003598,0.59411724,0.961227787,0
Csk,0.265933714,0.594169859,0.961227787,0
Art4,0.265780565,0.594293561,0.961227787,0
Zfp941,0.265683629,0.594369259,0.961227787,0
Olfr893,0.265656095,0.594386337,0.961227787,0
Csad,0.265636343,0.594401569,0.961227787,0
Folh1,0.265602244,0.59443388,0.961227787,0
Cdhr1,0.265578847,0.594447265,0.961227787,0
Gm13084,0.265512773,0.594499885,0.961227787,0
Hyal3,0.265444253,0.594559428,0.961227787,0
Hs3st6,0.265320388,0.594659128,0.961227787,0
Zfp600,0.265262787,0.594699746,0.961227787,0
Ocel1,0.2651859,0.594758828,0.961227787,0
Ldlrad1,0.265170486,0.594772675,0.961227787,0
Chgb,0.265148763,0.594797138,0.961227787,0
Aspg,0.265142961,0.594802216,0.961227787,0
Col4a6,0.265088567,0.59484468,0.961227787,0
Prom2,0.265053533,0.594866374,0.961227787,0
Ap3b1,0.265028278,0.594890838,0.961227787,0
Gm8909,0.264977346,0.594930072,0.961227787,0
Cdc42,0.264873699,0.595007154,0.961227787,0
Pitrm1,0.264871033,0.595009462,0.961227787,0
Btbd8,0.264852553,0.595025156,0.961227787,0
Ppp1r13b,0.264848321,0.595029772,0.961227787,0
Epx,0.264825593,0.595048696,0.961227787,0
Trpv3,0.264801689,0.595071313,0.961227787,0
Trmt2b,0.264774611,0.595099469,0.961227787,0
Olfr1170,0.264751016,0.595117471,0.961227787,0
Cldn9,0.264628644,0.595207016,0.961227787,0
Arhgef10l,0.264596352,0.595229633,0.961227787,0
Timm9,0.264556269,0.595266097,0.961227787,0
Mrgpre,0.264551577,0.595268405,0.961227787,0
Gne,0.264472801,0.595334872,0.961227787,0
Il5,0.264439983,0.595357027,0.961227787,0
Chsy1,0.264426772,0.595364413,0.961227787,0
Utp23,0.264403357,0.595387953,0.961227787,0
Tcl1b3,0.264378632,0.595409647,0.961227787,0
Naf1,0.26437052,0.595414263,0.961227787,0
Slc25a18,0.264364305,0.595421186,0.961227787,0
Idi2,0.264354199,0.595426264,0.961227787,0
Prickle2,0.26421417,0.59552781,0.961227787,0
Olfr881,0.264143141,0.59558643,0.961227787,0
Rnf130,0.264116612,0.595606277,0.961227787,0
Nr1h3,0.264084868,0.595632126,0.961227787,0
Vmn1r230,0.264075625,0.595640895,0.961227787,0
Olfr1532-ps1,0.264045812,0.595667667,0.961227787,0
Arhgap25,0.264039113,0.595674129,0.961227787,0
AF067063,0.263953369,0.595740134,0.961227787,0
Arhgap22,0.263945412,0.595747981,0.961227787,0
Krt79,0.263908716,0.595770598,0.961227787,0
Ccdc70,0.263885053,0.595795984,0.961227787,0
Usp28,0.263808788,0.595854604,0.961227787,0
Tmem87a,0.263794931,0.595863836,0.961227787,0
Trim65,0.263750385,0.595895684,0.961227787,0
Pwp1,0.263694702,0.595938149,0.961227787,0
Baz1b,0.2636007,0.59600877,0.961227787,0
Scamp1,0.263583765,0.59602354,0.961227787,0
Tmem163,0.263492682,0.596097392,0.961227787,0
Casp9,0.263490796,0.596098777,0.961227787,0
Olfr1502,0.263488649,0.596100162,0.961227787,0
Rims3,0.26347915,0.5961057,0.961227787,0
Olfr1095,0.263315496,0.596217863,0.961227787,0
Prl8a2,0.263302433,0.596226171,0.961227787,0
Pop1,0.263297955,0.596228018,0.961227787,0
Tmem192,0.263232801,0.596278329,0.961227787,0
Tmem203,0.263097411,0.59638403,0.961227787,0
Oxt,0.263095024,0.596384953,0.961227787,0
H2-Eb1,0.263073317,0.596402954,0.961227787,0
Plcg1,0.263059433,0.596418186,0.961227787,0
Tnnt2,0.263020174,0.596447265,0.961227787,0
mmu-mir-6971,0.2629094,0.596526194,0.961227787,0
Agfg1,0.262859837,0.596570044,0.961227787,0
mmu-mir-329,0.262819277,0.596600969,0.961227787,0
Rad23b,0.262813975,0.596605585,0.961227787,0
Ubtfl1,0.262801525,0.596616663,0.961227787,0
Cyp2c70,0.262707183,0.596689592,0.961227787,0
Yes1,0.262522079,0.596838218,0.961227787,0
Kank3,0.262459419,0.596896377,0.961227787,0
Olfr910,0.262456388,0.5968973,0.961227787,0
Rgs11,0.262435201,0.596917147,0.961227787,0
Ppef1,0.262427417,0.59692361,0.961227787,0
mmu-mir-190b,0.262356726,0.596981306,0.961227787,0
Mettl6,0.262313203,0.597018232,0.961227787,0
Nipsnap1,0.262163549,0.597132703,0.961227787,0
Acot12,0.262132283,0.597163166,0.961227787,0
Ctdsp2,0.261893675,0.59733718,0.961227787,0
Celf5,0.261881879,0.597346873,0.961227787,0
Olfr473,0.261764102,0.597441957,0.961227787,0
Cyhr1,0.261707657,0.597491345,0.961227787,0
Agr3,0.261695423,0.597500577,0.961227787,0
Sgca,0.261593825,0.597571659,0.961227787,0
Ppp3r1,0.26153216,0.597619663,0.961227787,0
5730409E04Rik,0.26148907,0.597657051,0.961227787,0
Nfkb1,0.26148538,0.597661205,0.961227787,0
Dlx2,0.261470399,0.597673206,0.961227787,0
Olfr786,0.26146048,0.597676898,0.961227787,0
H2-M9,0.261445528,0.597687514,0.961227787,0
Vwa5b1,0.261390559,0.597731364,0.961227787,0
Ybey,0.261363622,0.59775352,0.961227787,0
Vipr1,0.261341731,0.59776829,0.961227787,0
Ankle1,0.261153531,0.597937688,0.961227787,0
Gorasp2,0.261104754,0.597980614,0.961227787,0
Tfb1m,0.261094933,0.597987076,0.961227787,0
Plekhm1,0.261047405,0.598025387,0.961227787,0
Olfr1387,0.261011027,0.598053081,0.961227787,0
Rabac1,0.260935822,0.598110778,0.961227787,0
NonTargetingControlGuideForMouse_43,0.260871795,0.598172629,0.961227787,0
Uqcrh,0.260850217,0.59819063,0.961227787,0
Cacna1b,0.260791587,0.598241865,0.961227787,0
Acot2,0.260769386,0.59825802,0.961227787,0
Plekha2,0.260727953,0.598293099,0.961227787,0
Ifi204,0.260672255,0.598342949,0.961227787,0
Olfr995,0.260642374,0.598365567,0.961227787,0
Tcof1,0.260592556,0.598401108,0.961227787,0
Ppm1f,0.26056428,0.598424648,0.961227787,0
Ptprs,0.260541642,0.598441265,0.961227787,0
Avl9,0.260534198,0.598448188,0.961227787,0
Abhd12,0.260528315,0.598453266,0.961227787,0
Olfr401,0.260522081,0.598456958,0.961227787,0
Cabp4,0.260506814,0.59846619,0.961227787,0
Zscan20,0.260386532,0.598565428,0.961227787,0
Yipf6,0.26028172,0.598641588,0.961227787,0
