Column1,EntrezID,Cutoff,Cutoff2
386,22820,0,0.5
387,26958,0,0.5
388,9318,0,0.5
389,8533,0,0.5
390,51138,0,0.5
391,10987,0,0.5
392,10980,0,0.5
393,22818,0,0.5
394,57017,0,0.5
395,11151,0,0.5
396,57175,0,0.5
397,23603,0,0.5
398,79585,0,0.5
399,23406,0,0.5
400,10063,0,0.5
401,1327,0,0.5
402,9377,0,0.5
403,1329,0,0.5
404,285849,0,0.5
405,1340,0,0.5
406,1345,0,0.5
407,1347,0,0.5
408,1350,0,0.5
410,55313,0,0.5
411,11052,0,0.5
412,1376,0,0.5
413,54504,0,0.5
415,1396,0,0.5
416,51084,0,0.5
418,1431,0,0.5
419,7812,0,0.5
420,1434,0,0.5
421,1445,0,0.5
422,1460,0,0.5
423,1465,0,0.5
426,1487,0,0.5
428,1495,0,0.5
429,1500,0,0.5
430,5476,0,0.5
432,1075,0,0.5
433,1511,0,0.5
435,1514,0,0.5
436,1520,0,0.5
438,8454,0,0.5
439,8453,0,0.5
440,8065,0,0.5
441,80777,0,0.5
442,51706,0,0.5
443,1727,0,0.5
444,1536,0,0.5
445,1537,0,0.5
446,54205,0,0.5
447,23191,0,0.5
448,9266,0,0.5
451,1611,0,0.5
452,1615,0,0.5
453,26528,0,0.5
454,1622,0,0.5
455,28988,0,0.5
456,1633,0,0.5
457,1639,0,0.5
458,10540,0,0.5
459,84516,0,0.5
460,51181,0,0.5
461,23564,0,0.5
462,1642,0,0.5
463,1650,0,0.5
464,1652,0,0.5
465,1653,0,0.5
466,10521,0,0.5
467,8886,0,0.5
469,9416,0,0.5
470,10212,0,0.5
471,7919,0,0.5
472,1654,0,0.5
473,11325,0,0.5
474,9879,0,0.5
475,1655,0,0.5
476,79039,0,0.5
478,1656,0,0.5
479,1666,0,0.5
480,7913,0,0.5
481,55667,0,0.5
482,8562,0,0.5
483,51071,0,0.5
485,1718,0,0.5
486,10901,0,0.5
487,51635,0,0.5
488,1665,0,0.5
489,1660,0,0.5
490,1729,0,0.5
491,1737,0,0.5
492,1738,0,0.5
493,22839,0,0.5
494,1743,0,0.5
495,8632,0,0.5
497,10294,0,0.5
498,3337,0,0.5
499,51726,0,0.5
501,54431,0,0.5
502,5611,0,0.5
503,80331,0,0.5
504,7266,0,0.5
505,22826,0,0.5
506,10059,0,0.5
507,1785,0,0.5
508,23549,0,0.5
509,55619,0,0.5
510,1794,0,0.5
511,81704,0,0.5
512,9046,0,0.5
513,8813,0,0.5
514,10072,0,0.5
515,91039,0,0.5
516,1806,0,0.5
517,1808,0,0.5
518,1810,0,0.5
519,4733,0,0.5
520,1819,0,0.5
521,11034,0,0.5
522,1845,0,0.5
523,1778,0,0.5
524,1781,0,0.5
525,51143,0,0.5
526,8655,0,0.5
527,140735,0,0.5
529,8291,0,0.5
530,1891,0,0.5
531,55862,0,0.5
532,1892,0,0.5
533,1632,0,0.5
534,8411,0,0.5
535,1915,0,0.5
536,1933,0,0.5
537,1936,0,0.5
538,1937,0,0.5
539,1938,0,0.5
541,9343,0,0.5
544,10209,0,0.5
545,1964,0,0.5
546,83939,0,0.5
548,1967,0,0.5
549,8892,0,0.5
550,1965,0,0.5
551,8894,0,0.5
552,1968,0,0.5
553,8661,0,0.5
554,8662,0,0.5
555,728689,0,0.5
556,8664,0,0.5
557,3646,0,0.5
558,8665,0,0.5
559,8666,0,0.5
560,8667,0,0.5
561,8668,0,0.5
562,8669,0,0.5
564,51386,0,0.5
565,10480,0,0.5
566,1973,0,0.5
567,1974,0,0.5
568,9775,0,0.5
569,1975,0,0.5
570,1977,0,0.5
571,1981,0,0.5
572,1982,0,0.5
573,7458,0,0.5
574,1983,0,0.5
575,1984,0,0.5
576,9669,0,0.5
577,3692,0,0.5
578,1994,0,0.5
579,9844,0,0.5
580,63916,0,0.5
581,9694,0,0.5
582,27436,0,0.5
583,2023,0,0.5
584,58478,0,0.5
585,2029,0,0.5
586,953,0,0.5
587,2037,0,0.5
589,2052,0,0.5
590,29924,0,0.5
591,2058,0,0.5
592,2060,0,0.5
593,58513,0,0.5
594,51752,0,0.5
595,57222,0,0.5
596,2079,0,0.5
597,11160,0,0.5
599,10961,0,0.5
600,23071,0,0.5
601,2098,0,0.5
602,23344,0,0.5
603,2107,0,0.5
604,2108,0,0.5
605,2109,0,0.5
606,23474,0,0.5
607,2124,0,0.5
608,51466,0,0.5
609,2130,0,0.5
610,55770,0,0.5
612,10640,0,0.5
613,7430,0,0.5
614,50848,0,0.5
615,2162,0,0.5
616,2170,0,0.5
619,23197,0,0.5
620,2184,0,0.5
621,81889,0,0.5
622,54491,0,0.5
623,10827,0,0.5
624,23196,0,0.5
626,64855,0,0.5
628,51571,0,0.5
629,2193,0,0.5
630,10056,0,0.5
631,2194,0,0.5
632,79675,0,0.5
633,2195,0,0.5
634,2197,0,0.5
635,2091,0,0.5
636,2203,0,0.5
640,2224,0,0.5
641,83706,0,0.5
642,221472,0,0.5
643,2268,0,0.5
644,2271,0,0.5
645,29109,0,0.5
646,51024,0,0.5
647,23307,0,0.5
648,2280,0,0.5
649,2286,0,0.5
650,2287,0,0.5
651,2288,0,0.5
652,2289,0,0.5
653,2314,0,0.5
654,2316,0,0.5
655,2317,0,0.5
656,2318,0,0.5
657,2319,0,0.5
658,752,0,0.5
660,2339,0,0.5
665,8880,0,0.5
666,2517,0,0.5
667,282969,0,0.5
668,2521,0,0.5
669,8087,0,0.5
670,10146,0,0.5
671,2539,0,0.5
672,2548,0,0.5
674,2582,0,0.5
675,130589,0,0.5
676,2588,0,0.5
677,23193,0,0.5
678,2597,0,0.5
679,2617,0,0.5
680,2618,0,0.5
682,2629,0,0.5
684,2632,0,0.5
687,25801,0,0.5
688,2639,0,0.5
689,2729,0,0.5
691,2664,0,0.5
692,2665,0,0.5
693,51608,0,0.5
695,23163,0,0.5
696,79017,0,0.5
698,54994,0,0.5
699,26058,0,0.5
700,55303,0,0.5
701,9815,0,0.5
702,2710,0,0.5
703,2720,0,0.5
705,152007,0,0.5
706,2739,0,0.5
707,51031,0,0.5
708,2745,0,0.5
709,10539,0,0.5
711,51228,0,0.5
712,2746,0,0.5
713,2752,0,0.5
715,2762,0,0.5
716,2764,0,0.5
717,9535,0,0.5
718,51291,0,0.5
719,29926,0,0.5
720,51292,0,0.5
721,8833,0,0.5
722,10672,0,0.5
723,2771,0,0.5
724,2773,0,0.5
725,2782,0,0.5
726,2783,0,0.5
728,59345,0,0.5
729,2787,0,0.5
730,10007,0,0.5
731,2799,0,0.5
732,2805,0,0.5
733,2806,0,0.5
734,23171,0,0.5
736,2821,0,0.5
737,10457,0,0.5
738,57720,0,0.5
739,2876,0,0.5
740,2879,0,0.5
741,2885,0,0.5
742,9380,0,0.5
743,56850,0,0.5
744,2896,0,0.5
745,80273,0,0.5
746,2934,0,0.5
747,2935,0,0.5
748,2936,0,0.5
749,2937,0,0.5
750,373156,0,0.5
751,9446,0,0.5
752,2950,0,0.5
753,2969,0,0.5
754,2990,0,0.5
756,2992,0,0.5
757,3005,0,0.5
758,8971,0,0.5
759,3014,0,0.5
760,9555,0,0.5
761,3015,0,0.5
763,9563,0,0.5
764,3033,0,0.5
765,3030,0,0.5
766,3032,0,0.5
767,3029,0,0.5
768,3035,0,0.5
769,8520,0,0.5
770,3039,0,0.5
773,3059,0,0.5
775,3065,0,0.5
776,3066,0,0.5
777,3068,0,0.5
778,84064,0,0.5
779,3069,0,0.5
780,50865,0,0.5
781,23593,0,0.5
782,3073,0,0.5
783,3074,0,0.5
784,9146,0,0.5
785,11112,0,0.5
786,26275,0,0.5
787,3094,0,0.5
788,84681,0,0.5
789,3009,0,0.5
790,3006,0,0.5
791,3007,0,0.5
793,8334,0,0.5
795,8341,0,0.5
796,8350,0,0.5
797,8359,0,0.5
798,317772,0,0.5
799,3098,0,0.5
801,3101,0,0.5
806,3108,0,0.5
807,3109,0,0.5
808,3113,0,0.5
809,3115,0,0.5
810,3117,0,0.5
811,3119,0,0.5
812,3122,0,0.5
814,3123,0,0.5
815,3127,0,0.5
816,81502,0,0.5
817,3145,0,0.5
818,3159,0,0.5
819,3146,0,0.5
821,3155,0,0.5
823,3150,0,0.5
825,9324,0,0.5
826,10473,0,0.5
829,3163,0,0.5
830,3176,0,0.5
831,10949,0,0.5
832,3178,0,0.5
833,3181,0,0.5
834,220988,0,0.5
835,3182,0,0.5
836,3183,0,0.5
837,3184,0,0.5
838,9987,0,0.5
839,3185,0,0.5
840,3187,0,0.5
841,3188,0,0.5
842,3189,0,0.5
843,3190,0,0.5
844,3191,0,0.5
845,4670,0,0.5
846,10236,0,0.5
847,3192,0,0.5
848,11100,0,0.5
849,221092,0,0.5
850,50809,0,0.5
851,3241,0,0.5
852,3251,0,0.5
853,3281,0,0.5
855,3028,0,0.5
856,51170,0,0.5
857,51144,0,0.5
858,3295,0,0.5
859,3320,0,0.5
860,3326,0,0.5
861,7184,0,0.5
862,3303,0,0.5
863,3308,0,0.5
864,3309,0,0.5
865,3312,0,0.5
866,3313,0,0.5
867,3315,0,0.5
868,3329,0,0.5
869,3336,0,0.5
870,10808,0,0.5
871,10553,0,0.5
872,10075,0,0.5
873,84329,0,0.5
874,10525,0,0.5
875,285148,0,0.5
876,3376,0,0.5
877,55699,0,0.5
879,3417,0,0.5
880,3418,0,0.5
881,3419,0,0.5
882,3420,0,0.5
883,3421,0,0.5
886,3428,0,0.5
887,10437,0,0.5
888,3430,0,0.5
894,3551,0,0.5
895,8517,0,0.5
896,3603,0,0.5
897,3606,0,0.5
903,3608,0,0.5
904,3609,0,0.5
905,3611,0,0.5
906,10989,0,0.5
907,3612,0,0.5
908,3614,0,0.5
909,3615,0,0.5
912,64423,0,0.5
913,3635,0,0.5
914,3843,0,0.5
915,10527,0,0.5
916,55705,0,0.5
917,8826,0,0.5
918,10788,0,0.5
919,3658,0,0.5
920,3662,0,0.5
924,9798,0,0.5
925,51477,0,0.5
926,3678,0,0.5
929,3688,0,0.5
931,3704,0,0.5
932,3712,0,0.5
933,3735,0,0.5
934,8514,0,0.5
935,115207,0,0.5
936,143888,0,0.5
937,10657,0,0.5
938,8570,0,0.5
939,23392,0,0.5
942,3796,0,0.5
943,3799,0,0.5
944,3831,0,0.5
946,3839,0,0.5
947,3840,0,0.5
948,23633,0,0.5
950,3845,0,0.5
951,3895,0,0.5
953,114294,0,0.5
954,51110,0,0.5
955,3916,0,0.5
956,3920,0,0.5
957,8649,0,0.5
958,10542,0,0.5
959,51056,0,0.5
960,23367,0,0.5
961,51520,0,0.5
962,3927,0,0.5
963,3930,0,0.5
964,3936,0,0.5
966,3939,0,0.5
967,3945,0,0.5
968,3954,0,0.5
969,3956,0,0.5
971,3965,0,0.5
973,51474,0,0.5
974,3985,0,0.5
975,3987,0,0.5
977,10960,0,0.5
978,4000,0,0.5
980,84823,0,0.5
981,4012,0,0.5
983,9361,0,0.5
984,4026,0,0.5
985,9404,0,0.5
986,4033,0,0.5
987,4043,0,0.5
988,10128,0,0.5
990,55631,0,0.5
991,57470,0,0.5
992,55379,0,0.5
993,9208,0,0.5
995,57819,0,0.5
996,11157,0,0.5
998,4048,0,0.5
999,51747,0,0.5
1002,10434,0,0.5
1005,84328,0,0.5
1006,4074,0,0.5
1007,23499,0,0.5
1008,55110,0,0.5
1009,84061,0,0.5
1011,4125,0,0.5
1012,7873,0,0.5
1013,4128,0,0.5
1014,55201,0,0.5
1015,5604,0,0.5
1016,5605,0,0.5
1017,5606,0,0.5
1018,4134,0,0.5
1019,5594,0,0.5
1020,5602,0,0.5
1021,1432,0,0.5
1022,22919,0,0.5
1024,4141,0,0.5
1025,4144,0,0.5
1027,9782,0,0.5
1028,4154,0,0.5
1029,79143,0,0.5
1030,4155,0,0.5
1031,56922,0,0.5
1032,4190,0,0.5
1033,4191,0,0.5
1034,4200,0,0.5
1036,23173,0,0.5
1037,10988,0,0.5
1038,25840,0,0.5
1039,4257,0,0.5
1040,375056,0,0.5
1041,64780,0,0.5
1042,4282,0,0.5
1043,9761,0,0.5
1045,64210,0,0.5
1046,4332,0,0.5
1048,7841,0,0.5
1051,9526,0,0.5
1052,4351,0,0.5
1053,4353,0,0.5
1054,4357,0,0.5
1055,4358,0,0.5
1057,84245,0,0.5
1058,64928,0,0.5
1059,64976,0,0.5
1060,740,0,0.5
1061,64963,0,0.5
1062,92399,0,0.5
1063,4478,0,0.5
1069,4507,0,0.5
1070,23788,0,0.5
1071,92140,0,0.5
1072,4522,0,0.5
1074,64419,0,0.5
1075,9107,0,0.5
1076,136319,0,0.5
1077,4597,0,0.5
1078,9961,0,0.5
1081,26292,0,0.5
1082,4615,0,0.5
1083,4627,0,0.5
1084,10627,0,0.5
1085,4637,0,0.5
1086,399687,0,0.5
1087,4641,0,0.5
1088,4643,0,0.5
1089,4542,0,0.5
1091,4644,0,0.5
1092,4650,0,0.5
1093,26509,0,0.5
1094,80155,0,0.5
1095,84316,0,0.5
1096,80218,0,0.5
1097,27163,0,0.5
1098,4666,0,0.5
1099,4668,0,0.5
1100,55577,0,0.5
1101,4671,0,0.5
1103,54187,0,0.5
1104,4673,0,0.5
1106,8775,0,0.5
1108,4677,0,0.5
1109,4686,0,0.5
1110,57552,0,0.5
1113,4689,0,0.5
1114,3071,0,0.5
1115,4691,0,0.5
1116,56926,0,0.5
1118,10397,0,0.5
1119,57447,0,0.5
1121,51079,0,0.5
1123,4698,0,0.5
1124,4702,0,0.5
1125,4704,0,0.5
1126,4716,0,0.5
1127,54539,0,0.5
1128,4709,0,0.5
1129,4719,0,0.5
1130,4720,0,0.5
1131,4722,0,0.5
1132,4728,0,0.5
1133,4723,0,0.5
1134,4729,0,0.5
1135,55707,0,0.5
1136,100528064,0,0.5
1139,152518,0,0.5
1142,25934,0,0.5
1143,56954,0,0.5
1144,654364,0,0.5
1146,9111,0,0.5
1147,4836,0,0.5
1148,23530,0,0.5
1149,9221,0,0.5
1150,283820,0,0.5
1151,4841,0,0.5
1152,10528,0,0.5
1153,51602,0,0.5
1155,9520,0,0.5
1156,80896,0,0.5
1157,55666,0,0.5
1158,4869,0,0.5
1159,27020,0,0.5
1161,29959,0,0.5
1163,4900,0,0.5
1164,50814,0,0.5
1165,4905,0,0.5
1166,55968,0,0.5
1168,22978,0,0.5
1170,4924,0,0.5
1171,64710,0,0.5
1172,10726,0,0.5
1173,134492,0,0.5
1174,318,0,0.5
1175,11051,0,0.5
1176,11164,0,0.5
1177,4926,0,0.5
1178,53371,0,0.5
1179,23636,0,0.5
1180,10204,0,0.5
1184,4967,0,0.5
1185,11054,0,0.5
1186,29789,0,0.5
1189,4976,0,0.5
1190,10956,0,0.5
1191,5007,0,0.5
1192,114882,0,0.5
1193,26578,0,0.5
1194,55611,0,0.5
1195,9943,0,0.5
1196,5033,0,0.5
1197,5034,0,0.5
1198,5036,0,0.5
1200,8761,0,0.5
1201,55690,0,0.5
1202,11252,0,0.5
1203,5048,0,0.5
1204,5049,0,0.5
1205,10606,0,0.5
1206,10605,0,0.5
1208,5058,0,0.5
1209,5062,0,0.5
1210,27143,0,0.5
1211,23022,0,0.5
1212,10914,0,0.5
1213,9061,0,0.5
1214,11315,0,0.5
1215,54625,0,0.5
1216,143,0,0.5
1218,64098,0,0.5
1219,51260,0,0.5
