Column1,EntrezID,Cutoff
582,27436,0
583,2023,0
584,58478,0
585,2029,0
586,953,0
587,2037,0
588,23136,1
589,2052,0
590,29924,0
591,2058,0
592,2060,0
593,58513,0
594,51752,0
595,57222,0
596,2079,0
597,11160,0
599,10961,0
600,23071,0
601,2098,0
602,23344,0
603,2107,0
604,2108,0
605,2109,0
606,23474,0
607,2124,0
608,51466,0
609,2130,0
610,55770,0
611,60412,0.5
612,10640,0
613,7430,0
614,50848,0
615,2162,0
616,2170,0
617,2167,0.5
618,2171,1
619,23197,0
620,2184,0
621,81889,0
622,54491,0
623,10827,0
624,23196,0
625,116496,0.5
626,64855,0
628,51571,0
629,2193,0
630,10056,0
631,2194,0
632,79675,0
633,2195,0
634,2197,0
635,2091,0
636,2203,0
637,8789,1
638,2207,0.5
639,2217,1
640,2224,0
641,83706,0
642,221472,0
643,2268,0
644,2271,0
645,29109,0
646,51024,0
647,23307,0
648,2280,0
649,2286,0
650,2287,0
651,2288,0
652,2289,0
653,2314,0
654,2316,0
655,2317,0
656,2318,0
657,2319,0
658,752,0
659,23048,0.5
660,2339,0
661,285527,1
662,6624,1
663,2495,1
664,2512,0.5
665,8880,0
666,2517,0
667,282969,0
668,2521,0
669,8087,0
670,10146,0
671,2539,0
672,2548,0
673,11337,0.5
674,2582,0
675,130589,0
676,2588,0
677,23193,0
678,2597,0
679,2617,0
680,2618,0
681,57459,0.5
682,2629,0
684,2632,0
685,2633,1
686,2634,0.5
687,25801,0
688,2639,0
689,2729,0
691,2664,0
692,2665,0
693,51608,0
694,2673,1
695,23163,0
696,79017,0
697,8836,0.5
698,54994,0
699,26058,0
700,55303,0
701,9815,0
702,2710,0
703,2720,0
704,2734,0.5
705,152007,0
706,2739,0
707,51031,0
708,2745,0
709,10539,0
710,2744,1
711,51228,0
712,2746,0
713,2752,0
714,2760,0.5
715,2762,0
716,2764,0
717,9535,0
718,51291,0
719,29926,0
720,51292,0
721,8833,0
722,10672,0
723,2771,0
724,2773,0
725,2782,0
726,2783,0
728,59345,0
729,2787,0
730,10007,0
731,2799,0
732,2805,0
733,2806,0
734,23171,0
735,2820,0.5
736,2821,0
737,10457,0
738,57720,0
739,2876,0
740,2879,0
741,2885,0
742,9380,0
743,56850,0
744,2896,0
745,80273,0
746,2934,0
747,2935,0
748,2936,0
749,2937,0
750,373156,0
751,9446,0
752,2950,0
753,2969,0
754,2990,0
755,283464,0.5
756,2992,0
757,3005,0
758,8971,0
759,3014,0
760,9555,0
761,3015,0
762,3020,0.5
763,9563,0
764,3033,0
765,3030,0
766,3032,0
767,3029,0
768,3035,0
769,8520,0
770,3039,0
771,3043,1
772,3055,0.5
773,3059,0
775,3065,0
776,3066,0
777,3068,0
778,84064,0
779,3069,0
780,50865,0
781,23593,0
782,3073,0
783,3074,0
784,9146,0
785,11112,0
786,26275,0
787,3094,0
788,84681,0
789,3009,0
790,3006,0
791,3007,0
792,3008,0.5
793,8334,0
794,255626,0.5
795,8341,0
796,8350,0
797,8359,0
798,317772,0
799,3098,0
800,3099,0.5
801,3101,0
802,3105,0.5
805,3106,0.5
806,3108,0
807,3109,0
808,3113,0
809,3115,0
810,3117,0
811,3119,0
812,3122,0
814,3123,0
815,3127,0
816,81502,0
817,3145,0
818,3159,0
819,3146,0
820,3148,0.5
821,3155,0
822,3157,0.5
823,3150,0
824,3151,0.5
825,9324,0
826,10473,0
828,3162,1
829,3163,0
830,3176,0
831,10949,0
832,3178,0
833,3181,0
834,220988,0
835,3182,0
836,3183,0
837,3184,0
838,9987,0
839,3185,0
840,3187,0
841,3188,0
842,3189,0
843,3190,0
844,3191,0
845,4670,0
846,10236,0
847,3192,0
848,11100,0
849,221092,0
850,50809,0
851,3241,0
852,3251,0
853,3281,0
854,3290,0.5
855,3028,0
856,51170,0
857,51144,0
858,3295,0
859,3320,0
860,3326,0
861,7184,0
862,3303,0
863,3308,0
864,3309,0
865,3312,0
866,3313,0
867,3315,0
868,3329,0
869,3336,0
870,10808,0
871,10553,0
872,10075,0
873,84329,0
874,10525,0
875,285148,0
876,3376,0
877,55699,0
878,3383,1
879,3417,0
880,3418,0
881,3419,0
882,3420,0
883,3421,0
884,3422,0.5
885,3620,1
886,3428,0
887,10437,0
888,3430,0
889,64135,1
890,3434,1
891,3433,1
892,3437,1
893,3482,0.5
894,3551,0
895,8517,0
896,3603,0
897,3606,0
898,3552,1
899,3553,1
900,3557,1
901,259307,1
903,3608,0
904,3609,0
905,3611,0
906,10989,0
907,3612,0
908,3614,0
909,3615,0
912,64423,0
913,3635,0
914,3843,0
915,10527,0
916,55705,0
917,8826,0
918,10788,0
919,3658,0
920,3662,0
921,3663,0.5
922,9636,1
923,3669,1
924,9798,0
925,51477,0
926,3678,0
927,3684,0.5
928,3687,0.5
929,3688,0
930,3689,0.5
931,3704,0
932,3712,0
933,3735,0
934,8514,0
935,115207,0
936,143888,0
937,10657,0
938,8570,0
939,23392,0
942,3796,0
943,3799,0
944,3831,0
945,8564,0.5
946,3839,0
947,3840,0
948,23633,0
949,3837,0.5
950,3845,0
951,3895,0
952,8942,1
953,114294,0
954,51110,0
955,3916,0
956,3920,0
957,8649,0
958,10542,0
959,51056,0
960,23367,0
961,51520,0
962,3927,0
963,3930,0
964,3936,0
965,3937,0.5
966,3939,0
967,3945,0
968,3954,0
969,3956,0
970,3958,0.5
971,3965,0
972,5641,0.5
973,51474,0
974,3985,0
975,3987,0
976,3988,1
977,10960,0
978,4000,0
979,4001,0.5
980,84823,0
981,4012,0
983,9361,0
984,4026,0
985,9404,0
986,4033,0
987,4043,0
988,10128,0
989,126364,0.5
990,55631,0
991,57470,0
992,55379,0
993,9208,0
994,124801,0.5
995,57819,0
996,11157,0
997,4046,0.5
998,4048,0
999,51747,0
1002,10434,0
1003,11313,0.5
1004,4069,1
1005,84328,0
1006,4074,0
1007,23499,0
1008,55110,0
1009,84061,0
1010,4124,0.5
1011,4125,0
1012,7873,0
1013,4128,0
1014,55201,0
1015,5604,0
1016,5605,0
1017,5606,0
1018,4134,0
1019,5594,0
1020,5602,0
1021,1432,0
1022,22919,0
1023,4082,1
1024,4141,0
1025,4144,0
1026,27430,0.5
1027,9782,0
1028,4154,0
1029,79143,0
1030,4155,0
1031,56922,0
1032,4190,0
1033,4191,0
1034,4200,0
1036,23173,0
1037,10988,0
1038,25840,0
1039,4257,0
1040,375056,0
1041,64780,0
1042,4282,0
1043,9761,0
1044,4321,0.5
1045,64210,0
1046,4332,0
1047,92597,0.5
1048,7841,0
1049,158747,0.5
1051,9526,0
1052,4351,0
1053,4353,0
1054,4357,0
1055,4358,0
1056,4360,1
1057,84245,0
1058,64928,0
1059,64976,0
1060,740,0
1061,64963,0
1062,92399,0
1063,4478,0
1067,4502,1
1068,9219,0.5
1069,4507,0
1070,23788,0
1071,92140,0
1072,4522,0
1073,10797,0.5
1074,64419,0
1075,9107,0
1076,136319,0
1077,4597,0
1078,9961,0
1079,4599,1
1080,4600,1
1081,26292,0
1082,4615,0
1083,4627,0
1084,10627,0
1085,4637,0
1086,399687,0
1087,4641,0
1088,4643,0
1089,4542,0
1090,64005,0.5
1091,4644,0
1092,4650,0
1093,26509,0
1094,80155,0
1095,84316,0
1096,80218,0
1097,27163,0
1098,4666,0
1099,4668,0
1100,55577,0
1101,4671,0
1102,10135,1
1103,54187,0
1104,4673,0
1106,8775,0
1107,8774,0.5
1108,4677,0
1109,4686,0
1110,57552,0
1111,654816,1
1112,4688,0.5
1113,4689,0
1114,3071,0
1115,4691,0
1116,56926,0
1117,23385,0.5
1118,10397,0
1119,57447,0
1120,4705,0.5
1121,51079,0
1122,4697,1
1123,4698,0
1124,4702,0
1125,4704,0
1126,4716,0
1127,54539,0
1128,4709,0
1129,4719,0
1130,4720,0
1131,4722,0
1132,4728,0
1133,4723,0
1134,4729,0
1135,55707,0
1136,100528064,0
1137,4790,1
1138,4791,1
1139,152518,0
1141,57224,0.5
1142,25934,0
1143,56954,0
1144,654364,0
1146,9111,0
1147,4836,0
1148,23530,0
1149,9221,0
1150,283820,0
1151,4841,0
1152,10528,0
1153,51602,0
1154,10577,0.5
1155,9520,0
1156,80896,0
1157,55666,0
1158,4869,0
1159,27020,0
1160,8013,1
1161,29959,0
1163,4900,0
1164,50814,0
1165,4905,0
1166,55968,0
1167,8439,0.5
1168,22978,0
1169,51667,0.5
1170,4924,0
1171,64710,0
1172,10726,0
1173,134492,0
1174,318,0
1175,11051,0
1176,11164,0
1177,4926,0
1178,53371,0
1179,23636,0
1180,10204,0
1181,4939,0.5
1182,4940,0.5
1183,54940,0.5
1184,4967,0
1185,11054,0
1186,29789,0
1189,4976,0
1190,10956,0
1191,5007,0
1192,114882,0
1193,26578,0
1194,55611,0
1195,9943,0
1196,5033,0
1197,5034,0
1198,5036,0
1199,26986,0.5
1200,8761,0
1201,55690,0
1202,11252,0
1203,5048,0
1204,5049,0
1205,10606,0
1206,10605,0
1207,51247,0.5
1208,5058,0
1209,5062,0
1210,27143,0
1211,23022,0
1212,10914,0
1213,9061,0
1214,11315,0
1215,54625,0
1216,143,0
1217,83666,0.5
1218,64098,0
1219,51260,0
1220,5091,0
1221,5092,0
1222,5093,0
1223,5094,0
1224,5106,0
1225,5110,0
1226,5111,0
1227,57092,0
1228,51449,0
1229,5130,0
1230,5833,0
1231,11333,0.5
1232,9141,0
1233,10016,0
1234,10015,0
1235,5160,0
1236,5162,0
1239,9601,0
1240,10130,0
1241,10611,0
1242,9260,0
1243,23244,0
1244,23047,0
1245,8566,0
1246,8682,0
1247,5037,0
1248,5175,0.5
1249,5184,0
1250,5195,0
1251,5201,0
1252,5202,0
1253,5203,0
1254,5204,0
1255,10471,0
1256,5209,1
1257,5211,0
1258,5214,0
1259,5216,0
1260,5223,0
1261,5226,0
1262,5230,0
1263,25796,0
1264,5236,0
1265,55276,0
1266,283871,0
1267,5245,0
1268,11331,0
1269,84844,0
1270,26227,0
1271,29085,0
1272,55361,0.5
1273,8301,0
1274,118788,0
1275,5291,0
1276,5295,0
1277,5300,0
1278,5305,0
1279,57095,0
1280,5306,0
1281,23760,0
1282,10531,0
1283,5315,0
1284,5585,0
1285,5321,0.5
1286,9373,0
1287,5329,1
1288,79887,0
1289,196463,0
1290,5330,0
1291,5336,0
1292,55344,0
1293,23646,1
1294,5339,0
1295,5341,0.5
1296,80301,0
1297,10226,0
1298,5351,0
1299,8985,0
1300,5371,0.5
1301,5373,0
1302,9512,0
1303,10654,0
1304,5411,0
1305,4860,0
1306,10908,0
1307,134359,0
1308,5445,0
1309,5447,0
1310,5464,1
1311,27068,0
1312,79717,0
1313,8499,0
1314,5478,0
1315,5479,0
1316,5481,0
1317,10105,0.5
1318,53938,0
1319,5495,0
1320,9647,0
1321,5496,0
1322,5499,0
1323,5500,0
1324,5501,0
1325,5514,0
1326,4659,0
1327,94274,0.5
1328,170954,0.5
1329,153743,0
1330,5510,0
1331,5515,0
1332,5518,0
1333,5520,0
1335,5528,0
1336,5530,0
1337,5534,0
1338,5536,0
1339,5537,0
1340,5538,0.5
1341,84106,0
1342,5547,0
1343,5052,0
1344,7001,0
1345,10935,0
1346,25824,0
1347,9588,0
1348,5550,0
1349,57580,0
1350,5566,0
1351,5573,0
1352,5576,0
1353,5579,0
1354,5580,0
1355,5589,0
1356,5591,0
1357,8575,0
1358,3276,0
1359,10419,0
1361,27339,0
1362,55660,0
1363,8899,0
1364,10594,0
1365,5631,0
1366,5634,0
1367,5636,0
1368,23215,0
1369,5660,0
1370,11168,0.5
1371,5682,0
1372,5683,0
1373,5684,0
1374,5685,0
1375,5686,0
1376,5687,0
1377,5688,0
1378,5689,0
1379,5699,0
1380,5690,0
1381,5691,0
1382,5692,0
1383,5694,0
1384,5695,0
1385,5696,0
1386,5700,0
1387,5701,0
1388,5702,0
1389,5704,0
1390,5705,0
1391,5706,0
1392,5707,0
1393,5716,0
1394,5717,0
1395,5718,0
1396,5719,0
1397,10213,0
1398,5708,0
1399,5709,0
1400,5710,0
1401,9861,0
1402,5713,0
1403,5714,0
1404,5715,0
1405,5720,0
1406,5721,0
1407,10197,0
1408,9491,0
1409,55269,0
1410,9050,0.5
1411,5725,0
1412,9991,0
1413,5733,0
1414,80142,0
1415,10728,0
1416,5742,0
1417,5743,1
1418,5757,0
1419,5763,0
1420,5770,0.5
1421,5781,0
1422,26469,0
1423,5771,1
1424,5777,0
1425,5788,0
1426,5791,0
1427,51651,0
1428,22827,0
1429,5813,0
1430,5829,0
1431,29108,0
1432,5834,0
1433,5836,0
1434,100996939,0
1435,5859,0
1436,5860,0
1438,9444,0
1439,23475,0
1440,10890,0
1441,9230,0
1442,201475,0
1443,51552,0
1444,22931,0
1445,5861,0
1446,81876,0
1447,23011,0.5
1448,5862,0
1449,11031,0
1450,83871,0
1451,11021,0
1452,9545,0
1453,25782,0
1454,5868,0
1455,5869,0
1456,5878,0
1457,7879,0
1458,338382,0
1459,4218,0
1460,51762,0
1461,9367,0
1462,23637,0
1463,11158,0
1464,5879,0
1465,5880,0
1466,5886,0
1467,5887,0
1468,10111,0
1469,5898,0
1470,22913,0
1471,5901,0
1472,5902,0
1473,5903,0.5
1474,5905,0
1475,5906,0
1476,5912,0
1477,2889,0
1478,5917,0
1479,5921,0
1480,10156,0
1481,9770,0
1482,5928,0
1483,10741,1
1484,10432,0
1485,84991,0
1486,9584,0
1487,9939,0
1488,27316,0
1489,55920,0
1490,5954,0
1491,55758,0.5
1492,92241,0
1493,51109,0
1496,5965,0
1497,7905,0
1498,5966,1
1499,5970,0
1500,5973,0
1501,57109,0
1502,23180,0.5
1503,28984,1
1504,6001,0
1505,6009,0
1506,387,0
1507,389,0
1508,391,0
1509,51115,0
1510,8635,1
1511,55905,0
1512,56254,0
1513,57674,0
1514,6050,0
1515,6051,0
1516,6093,0
1517,6102,0
1518,6117,0
1519,6119,0
1520,6134,0
1521,4736,0
1522,6135,0
1523,6136,0
1524,6137,0
1525,23521,0
1526,9045,0
1527,6138,0
1528,6139,0
1529,6141,0
1530,6142,0.5
1531,6143,0
1532,6144,0.5
1533,6146,0
1534,9349,0.5
1535,6147,0
1536,6152,0
1537,6154,0
1538,6155,0
1539,6157,0.5
1540,6158,0.5
1541,6159,0
1542,6122,0
1543,6156,0
1544,6160,0
1545,6161,0.5
1546,6164,0
1547,11224,0.5
1548,6165,0
1549,25873,0
1550,6173,0.5
1551,6166,0
1552,6167,0
1553,6168,0
1554,6169,0.5
1555,6170,0
1556,6124,0
1557,6125,0.5
1558,6128,0
1559,6129,0
1560,6130,0
1561,6132,0
1562,6133,0
1563,6175,0
1564,6176,0
1565,6181,0
1566,6184,0
1567,6185,0
1568,58490,0
1569,6204,0
1570,6205,0
1571,6206,0
1572,6207,0.5
1573,6208,0
1574,6209,0
1575,6210,0
1576,6217,0
1577,6218,0
1578,6222,0.5
1579,6223,0.5
1580,6187,0
1581,6224,0
1582,6227,0
1583,6228,0.5
1584,6229,0
1585,6230,0
1586,6231,0
1587,6233,0
1588,51065,0.5
1589,6234,0
1590,6235,0
1591,6188,0
1592,6189,0
1593,6191,0
1594,6193,0
1595,6194,0
1596,6195,0
1597,6197,0
1598,6201,0
1599,6202,0
1600,6203,0
1601,3921,0
1602,6237,0
1603,6238,0
1604,26156,0
1605,6251,0
1606,8634,0
1607,51493,0
1608,6252,0
1609,10313,0
1610,57142,0
1611,80230,0
1612,8607,0
1613,10856,0
1614,6281,0
1615,6282,0
1616,6283,0
1617,6275,0
1618,6277,0
1619,22908,0
1620,10055,0
1621,6294,0
1622,9667,0
1623,219285,0.5
1624,25939,0
1625,25813,0
1626,64092,0
1627,10284,0
1628,56681,0
1629,6301,0
1630,9733,0
1631,54440,0
1632,51119,0
1633,10066,0
1634,950,0
1635,23256,0
1636,51540,0
1637,6342,0
1638,59342,0
1639,9805,0
1640,80274,0
1641,6386,0.5
1642,23753,0
1643,6389,0
1644,6390,0
1645,23478,0
1646,6396,0
1647,9554,0
1648,10484,0
1649,10483,0
1650,11196,0
1651,10802,0
1652,9632,0
1653,9871,0
1654,22872,0
1655,23480,0
1660,26135,0
1661,1992,0.5
1662,5055,1
1663,5269,0
1664,5271,0
1665,5272,1
1666,871,0
1667,6418,0
1668,84193,0
1669,7536,0
1670,10291,0
1671,8175,0
1672,10946,0
1673,23451,0
1675,10992,0
1676,23450,0
1677,6421,0
1678,81855,0
1680,8879,0.5
1681,6449,0
1682,54557,0
1683,6451,0
1684,83442,0
1685,23616,0
1686,6455,0
1687,30011,0
1688,6472,0
1689,54414,0
1690,27180,0
1691,140885,0
1692,8935,0.5
1693,23517,0
1694,6500,0
1695,57823,1
1696,6576,0
1697,8402,0
1698,8604,0
1699,10165,0
1700,788,0
1701,29957,0
1702,5250,0
1703,292,0
1704,293,0
1705,376497,0
1706,11000,0
1707,6520,0
1708,9351,0
1709,162394,0
1710,9748,0
1712,64744,0
1713,6601,0
1714,6603,0
1715,6605,0
1716,9126,0
1717,6611,0.5
1718,8773,0
1719,6622,0
1720,27044,0
1721,23020,0
1722,6625,0
1723,6626,0
1724,6627,0
1725,6628,0
1726,6629,0
1727,6631,0
1728,6633,0
1729,6634,0
1730,6636,0
1731,6637,0
1732,6642,0
1733,29934,0
1734,112574,0
1735,6643,0
1736,8724,0.5
1737,27131,0
1738,58533,0
1739,29886,0
1740,51429,0
1741,6646,0
1742,6647,0
1743,6648,1
1744,6651,0
1745,6652,0
1746,6671,0
1747,9043,0
1748,64847,0
1749,28972,0
1750,9789,0
1751,60559,0
1753,51324,0
1754,6693,0
1755,6697,0
1756,57213,0
1758,8878,0.5
1759,6714,0.5
1760,6717,0
1761,6727,1
1762,6728,0
1763,6729,0
1764,6730,0
1765,6731,0
1766,6726,0.5
1767,58477,0
1768,10250,0
1769,51593,0
1770,6426,0
1771,10772,0
1772,9295,0
1773,6428,0
1774,6429,0
1775,6430,0
1776,6431,0
1777,6432,0
1778,6741,0
1779,6742,0
1780,6745,0
1781,6747,0
1782,6748,0
1783,6767,0
1784,8027,0
1785,6772,0.5
1786,6776,1
1787,6777,0
1788,6780,0
1789,6786,0
1790,10963,0
1791,6793,0
1792,8428,0
1793,6788,0
1794,6789,0
1795,3925,0
1796,2040,0
1797,30968,0
1798,11171,0
1799,3703,0
1800,201595,0
1801,8676,1
1802,23673,0
1803,6809,0
1804,6811,0
1805,8417,0
1806,6813,0
1807,10923,0
1808,8803,0
1809,8802,0
1810,8801,0
1811,10910,0
1812,6817,0
1813,25870,0.5
1814,6613,0
1815,25777,0
1816,11198,0.5
1817,6829,0
1818,6830,0
1819,6840,0
1820,23075,0
1821,94056,0
1822,6850,0
1825,8148,0
1826,8407,0
1827,6888,0
1828,51347,0
1829,6890,0
1830,6892,0
1831,23435,0
1832,6897,0
1833,55773,0
1834,9779,0
1835,6902,0
1836,1155,0
1837,6907,0
1838,6916,0
1840,10312,0
1841,6950,0
1842,9524,0
1843,26136,0
1844,7024,0
1845,10342,0
1846,7037,1
1847,7045,1
1848,7052,0
1849,7064,0
1850,9967,0
1851,29087,0
1852,7073,0
1853,57103,0
1854,26517,0
1855,10469,0
1856,51300,0.5
1857,7086,0
1858,7094,0
1859,10548,0
1860,9375,0
1861,56889,0
1862,51372,0.5
1863,54499,0
1864,10972,0
1865,10959,0
1866,50999,0
1867,51014,0
1868,54732,0
1869,79073,0
1870,153339,0
1871,387521,0
1872,55266,0
1873,79188,0
1875,29767,0
1876,29766,0
1877,7112,0
1878,7118,0
1879,81542,0
1880,54495,0
1881,7127,1
1882,25816,1
1883,23043,0
1884,79931,1
1885,3842,0
1886,23534,0
1887,54472,0
1888,10043,0.5
1889,10452,0
1890,100188893,0
1892,7150,0.5
1893,7155,0
1894,1861,0
1895,26092,0
1896,9537,0
1897,9540,0
1898,7165,0
1899,7167,0
1902,7171,0
1903,7172,0
1904,1200,0
1905,7174,0
1906,7175,0
1907,7178,0
1908,6434,0
