EntrezID,PercInfected.Zscore,CellNumber.Zscore,assigned.value
978,-1.780211227,-1.700583489,0.5
983,-0.290106649,0.939819489,0
984,0.626622723,-2.041336844,0
985,0.93219918,-2.041336844,0
987,-0.423384983,1.076779542,0
988,-3.131579783,-4.923959629,0
989,-0.981959383,-0.136239854,0
990,-0.59066113,-2.27659125,0
991,1.105778053,-0.19470123,0
993,-1.28549262,1.020132078,0
994,0.543430643,-0.435325129,0
995,-0.170295509,0.245703464,0
996,0.405020932,-1.769311311,0
997,-0.348727046,-0.187628757,0
998,-1.597142273,1.507113272,0.5
999,1.540431933,-0.396068869,0
1000,0.228990048,0.390342498,0
1001,0.705345412,0.468463803,0
1002,0.392920284,1.033244649,0
1003,-1.820137898,1.044400814,0.5
1004,-0.016905306,0.72811345,0
1005,1.048641226,-0.249380601,0
1006,1.29453658,-0.071298468,0
1007,1.29453658,0.237922581,0
1008,0.310955166,-0.008964421,0
1009,0.556850519,-1.112263524,0
1010,1.212571462,-0.8951333,0
1012,0.638815637,-0.272983382,0
1013,0.884710991,-0.203117122,0
1014,0.884710991,-0.421769748,0
1015,-0.804906744,1.268277996,0
1016,-0.016905306,0.515425681,0
1017,0.137700391,-0.161655594,0
1018,0.015469808,0.579178732,0
1019,0.687738014,0.290801889,0
1020,-0.106760775,0.440789849,0
1021,-0.656798398,1.112668324,0
1022,-0.962374855,1.260202703,0
1024,-1.023490146,1.415151308,0
1025,-0.106760775,-0.647148104,0
1026,1.665582677,-0.967729654,0
1027,1.543352094,-1.40271894,0
1028,1.421121511,-3.282400191,0
1029,-0.39584435,0.843332698,0
1030,1.115545054,-1.07627658,0
1031,1.115545054,-2.832427755,0
1032,-0.167876066,-0.676743422,0
1033,1.482236803,-0.095741061,0
1036,0.928782853,0.498921255,0
1038,1.472841308,-0.380299933,0
1039,0.304912771,-1.089247624,0
1040,0.014497351,-0.975710805,0
1041,-0.362474964,0.319870045,0
1043,-0.561163891,0.204113277,0
1044,0.123320465,-0.042527423,0
1045,0.334915901,0.118292943,0
1046,0.334915901,0.327457095,0
1047,0.14702493,-0.272983382,0
1048,2.283279893,0.513851788,0
1050,0.546511337,-0.077222513,0
1051,1.004968116,-0.640373816,0
1052,0.793333149,-1.089536119,0
1053,0.471759705,0.410747039,0
1054,0.802745873,0.515425681,0
1056,2.206967816,-0.405167355,0
1057,-0.222539631,-0.026467747,0
1058,0.474885401,-0.272983382,0
1059,-1.984068134,2.002454004,0.5
1060,-0.262800659,-0.55631604,0
1062,1.837059292,-3.626673655,0
1063,-0.128889256,0.524081304,0
1066,-0.82483893,-0.24297142,0
1068,-1.164416955,0.070809526,0
1069,1.199682261,0.406384142,0
1070,0.310955166,0.687610965,0
1071,0.333313825,0.351541652,0
1072,0.310955166,-0.345781937,0
1073,-0.832063299,-1.700583489,0
1075,0.408729773,0.499393708,0
1080,-0.422693862,0.934134438,0
1081,0.030250623,-0.60859534,0
1082,-0.09551987,0.897762384,0
1084,0.082222203,0.600704087,0
1087,-0.696168831,-1.050528778,0
1088,0.319259185,-0.473819024,0
1089,0.183809481,0.761789271,0
1101,-0.188677205,-0.446992211,0
1102,-0.793593091,-0.11286827,0
1103,-0.401901089,0.785397085,0
1104,-1.710506648,0.040366135,0.5
1105,-0.929754538,1.299821825,0
1106,0.839117272,0.694473698,0
1107,-0.393334931,0.758631544,0
1108,-1.151668966,0.151222609,0
1109,-0.260921809,-0.059558885,0
1111,-0.290106649,-3.043315446,0
1112,0.017522747,0.876255894,0
1113,-1.328347191,0.99933912,0
1114,0.526276031,0.624997018,0
1116,1.064232557,0.86105606,0
1117,0.408729773,0.159802055,0
1118,1.344920719,-1.752266908,0
1119,1.237775637,-0.618034033,0
1120,1.971159134,-1.039358243,0
1121,0.146609258,0.907536952,0
1122,0.707689768,-0.482694092,0
1123,0.725608297,0.79971767,0
1124,-0.188677205,0.204113277,0
1128,1.604467386,-0.832535198,0
