SCORE,EntrezID
0,12495
0,12496
0,12497
0,12499
0,12500
0,12501
0,12502
0,12503
0,12504
0,12505
0,12506
0,12507
0,12508
0,12509
0,12511
0,12512
0,12514
0,12516
0,12517
0,12518
0,12519
0,12520
0,12521
0,12522
0,12523
0,12524
0,12526
0,12527
0,12530
0,12531
0,12532
0,12534
0,12537
0,12539
0,12540
0,12544
0,12545
0,12549
0,12550
0,12552
0,12554
0,12555
0,12556
0,12557
0,12558
0,12560
0,12561
0,12562
0,12563
0,12564
0,12566
0,12567
0,12568
0,12569
0,12570
0,12571
0,12572
0,12575
0,12576
0,12577
0,12578
0,12579
0,12580
0,12581
0,12583
0,12585
0,12587
0,12589
0,12590
0,12591
0,12592
0,12593
0,12606
0,12607
0,12608
0,12609
0,12611
0,12613
0,12614
0,12615
0,12616
0,12617
0,12622
0,12623
0,12626
0,12627
0,12628
0,12631
0,12632
0,12633
0,12638
0,12640
0,12642
0,12643
0,12647
0,12648
0,12649
0,12651
0,12652
0,12653
0,12654
0,12655
0,12659
0,12662
0,12663
0,12667
0,12669
0,12671
0,12672
0,12675
0,12677
0,12683
0,12684
0,12686
0,12696
0,12700
0,12702
0,12704
0,12705
0,12709
0,12715
0,12716
0,12721
0,12722
0,12723
0,12724
0,12725
0,12727
0,12728
0,12729
0,12733
0,12737
0,12739
0,12740
0,12741
0,12745
0,12747
0,12748
0,12750
0,12751
0,12752
0,12753
0,12757
0,12759
0,12763
0,12764
0,12765
0,12766
0,12767
0,12768
0,12769
0,12770
0,12771
0,12772
0,12773
0,12775
0,12776
0,12777
0,12778
0,12780
0,12785
0,12788
0,12789
0,12790
0,12793
0,12794
0,12795
0,12796
0,12797
0,12798
0,12799
0,12801
0,12802
0,12803
0,12804
0,12805
0,12807
0,12808
0,12810
0,12812
0,12813
0,12814
0,12815
0,12817
0,12819
0,12821
0,12822
0,12823
0,12824
0,12826
0,12827
0,12828
0,12829
0,12830
0,12833
0,12834
0,12835
0,12836
0,12837
0,12839
0,12840
0,12841
0,12843
0,12845
0,12846
0,12847
0,12848
0,12850
0,12854
0,12856
0,12857
0,12858
0,12859
0,12861
0,12862
0,12864
0,12865
0,12866
0,12867
0,12868
0,12869
0,12870
0,12873
0,12874
0,12876
0,12877
0,12879
0,12889
0,12890
0,12891
0,12892
0,12894
0,12895
0,12896
0,12902
0,12903
0,12904
0,12905
0,12908
0,12909
0,12912
0,12913
0,12914
0,12915
0,12916
0,12918
0,12919
0,12921
0,12922
0,12925
0,12927
0,12928
0,12929
0,12933
0,12934
0,12936
0,12937
0,12939
0,12941
0,12942
0,12943
0,12944
0,12945
0,12946
0,12950
0,12951
0,12952
0,12953
0,12954
0,12955
0,12957
0,12958
0,12959
0,12960
0,12961
0,12962
0,12964
0,12965
0,12966
0,12967
0,12970
0,12971
0,12972
0,12974
0,12977
0,12978
0,12981
0,12982
0,12983
0,12984
0,12985
0,12986
0,12988
0,12990
0,12991
0,12992
0,12993
0,12994
0,12995
0,13000
0,13001
0,13002
0,13004
0,13006
0,13007
0,13009
0,13010
0,13011
0,13012
0,13013
0,13014
0,13016
0,13017
0,13018
0,13019
0,13024
0,13026
0,13030
0,13032
0,13033
0,13034
0,13035
0,13036
0,13038
0,13039
0,13041
0,13043
0,13046
0,13047
0,13048
0,13051
0,13052
0,13056
0,13057
0,13058
0,13063
0,13067
0,13070
0,13072
0,13074
0,13075
0,13076
0,13077
0,13078
0,13079
0,13081
0,13082
0,13085
0,13086
0,13087
0,13088
0,13089
0,13090
0,13094
0,13095
0,13096
0,13097
0,13098
0,13099
0,13101
0,13105
0,13106
0,13107
0,13108
0,13109
0,13110
0,13112
0,13113
0,13114
0,13115
0,13116
0,13117
0,13118
0,13119
0,13120
0,13121
0,13122
0,13124
0,13131
0,13132
0,13134
0,13135
0,13136
0,13137
0,13138
0,13139
0,13142
0,13143
0,13144
0,13162
0,13163
0,13164
0,13166
0,13167
0,13168
0,13169
0,13170
0,13171
0,13172
0,13176
0,13177
0,13178
0,13179
0,13180
0,13184
0,13185
0,13190
0,13191
0,13193
0,13194
0,13195
0,13196
0,13197
0,13198
0,13200
0,13202
0,13204
0,13205
0,13206
0,13207
0,13209
0,13211
0,13214
0,13215
0,13216
0,13219
0,13221
0,13222
0,13238
0,13239
0,13244
0,13340
0,13345
0,13346
0,13347
0,13349
0,13350
0,13353
0,13356
0,13358
0,13360
0,13361
0,13363
0,13367
0,13368
0,13370
0,13371
0,13380
0,13382
0,13383
0,13384
0,13385
0,13386
0,13388
0,13389
0,13390
0,13392
0,13393
0,13394
0,13395
0,13400
0,13401
0,13404
0,13405
0,13406
0,13409
0,13411
0,13417
0,13418
0,13419
0,13421
0,13423
0,13424
0,13426
0,13427
0,13429
0,13430
0,13433
0,13434
0,13435
0,13436
0,13437
0,13445
0,13446
0,13447
0,13448
0,13449
0,13476
0,13478
0,13479
0,13480
0,13481
0,13482
0,13483
0,13486
0,13487
0,13488
0,13489
0,13490
0,13491
0,13492
0,13494
0,13495
0,13496
0,13497
0,13498
0,13505
0,13506
0,13507
0,13508
0,13510
0,13511
0,13512
0,13516
0,13517
0,13518
0,13521
0,13524
0,13525
0,13526
0,13527
0,13528
0,13529
0,13531
0,13532
0,13537
0,13542
0,13543
0,13544
0,13548
0,13549
0,13555
0,13557
0,13559
0,13560
0,13586
0,13589
0,13590
0,13591
0,13592
0,13593
0,13595
0,13599
0,13601
0,13602
0,13603
0,13605
0,13607
0,13608
0,13609
0,13610
0,13611
0,13614
0,13615
0,13616
0,13617
0,13618
0,13619
0,13626
0,13627
0,13628
0,13629
0,13631
0,13636
0,13637
0,13639
0,13640
0,13641
0,13642
0,13643
0,13644
0,13645
0,13646
0,13648
0,13649
0,13650
0,13653
0,13654
0,13655
0,13656
0,13660
0,13661
0,13663
0,13664
0,13665
0,13666
0,13667
0,13669
0,13680
0,13681
0,13682
0,13684
0,13685
0,13688
0,13690
0,13706
0,13709
0,13710
0,13711
0,13712
0,13713
0,13714
0,13716
0,13722
0,13726
0,13728
0,13730
0,13731
0,13732
0,13733
0,13796
0,13797
0,13798
0,13799
0,13800
0,13801
0,13803
0,13804
0,13805
0,13807
0,13808
0,13809
0,13813
0,13819
0,13821
0,13822
0,13824
0,13828
0,13829
0,13830
0,13831
0,13835
0,13836
0,13837
0,13838
0,13839
0,13840
0,13841
0,13842
0,13845
0,13846
0,13848
0,13849
0,13850
0,13852
0,13853
0,13854
0,13855
0,13856
0,13857
0,13858
0,13859
0,13860
0,13861
0,13863
0,13864
0,13865
0,13866
0,13867
0,13870
0,13871
0,13872
0,13874
0,13875
0,13876
0,13877
0,13884
0,13885
0,13897
0,13909
0,13924
0,13929
0,13972
0,13982
0,13983
0,13984
0,13990
0,13992
0,13998
0,14000
0,14004
0,14007
0,14008
0,14009
0,14011
0,14012
0,14013
0,14017
0,14020
0,14025
0,14026
0,14027
0,14028
0,14029
0,14030
0,14038
0,14042
0,14043
0,14048
0,14049
0,14050
0,14051
0,14055
0,14056
0,14057
0,14058
0,14060
0,14061
0,14062
0,14063
0,14064
0,14065
0,14066
0,14067
0,14068
0,14069
0,14070
0,14071
0,14073
0,14077
0,14079
0,14080
0,14081
0,14082
0,14083
0,14084
0,14085
0,14087
0,14088
0,14089
0,14102
0,14103
0,14104
0,14105
0,14106
0,14107
0,14109
0,14113
0,14114
0,14118
0,14120
0,14121
0,14125
0,14126
0,14127
0,14128
0,14130
0,14131
0,14132
0,14133
0,14134
0,14137
0,14148
0,14149
0,14151
0,14154
0,14155
0,14156
0,14158
0,14159
0,14160
0,14161
0,14163
0,14164
0,14165
0,14166
0,14167
0,14168
0,14169
0,14170
0,14171
0,14172
0,14173
0,14174
0,14175
0,14176
0,14178
0,14179
0,14180
0,14181
0,14182
0,14183
0,14184
0,14186
0,14187
0,14190
0,14191
0,14194
0,14198
0,14199
0,14200
0,14201
0,14202
0,14204
0,14205
0,14208
0,14210
0,14211
0,14218
0,14219
0,14221
0,14225
0,14226
0,14227
0,14228
0,14229
0,14230
0,14231
0,14232
0,14233
0,14234
0,14235
0,14236
0,14237
0,14238
0,14239
0,14240
0,14241
0,14245
0,14247
0,14248
0,14251
0,14252
0,14254
0,14255
0,14256
0,14257
0,14260
0,14261
0,14262
0,14263
0,14264
0,14265
0,14266
0,14268
0,14269
0,14272
0,14275
0,14276
0,14281
0,14282
0,14283
0,14284
0,14287
0,14289
0,14290
0,14291
0,14293
0,14294
0,14296
0,14297
0,14299
0,14300
0,14302
0,14308
0,14309
0,14311
0,14312
0,14313
0,14317
0,14319
0,14325
0,14337
0,14339
0,14343
0,14344
0,14345
0,14347
0,14348
0,14349
0,14352
0,14356
0,14357
0,14359
0,14360
0,14362
0,14365
0,14366
0,14367
0,14368
0,14369
0,14370
0,14373
0,14375
0,14376
0,14377
0,14378
0,14380
0,14381
0,14385
0,14387
0,14388
0,14389
0,14390
0,14391
0,14394
0,14395
0,14396
0,14397
0,14399
0,14400
0,14401
0,14402
0,14403
0,14404
0,14405
0,14406
0,14407
0,14408
0,14409
0,14411
0,14412
0,14415
0,14417
0,14419
0,14420
0,14421
0,14422
0,14423
0,14425
0,14426
0,14427
0,14428
0,14429
0,14430
0,14431
0,14432
0,14447
0,14450
0,14451
0,14453
0,14457
0,14459
0,14460
0,14461
0,14462
0,14463
0,14464
0,14465
0,14466
0,14467
0,14468
0,14469
0,14470
0,14472
0,14473
0,14479
0,14489
0,14525
0,14526
0,14527
0,14528
0,14531
0,14533
0,14534
0,14536
0,14537
0,14538
0,14539
0,14544
0,14545
0,14546
0,14547
0,14548
0,14555
0,14560
0,14562
0,14563
0,14566
0,14567
0,14569
0,14570
0,14571
0,14573
0,14579
0,14580
0,14581
0,14582
0,14583
0,14584
0,14586
0,14587
0,14588
0,14590
0,14593
0,14594
0,14595
0,14598
0,14599
0,14600
0,14601
0,14602
0,14603
0,14605
0,14607
0,14608
0,14609
0,14610
0,14611
0,14612
0,14613
0,14615
0,14616
0,14617
0,14618
0,14619
0,14620
0,14621
0,14622
0,14623
0,14625
0,14626
0,14628
0,14629
0,14630
0,14632
0,14634
0,14635
0,14645
0,14651
0,14652
0,14654
0,14657
0,14658
0,14659
0,14661
0,14663
0,14664
0,14667
0,14670
0,14672
0,14673
0,14674
0,14675
0,14676
0,14677
0,14678
0,14679
0,14680
0,14681
0,14682
0,14685
0,14686
0,14687
0,14688
0,14693
0,14694
0,14695
0,14696
0,14697
0,14699
0,14700
0,14701
0,14702
0,14704
0,14705
0,14706
0,14707
0,14708
0,14709
0,14710
0,14711
0,14712
0,14714
0,14715
0,14718
0,14719
0,14723
0,14724
0,14727
0,14728
0,14729
0,14731
0,14732
0,14733
0,14734
0,14735
0,14738
0,14744
0,14745
0,14747
0,14748
0,14751
0,14755
0,14756
0,14760
0,14761
0,14762
0,14763
0,14764
0,14765
0,14766
0,14767
0,14768
0,14772
0,14773
0,14775
0,14776
0,14778
0,14779
0,14780
0,14782
0,14784
0,14786
0,14787
0,14788
0,14789
0,14790
0,14791
0,14792
0,14793
0,14794
0,14797
0,14799
0,14800
0,14802
0,14803
0,14804
0,14805
0,14806
0,14809
0,14810
0,14811
0,14812
0,14813
0,14814
0,14815
0,14816
0,14823
0,14824
0,14825
0,14827
0,14828
0,14829
0,14836
0,14840
0,14841
0,14842
0,14843
0,14852
0,14853
0,14854
0,14857
0,14858
0,14859
0,14860
0,14862
0,14863
0,14864
0,14865
0,14866
0,14867
0,14871
0,14872
0,14873
0,14874
0,14884
0,14885
0,14886
0,14894
0,14897
0,14904
0,14911
0,14912
0,14913
0,14915
0,14916
0,14917
0,14919
0,14923
0,14924
0,14933
0,14934
0,14936
0,14938
0,14939
0,14940
0,14941
0,14942
0,14943
0,14944
0,14945
0,14950
0,14957
0,14958
0,14960
0,14961
0,14962
0,14963
0,14964
0,14967
0,14968
0,14969
0,14972
0,14976
0,14977
0,14979
0,14985
0,14990
0,14991
0,14997
0,14998
0,14999
0,15000
0,15001
0,15002
0,15006
0,15007
0,15013
0,15016
0,15018
0,15019
0,15024
0,15040
0,15042
0,15043
0,15061
0,15064
0,15078
0,15081
0,15101
0,15107
0,15108
0,15109
0,15110
0,15111
0,15112
0,15114
0,15115
0,15116
0,15118
0,15122
0,15126
0,15129
0,15130
0,15132
0,15135
0,15139
0,15159
0,15160
0,15161
0,15162
0,15163
0,15165
0,15166
0,15168
0,15170
0,15171
0,15182
0,15183
0,15184
0,15185
0,15186
0,15191
0,15192
0,15193
0,15194
0,15199
0,15200
0,15201
0,15202
0,15203
0,15204
0,15205
0,15206
0,15207
0,15208
0,15209
0,15211
0,15212
0,15213
0,15214
0,15216
0,15218
0,15220
0,15221
0,15223
0,15227
0,15228
0,15229
0,15233
0,15234
0,15235
0,15239
0,15242
0,15245
0,15247
0,15248
0,15254
0,15257
0,15258
0,15259
0,15260
0,15267
0,15270
0,15273
0,15275
0,15277
0,15278
0,15284
0,15285
0,15288
0,15289
0,15312
0,15331
0,15353
0,15354
0,15356
0,15357
0,15360
0,15361
0,15364
0,15366
0,15368
0,15369
0,15370
0,15371
0,15372
0,15373
0,15374
0,15375
0,15376
0,15377
0,15378
0,15379
0,15381
0,15382
0,15384
0,15387
0,15388
0,15394
0,15395
0,15396
0,15398
0,15399
0,15400
0,15401
0,15402
0,15403
0,15404
0,15405
0,15407
0,15408
0,15410
0,15412
0,15413
0,15414
0,15415
0,15416
0,15417
0,15421
0,15422
0,15423
0,15424
0,15425
0,15426
0,15427
0,15429
0,15430
0,15431
0,15432
0,15433
0,15434
0,15436
0,15438
0,15441
0,15442
0,15444
0,15445
0,15446
0,15450
0,15451
0,15452
0,15456
0,15458
0,15460
0,15461
0,15463
0,15464
0,15465
0,15466
0,15467
0,15468
0,15469
0,15473
0,15476
0,15478
0,15481
0,15482
0,15483
0,15484
0,15485
0,15486
0,15487
0,15488
0,15490
0,15492
0,15493
0,15494
0,15495
0,15496
0,15497
0,15499
0,15500
0,15502
0,15504
0,15505
0,15507
0,15510
0,15512
0,15516
0,15519
0,15525
0,15526
0,15528
0,15529
0,15530
0,15531
0,15547
0,15550
0,15551
0,15552
0,15557
0,15558
0,15559
0,15560
0,15561
0,15562
0,15563
0,15564
0,15565
0,15566
0,15567
0,15568
0,15569
0,15571
0,15572
0,15574
0,15586
0,15587
0,15874
0,15891
0,15893
0,15894
0,15896
0,15898
0,15900
0,15901
0,15902
0,15903
0,15904
0,15925
0,15926
0,15929
0,15930
0,15931
0,15932
0,15936
0,15937
0,15939
0,15944
0,15950
0,15951
0,15953
0,15957
0,15958
0,15959
0,15964
0,15965
0,15967
0,15968
0,15969
0,15972
0,15974
0,15975
0,15976
0,15977
0,15978
0,15979
0,15980
0,15982
0,15983
0,15985
0,16001
0,16002
0,16004
0,16005
0,16006
0,16007
0,16008
0,16009
0,16011
0,16012
0,16068
0,16069
0,16145
0,16147
0,16149
0,16150
0,16151
0,16153
0,16154
0,16155
0,16159
0,16160
0,16161
0,16162
0,16163
0,16164
0,16165
0,16168
0,16169
0,16170
0,16171
0,16172
0,16173
0,16174
0,16175
0,16176
0,16177
0,16178
0,16179
0,16180
0,16181
0,16182
0,16183
0,16184
0,16185
0,16186
0,16187
0,16188
0,16189
0,16191
0,16192
0,16193
0,16194
0,16195
0,16196
0,16197
0,16198
0,16199
0,16201
0,16202
0,16204
0,16205
0,16206
0,16210
0,16211
0,16319
0,16322
0,16323
0,16324
0,16325
0,16326
0,16328
0,16329
0,16330
0,16331
0,16332
0,16333
0,16334
0,16337
0,16341
0,16348
0,16351
0,16362
0,16363
0,16364
0,16367
0,16369
0,16370
0,16371
0,16372
0,16373
0,16391
0,16392
0,16398
0,16399
0,16400
0,16401
0,16402
0,16403
0,16404
0,16407
0,16408
0,16409
0,16410
0,16411
0,16412
0,16413
0,16414
0,16415
0,16416
0,16418
0,16419
0,16420
0,16421
0,16423
0,16424
0,16425
0,16426
0,16427
0,16428
0,16429
0,16430
0,16431
0,16432
0,16433
0,16434
0,16438
0,16439
0,16440
0,16443
0,16447
0,16449
0,16450
0,16451
0,16452
0,16453
0,16456
0,16467
0,16468
0,16469
0,16470
0,16475
0,16476
0,16477
0,16478
0,16480
0,16483
0,16485
0,16490
0,16491
0,16492
0,16493
0,16494
0,16495
0,16497
0,16498
0,16499
0,16500
0,16502
0,16504
0,16506
0,16508
0,16509
0,16510
0,16511
0,16512
0,16513
0,16514
0,16515
0,16517
0,16518
0,16519
0,16520
0,16521
0,16522
0,16523
0,16524
0,16525
0,16526
0,16527
0,16528
0,16529
0,16530
0,16531
0,16532
0,16533
0,16534
0,16535
0,16536
0,16538
0,16539
0,16541
0,16542
0,16543
0,16545
0,16548
0,16549
0,16551
0,16552
0,16553
0,16559
0,16560
0,16561
0,16562
0,16563
0,16564
0,16565
0,16568
0,16569
0,16570
0,16571
0,16572
0,16573
0,16574
0,16578
0,16579
0,16580
0,16581
0,16582
0,16588
0,16589
0,16590
0,16591
0,16592
0,16593
0,16594
0,16596
0,16597
0,16598
0,16599
0,16600
0,16601
0,16612
0,16613
0,16615
0,16616
0,16617
0,16619
0,16621
0,16622
0,16623
0,16624
0,16625
0,16627
0,16628
0,16633
0,16634
0,16635
0,16636
0,16637
0,16638
0,16639
0,16641
0,16642
0,16643
0,16644
0,16646
0,16647
0,16648
0,16649
0,16650
0,16651
0,16653
0,16656
0,16658
0,16660
0,16661
0,16663
0,16664
0,16665
0,16666
0,16667
0,16668
0,16669
0,16670
0,16672
0,16675
0,16678
0,16679
0,16680
0,16681
0,16682
0,16687
0,16691
0,16694
0,16699
0,16700
0,16701
0,16704
0,16705
0,16706
0,16709
0,16716
0,16728
0,16763
0,16764
0,16765
0,16768
0,16769
0,16770
0,16772
0,16773
0,16775
0,16779
0,16780
0,16782
0,16783
0,16784
0,16785
0,16792
0,16795
0,16796
0,16797
0,16800
0,16801
0,16803
0,16814
0,16815
0,16816
0,16818
0,16819
0,16820
0,16821
0,16822
0,16825
0,16826
0,16828
0,16832
0,16833
0,16834
0,16835
0,16840
0,16841
0,16842
0,16846
0,16847
0,16848
0,16852
0,16854
0,16855
0,16857
0,16858
0,16859
0,16865
0,16866
0,16867
0,16869
0,16870
0,16871
0,16872
0,16873
0,16874
0,16875
0,16876
0,16878
0,16880
0,16881
0,16882
0,16885
0,16886
0,16889
0,16890
0,16891
0,16897
0,16898
0,16904
0,16905
0,16906
0,16907
0,16909
0,16911
0,16912
0,16913
0,16917
0,16918
0,16922
0,16923
0,16924
0,16939
0,16948
0,16949
0,16950
0,16952
0,16956
0,16963
0,16969
0,16970
0,16971
0,16973
0,16974
0,16975
0,16976
0,16977
0,16978
0,16979
0,16980
0,16981
0,16985
0,16987
0,16988
0,16992
0,16993
0,16994
0,16995
0,16997
0,16998
0,17000
0,17001
0,17002
0,17005
0,17025
0,17035
0,17057
0,17058
0,17059
0,17060
0,17063
0,17064
0,17067
0,17068
0,17069
0,17071
0,17075
0,17076
0,17079
0,17082
0,17083
0,17084
0,17085
0,17086
0,17087
0,17089
0,17095
0,17096
0,17101
0,17105
0,17110
0,17112
0,17113
0,17116
0,17117
0,17118
0,17119
0,17120
0,17121
0,17122
0,17123
0,17125
0,17126
0,17127
0,17128
0,17129
0,17130
0,17131
0,17132
0,17133
0,17134
0,17135
0,17136
0,17138
0,17140
0,17141
0,17142
0,17143
0,17145
0,17147
0,17149
0,17151
0,17152
0,17153
0,17155
0,17156
0,17158
0,17159
0,17160
0,17161
0,17164
0,17165
0,17167
0,17168
0,17169
0,17171
0,17172
0,17173
0,17175
0,17178
0,17179
0,17180
0,17181
0,17182
0,17183
0,17184
0,17187
