"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","replicate1","replicate2","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","Pathway"
"BTG2",7832,6,0.095859,0.25409,0.995379,5205,3,0.52766,0.06053,0.15995,0.990367,3178,3,0.52766,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BTG3",10950,6,0.009692,0.041791,0.989847,838,5,-1.8197,0.68567,0.74047,0.992015,15912,1,-1.8197,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BTG4",54766,6,0.0057921,0.027111,0.989847,537,4,-3.9102,0.77945,0.79486,0.992015,17276,1,-3.9102,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BTK",695,6,0.22111,0.45529,0.995379,9313,4,-0.88602,0.073512,0.18063,0.990367,3622,2,-0.88602,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BTLA",151888,6,0.69513,0.83097,0.99581,17662,2,1.0942,0.11319,0.24245,0.990367,4924,2,1.0942,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTN1A1",696,6,0.1476,0.34197,0.995379,7016,4,-2.1218,0.83867,0.8401,0.993597,18332,1,-2.1218,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTN2A1",11120,6,0.29524,0.53556,0.995379,11001,3,0.17827,0.10952,0.23677,0.990367,4795,2,0.17827,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTN2A2",10385,5,0.035273,0.10974,0.995379,2427,2,0.11172,0.6284,0.673,0.990367,15231,1,0.11172,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTN3A1",11119,6,0.42033,0.64903,0.995379,13564,3,-1.2075,0.90284,0.90295,0.99901,19588,0,-1.2075,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTN3A2",11118,6,0.7995,0.89129,0.998011,19051,2,0.95131,0.39111,0.54503,0.990367,11444,2,0.95131,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTN3A3",10384,6,0.95099,0.9547,0.998806,20710,1,0.2432,0.66511,0.73047,0.992015,15644,1,0.2432,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTNL3",10917,6,0.70745,0.83775,0.995872,17850,2,1.2064,0.2087,0.38307,0.990367,7699,3,1.2064,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTNL8",79908,6,0.073596,0.21399,0.995379,4345,3,-1.7829,0.39701,0.55014,0.990367,11568,2,-1.7829,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTNL9",153579,6,0.2701,0.51229,0.995379,10497,3,-0.49674,0.84956,0.84994,0.99405,18531,1,-0.49674,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BTRC",8945,6,0.1223,0.29978,0.995379,6190,3,-0.48771,0.75847,0.78109,0.992015,16954,1,-0.48771,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BUB1",699,6,0.1171,0.29099,0.995379,6004,2,0.41359,0.46581,0.6109,0.990367,12914,2,0.41359,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BUB1B",701,6,0.35049,0.58639,0.995379,12148,3,-0.23995,0.65997,0.72803,0.992015,15581,1,-0.23995,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BUB3",9184,6,0.13917,0.32816,0.995379,6739,4,-0.90136,0.67132,0.73352,0.992015,15706,1,-0.90136,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BUD13",84811,6,0.95489,0.95733,0.998806,20778,1,1.8709,0.0039891,0.016382,0.973334,327,5,1.8709,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"BUD31",8896,4,0.2572,0.44713,0.995379,10230,1,0.13399,0.23925,0.36007,0.990367,8457,1,0.13399,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"BVES",11149,6,0.25213,0.49526,0.995379,10120,3,-0.29338,0.026475,0.080515,0.990367,1628,2,-0.29338,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"BYSL",705,5,0.94046,0.94089,0.998806,20553,1,1.823,0.0020167,0.0086078,0.964095,180,4,1.823,0,0.5,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"BZW1",9689,6,0.18666,0.40379,0.995379,8285,4,-0.80145,0.43312,0.58172,0.990367,12294,1,-0.80145,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"BZW2",28969,6,0.28645,0.52742,0.995379,10831,3,-0.56815,0.76922,0.78807,0.992015,17117,1,-0.56815,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf105",414152,6,0.04015,0.13325,0.995379,2709,4,-2.8832,0.24363,0.41973,0.990367,8531,2,-2.8832,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf111",221060,6,0.29236,0.53293,0.995379,10951,3,-0.0044749,0.48599,0.6291,0.990367,13287,2,-0.0044749,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf113",387638,6,0.77132,0.87418,0.996607,18701,1,0.67443,0.20291,0.37491,0.990367,7539,3,0.67443,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf120",399814,6,0.28971,0.53047,0.995379,10896,1,0.14785,0.31944,0.4835,0.990367,10080,2,0.14785,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf128",170371,6,0.0075493,0.03463,0.989847,693,4,-3.4365,0.16339,0.31782,0.990367,6419,2,-3.4365,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf25",220979,6,0.82567,0.90808,0.998285,19411,2,0.59748,0.44491,0.59228,0.990367,12515,2,0.59748,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf53",282966,6,0.59755,0.7812,0.99581,16468,2,1.6562,0.026348,0.080186,0.990367,1619,3,1.6562,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf55",414236,5,0.53989,0.70957,0.995579,15742,1,0.81938,0.2692,0.40928,0.990367,9051,2,0.81938,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf62",414157,6,0.084783,0.23432,0.995379,4785,4,-1.3494,0.11201,0.24061,0.990367,4889,1,-1.3494,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf67",256815,6,0.8376,0.91126,0.998285,19494,1,0.65936,0.35145,0.51083,0.990367,10676,2,0.65936,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf71",118461,5,0.1163,0.28432,0.995379,5967,4,-0.44317,0.77801,0.77995,0.992015,17250,1,-0.44317,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf76",79591,6,0.75625,0.86516,0.995987,18494,2,-0.018009,0.4515,0.59815,0.990367,12632,2,-0.018009,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf82",143379,6,0.048611,0.15621,0.995379,3187,4,-1.8386,0.21902,0.39747,0.990367,8011,1,-1.8386,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf88",80007,6,0.11923,0.29462,0.995379,6069,3,-1.0789,0.77347,0.79086,0.992015,17183,1,-1.0789,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf90",118611,6,0.011572,0.047919,0.989847,993,3,-0.57903,0.66569,0.73074,0.992015,15649,1,-0.57903,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf91",170393,6,0.43483,0.6618,0.995427,13847,2,0.29673,0.15709,0.30841,0.990367,6246,1,0.29673,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf95",79946,6,0.77765,0.87793,0.9969,18785,2,0.42235,0.43784,0.58593,0.990367,12385,2,0.42235,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C10orf99",387695,6,0.077891,0.22185,0.995379,4522,2,0.75916,0.2415,0.41793,0.990367,8497,2,0.75916,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf1",64776,6,0.19631,0.41849,0.995379,8567,4,-1.1049,0.43462,0.58306,0.990367,12323,2,-1.1049,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf16",56673,6,0.056543,0.17724,0.995379,3580,1,0.34134,0.62756,0.7134,0.991961,15219,1,0.34134,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf21",29125,6,0.17245,0.38181,0.995379,7869,4,-0.78778,0.34466,0.50503,0.990367,10536,1,-0.78778,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf24",53838,6,0.54098,0.75393,0.99581,15769,2,0.067493,0.2895,0.45825,0.990367,9474,2,0.067493,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf40",143501,6,0.041343,0.13657,0.995379,2778,5,-1.4511,0.92235,0.92255,0.99901,19989,0,-1.4511,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf42",160298,6,0.044426,0.145,0.995379,2950,4,-1.5141,0.85194,0.85215,0.99405,18582,1,-1.5141,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf45",219833,6,0.11997,0.29589,0.995379,6109,3,-1.3255,0.33819,0.49942,0.990367,10414,1,-1.3255,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf49",79096,6,0.79493,0.88848,0.998011,18987,1,1.038,0.76293,0.78392,0.992015,17016,1,1.038,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf52",91894,6,0.16493,0.36999,0.995379,7600,3,-0.55119,0.53005,0.66965,0.990367,14108,1,-0.55119,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf53",341032,6,0.92238,0.93907,0.998806,20292,1,1.764,0.045139,0.12652,0.990367,2523,4,1.764,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf54",28970,6,0.36157,0.59631,0.995379,12389,3,-0.066861,0.53088,0.67042,0.990367,14117,2,-0.066861,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf58",10944,5,0.37886,0.60227,0.995379,12763,3,-0.36517,0.24684,0.38682,0.990367,8595,1,-0.36517,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf65",160140,6,0.16432,0.36902,0.995379,7583,3,-0.21255,0.087066,0.20198,0.990367,4060,3,-0.21255,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf68",83638,6,0.10753,0.27456,0.995379,5632,3,-0.86426,0.38388,0.53871,0.990367,11280,2,-0.86426,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf70",85016,6,0.021099,0.077883,0.995379,1600,5,-2.8459,0.15212,0.30101,0.990367,6117,1,-2.8459,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf71",54494,6,0.10871,0.27656,0.995379,5671,2,0.50731,0.527,0.66675,0.990367,14042,2,0.50731,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf74",119710,6,0.31302,0.55205,0.995379,11359,3,-0.4689,0.0082426,0.032141,0.973334,649,1,-0.4689,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"C11orf80",79703,6,0.99066,0.99068,0.999727,21494,0,2.0163,0.0026473,0.011275,0.964095,233,5,2.0163,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"C11orf84",144097,6,0.20815,0.43623,0.995379,8920,4,-0.88021,0.24007,0.41672,0.990367,8470,2,-0.88021,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf86",254439,6,0.26859,0.51093,0.995379,10464,2,0.30822,0.0065724,0.026158,0.973334,536,2,0.30822,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"C11orf87",399947,6,0.32754,0.56549,0.995379,11674,2,0.77553,0.1785,0.33973,0.990367,6861,3,0.77553,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf88",399949,6,0.59246,0.77874,0.99581,16401,2,1.1963,0.003334,0.013887,0.973334,283,3,1.1963,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"C11orf91",100131378,6,0.14412,0.33634,0.995379,6912,4,-1.7361,0.40564,0.55767,0.990367,11749,1,-1.7361,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf94",143678,6,0.84757,0.91377,0.998285,19565,1,0.18428,0.37744,0.53311,0.990367,11156,1,0.18428,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C11orf96",387763,5,0.15935,0.34447,0.995379,7426,3,-1.6372,0.019879,0.062008,0.990367,1285,2,-1.6372,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf10",60314,6,0.021002,0.077567,0.995379,1594,5,-2.4341,0.74996,0.77589,0.992015,16825,1,-2.4341,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf29",91298,6,0.61039,0.78747,0.99581,16611,1,1.0098,0.19558,0.36441,0.990367,7345,2,1.0098,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf4",57102,6,0.17244,0.38179,0.995379,7844,3,-0.21957,0.2719,0.44348,0.990367,9098,1,-0.21957,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf40",283461,6,0.47662,0.69843,0.995579,14599,3,-0.34765,0.25416,0.42853,0.990367,8745,2,-0.34765,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf42",374470,6,0.97324,0.97329,0.999715,21118,0,0.56549,0.27856,0.44905,0.990367,9238,1,0.56549,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf43",64897,6,0.96786,0.9679,0.999408,21009,1,1.0702,0.37045,0.52706,0.990367,11033,2,1.0702,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf45",121053,6,0.10118,0.26347,0.995379,5383,4,-2.2081,0.23205,0.4101,0.990367,8318,2,-2.2081,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf49",79794,6,0.27217,0.51418,0.995379,10553,3,-0.76271,0.38377,0.53862,0.990367,11277,2,-0.76271,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf50",160419,6,0.09564,0.2537,0.995379,5195,4,-0.79628,0.18173,0.34447,0.990367,6942,1,-0.79628,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf54",121273,4,0.58195,0.72436,0.995579,16277,1,1.0223,0.25519,0.37892,0.990367,8770,1,1.0223,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf56",115749,6,0.44327,0.66929,0.995427,13995,3,-0.0862,0.87542,0.87549,0.997337,19040,0,-0.0862,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf57",113246,6,0.73942,0.85545,0.995987,18296,1,0.62812,0.019116,0.061409,0.990367,1246,2,0.62812,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf60",144608,6,0.5091,0.7267,0.995579,15166,3,0.18165,0.41044,0.56186,0.990367,11851,2,0.18165,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf65",91574,6,0.040681,0.13474,0.995379,2746,4,-3.2576,0.94162,0.94186,0.99901,20402,0,-3.2576,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf66",144577,6,0.18793,0.40571,0.995379,8325,3,-0.92023,0.91392,0.91413,0.99901,19828,0,-0.92023,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf71",728858,6,0.71525,0.842,0.995872,17954,2,0.54181,0.33306,0.49507,0.990367,10305,2,0.54181,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf73",728568,6,0.19607,0.41812,0.995379,8562,3,-0.36659,0.094467,0.21352,0.990367,4294,2,-0.36659,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf74",338809,6,0.15577,0.35525,0.995379,7293,4,-1.4967,0.79852,0.80812,0.992362,17607,1,-1.4967,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf75",387882,6,0.43978,0.66619,0.995427,13928,2,0.44858,0.17793,0.33892,0.990367,6844,1,0.44858,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf76",400073,6,0.020994,0.077537,0.995379,1592,2,0.7487,0.34408,0.50452,0.990367,10528,2,0.7487,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C12orf77",196415,6,0.91304,0.935,0.998763,20199,1,1.4548,0.065762,0.16828,0.990367,3345,3,1.4548,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf119",55017,5,0.013913,0.053488,0.991427,1144,4,-3.3421,0.33877,0.47971,0.990367,10429,1,-3.3421,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf132",56967,5,0.3174,0.534,0.995379,11478,3,-0.43525,0.61589,0.6658,0.990367,15080,1,-0.43525,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf177",283598,6,0.075987,0.21842,0.995379,4450,2,1.0239,0.087452,0.20259,0.990367,4068,3,1.0239,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf178",283579,6,0.47012,0.69269,0.995579,14487,2,1.0668,0.050977,0.14028,0.990367,2789,3,1.0668,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf180",400258,6,0.53266,0.74691,0.995725,15604,2,1.2241,0.077465,0.18693,0.990367,3746,3,1.2241,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf2",9556,6,0.039674,0.1319,0.995379,2687,3,-1.9606,0.21893,0.39737,0.990367,8008,1,-1.9606,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf28",122525,4,0.011696,0.038962,0.989847,1002,3,-1.7568,0.72929,0.72927,0.992015,16525,1,-1.7568,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf37",145407,6,0.34942,0.58542,0.995379,12132,3,-0.49982,0.4599,0.60563,0.990367,12796,2,-0.49982,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf39",317761,6,0.057009,0.17844,0.995379,3603,3,-0.83552,0.42352,0.57334,0.990367,12112,1,-0.83552,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C14orf93",60686,6,0.83711,0.91116,0.998285,19490,1,0.79257,0.27826,0.44881,0.990367,9232,2,0.79257,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C15orf32",145858,6,0.97369,0.97377,0.999727,21126,0,1.079,0.033609,0.098472,0.990367,1978,3,1.079,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"C15orf38-AP3S2",100526783,2,0.74963,0.74952,0.995725,18411,0,2.0732,0.073798,0.12823,0.990367,3628,1,2.0732,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
