"","EntrezID","AveCells.LogPlateNorm","Replicate1","Score","PrimaryTier","ConfirmTier","RANK.hits","RANK.nonhits","Normalized.triage","Selected.triage","Confirmed.triage"
"1",1,-1.70058348876663,1.22,0.658,0,0,12113,11903,0,0,0
"2",2,-0.64721978952012,1.18,0.731,0,0,12467,12257,0,0,0
"3",9,-0.0587137993255414,0.93,-0.358,0,0,5877,5667,0,0,0
"4",10,-0.888765532113496,1.49,1.751,0,0,15882,15672,0,0,0
"5",12,-0.535088328997759,0.94,-0.415,0,0,5539,5329,0,0,0
"6",13,-0.0554397255419267,1.17,0.687,0,0,12261,12051,0,0,0
"7",14,-0.501239107917289,1.09,0.639,0,0,12006,11796,0,0,0
"8",15,-1.70058348876663,0.75,-0.934,0,0,2796,2586,0,0,0
"9",16,-0.939449726249368,0.64,-1.306,0,0,1429,1219,0,0,0
"10",18,-0.0942015689297177,0.87,-0.508,0,0,5000,4790,0,0,0
"11",19,0.889304030217774,0.79,-0.861,0,0,3117,2907,0,0,0
"12",20,-0.835216373651124,1.55,1.775,0,0,15917,15707,0,0,0
"13",21,-0.270508252196897,0.88,-0.493,0,0,5084,4874,0,0,0
"14",22,-1.10416687063775,1.16,0.626,0,0,11944,11734,0,0,0
"15",23,-0.801885691077996,1.51,1.64,0,0,15678,15468,0,0,0
"16",24,0.597367023857497,0.96,-0.234,0,0,6634,6424,0,0,0
"17",25,0.472480515807341,1.08,0.443,0,0,10891,10681,0,0,0
"18",26,0.943427584420175,0.78,-0.895,0,0,2965,2755,0,0,0
"19",27,1.23985616662538,0.86,-0.901,0,0,2937,2727,0,0,0
"20",28,-0.486887829979409,1.38,1.273,0,0,14768,14558,0,0,0
"21",29,-0.343815936749142,1.22,0.923,0,0,13402,13192,0,0,0
"22",30,-1.19194313506477,1.51,1.748,0,0,15878,15668,0,0,0
"23",31,0.351541651593965,1.1,0.261,0,0,9828,9618,0,0,0
"24",32,0.862185025495426,1.32,1.056,0,0,13959,13749,0,0,0
"25",33,-1.57452198200366,0.77,-0.86,0,0,3125,2915,0,0,0
"26",34,-0.204129014570247,1.22,0.726,0,0,12444,12234,0,0,0
"27",35,-0.303535503178921,1.57,1.96,0,0,16116,15906,0,0,0
"28",36,-0.658549819254718,1.27,0.902,0,0,13317,13107,0,0,0
"29",37,0.17412288878788,1.1,0.303,0,0,10096,9886,0,0,0
"30",38,0.270123991707286,1.24,0.796,0,0,12780,12570,0,0,0
"31",39,-0.0322397575997257,0.64,-1.639,0.5,0.5,718,515,0.5,0.5,0.5
"32",40,-0.501089276011983,1.11,0.285,0,0,9987,9777,0,0,0
"33",41,-0.90396851631515,1.16,0.455,0,0,10953,10743,0,0,0
"34",43,0.491723216727226,1.25,0.803,0,0,12833,12623,0,0,0
"35",47,-0.473819024167399,1.29,0.895,0,0,13287,13077,0,0,0
"36",48,0.204113276896619,1.4,1.267,0,0,14739,14529,0,0,0
"37",49,0.625564476127761,0.51,-1.776,0.5,0.5,525,337,0.5,0.5,0.5
"38",50,0.0735515224854507,1.41,1.301,0,0,14856,14646,0,0,0
"39",51,0.270123991707286,1.37,1.255,0,0,14695,14485,0,0,0
"40",52,0.758631544364651,0.96,-0.17,0,0,7050,6840,0,0,0
"41",53,0.407804662379182,0.94,-0.261,0,0,6483,6273,0,0,0
"42",54,0.91985372717043,0.75,-1.107,0,0,2098,1888,0,0,0
"43",55,1.04438755421025,0.71,-1.285,0,0,1485,1275,0,0,0
"44",56,-0.20029286094597,1.25,0.759,0,0,12620,12410,0,0,0
"45",58,0.393968879326294,0.62,-1.666,0.5,0.5,667,466,0.5,0.5,0.5
"46",59,1.0629245432155,0.63,-1.623,0.5,0.5,749,543,0.5,0.5,0.5
"47",70,1.04927097843109,0.88,-0.544,0,0,4778,4568,0,0,0
"48",71,1.0629245432155,1.05,0.19,0,0,9387,9177,0,0,0
"49",72,-0.0912455859788874,1.05,0.19,0,0,9388,9178,0,0,0
"50",81,-0.0684287066244088,1.03,0.104,0,0,8844,8634,0,0,0
"51",86,-0.859827609475227,0.92,-0.371,0,0,5783,5573,0,0,0
"52",87,-0.632710201241904,1.29,1.149,0,0,14332,14122,0,0,0
"53",88,1.28837655565537,0.87,-0.54,0,0,4815,4605,0,0,0
"54",89,0.968342068031966,0.6,-1.625,0.5,0.5,745,539,0.5,0.5,0.5
"55",90,0.748483598515999,0.86,-0.901,0,0,2938,2728,0,0,0
"56",91,-0.350301061639277,0.94,-0.412,0,0,5553,5343,0,0,0
"57",92,0.0492320972043667,1.12,0.688,0,0,12276,12066,0,0,0
"58",93,-1.31536132564919,1.12,0.688,0,0,12277,12067,0,0,0
"59",94,-0.676743421645496,1.07,0.382,0,0,10540,10330,0,0,0
"60",95,-0.283027845117795,0.65,-1.283,0,0,1492,1282,0,0,0
"61",97,1.15581985285693,0.77,-1.068,0,0,2259,2049,0,0,0
"62",98,0.255534688329859,0.98,-0.263,0,0,6457,6247,0,0,0
"63",100,0.740420495054897,1.04,0.092,0,0,8757,8547,0,0,0
"64",101,-0.585713603162378,0.88,-0.493,0,0,5085,4875,0,0,0
"65",102,1.51358303239106,0.21,-3.436,1,1,3,NA,1,1,1
"66",103,0.977288103547334,0.97,-0.189,0,0,6925,6715,0,0,0
"67",104,-0.705752907979229,1.09,0.218,0,0,9567,9357,0,0,0
"68",105,0.586542517525342,0.74,-0.968,0,0,2652,2442,0,0,0
"69",107,0.453301407797574,0.91,-0.392,0,0,5643,5433,0,0,0
"70",108,-0.319035652789549,0.83,-0.663,0,0,4128,3918,0,0,0
"71",109,0.600704086654186,0.97,-0.189,0,0,6926,6716,0,0,0
"72",111,1.73010552067133,1.33,1.03,0,0,13851,13641,0,0,0
"73",112,0.453301407797574,0.63,-1.34,0,0,1330,1121,0.5,0,0
"74",113,-0.15508968608725,1.31,0.963,0,0,13594,13384,0,0,0
"75",114,1.42646214601432,1.08,0.184,0,0,9333,9123,0,0,0
"76",115,1.0753256157477,0.71,-1.069,0,0,2254,2044,0,0,0
"77",116,-1.43815653964699,1.27,0.827,0,0,12930,12720,0,0,0
"78",117,-2.08927439032382,1.2,1.152,0,0,NA,NA,0,0,0
"79",118,0.418923009027084,0.84,-0.66,0,0,4158,3948,0,0,0
"80",119,-0.421769748323832,1,-0.099,0,0,7488,7278,0,0,0
"81",120,0.294519100928143,1.1,0.385,0,0,10563,10353,0,0,0
"82",123,1.534006801768,0.88,-0.493,0,0,5086,4876,0,0,0
"83",124,-0.0495646755235835,1.44,1.489,0,0,15370,15160,0,0,0
"84",125,-1.30541824222081,1.44,1.872,0,0,16043,15833,0,0,0
"85",127,-1.17981271339894,1.27,1.126,0,0,14250,14040,0,0,0
"86",130,1.13788662082022,0.89,-0.51,0,0,4974,4764,0,0,0
"87",131,0.496132340037522,0.97,-0.16,0,0,7120,6910,0,0,0
"88",132,-0.206986519718343,1.04,0.199,0,0,9442,9232,0,0,0
"89",133,0.551099228493876,0.88,-0.474,0,0,5168,4958,0,0,0
"90",134,-0.778474560792574,1.2,1.152,0,0,14354,14144,0,0,0
"91",135,-1.40868411394678,1.07,0.388,0,0,10582,10372,0,0,0
"92",136,-0.338863167180826,1.24,1.388,0,0,15109,14899,0,0,0
"93",140,-1.14576019373567,1.03,0.152,0,0,9133,8923,0,0,0
"94",141,0.467261721626349,0.92,-0.389,0,0,5670,5460,0,0,0
"95",142,-0.986335421663232,1.09,0.336,0,0,10297,10087,0,0,0
"96",143,0.887307797955007,0.95,-0.226,0,0,6672,6462,0,0,0
"97",146,-1.71688651835437,1.14,0.799,0,0,12804,12594,0,0,0
"98",147,-0.25758936576153,0.99,-0.093,0,0,7559,7349,0,0,0
"99",148,1.12030781106919,0.94,-0.38,0,0,5742,5532,0,0,0
"100",150,-0.916499247796617,1.3,1.741,0,0,15869,15659,0,0,0
"101",151,1.54262536079674,0.81,-1.142,0,0,1969,1759,0,0,0
"102",152,-1.10545656933978,0.84,-0.966,0,0,2664,2454,0,0,0
"103",153,0.177076162909546,1.14,0.799,0,0,12805,12595,0,0,0
"104",154,-1.01473217667513,0.805,-1.189,0.5,0.5,1808,1598,0,0.5,0
"105",155,-0.530710796856614,1.17,0.976,0,0,13647,13437,0,0,0
"106",156,1.11866683184014,0.85,-0.93,0,0,2824,2614,0,0,0
"107",157,0.772449834143664,0.87,-0.802,0,0,3409,3199,0,0,0
"108",158,-0.0425824606603268,1.19,0.62,0,0,11887,11677,0,0,0
"109",159,0.907902873977519,0.97,-0.209,0,0,6780,6570,0,0,0
"110",160,0.761789271169964,1.6,1.945,0,0,16104,15894,0,0,0
"111",161,0.62866768277188,1.03,0.014,0,0,8230,8020,0,0,0
"112",162,0.977288103547334,0.76,-0.9,0,0,2948,2738,0,0,0
"113",163,1.05659997226577,0.7,-1.223,0,0,1695,1485,0,0,0
"114",164,0.774529200681688,1.31,0.963,0,0,13595,13385,0,0,0
"115",165,1.19758988742043,1.12,0.319,0,0,10163,9953,0,0,0
"116",166,-0.420594644819068,1.14,0.387,0,0,10579,10369,0,0,0
"117",167,-0.771702100234934,1.32,0.972,0,0,13632,13422,0,0,0
"118",173,0.908535960883308,1.13,0.353,0,0,10382,10172,0,0,0
"119",174,0.257434181564344,1.07,0.264,0,0,9858,9648,0,0,0
"120",175,0.270123991707286,0.97,-0.155,0,0,7162,6952,0,0,0
"121",176,-0.050270602704962,1.17,1.295,0,0,14829,14619,0,0,0
"122",177,0.863051203615117,0.88,-0.544,0,0,4779,4569,0,0,0
"123",178,-1.58266317748919,1.35,1.477,0,0,15344,15134,0,0,0
"124",181,0.00970580854727119,1.11,0.484,0,0,11143,10933,0,0,0
"125",182,0.662978469321774,0.99,-0.115,0,0,7422,7212,0,0,0
"126",183,-0.290774375307029,1.21,0.88,0,0,13202,12992,0,0,0
"127",185,1.25703909226313,0.96,-0.26,0,0,6486,6276,0,0,0
"128",186,1.54165387877338,0.755,-1.5035,0.5,0.5,968,760,0.5,0.5,0.5
"129",187,0.497548415459661,0.87,-0.789,0,0,3468,3258,0,0,0
"130",189,-0.242971419955015,1.24,0.796,0,0,12781,12571,0,0,0
"131",190,0.897436475682664,0.84,-0.797,0,0,3437,3227,0,0,0
"132",191,0.996787839355089,0.68,-1.177,0,0,1852,1642,0,0,0
"133",196,0.862551983686315,0.78,-1.07,0,0,2242,2032,0,0,0
"134",197,0.799717669696635,1.76,2.486,0,0,16396,16186,0,0,0
"135",199,-0.0712984681312523,1.12,0.885,0,0,13225,13015,0,0,0
"136",202,0.761789271169964,0.75,-0.934,0,0,2797,2587,0,0,0
"137",203,0.237877565066856,0.93,-0.473,0,0,5172,4962,0,0,0
"138",204,-1.49455834976109,1.12,0.688,0,0,12278,12068,0,0,0
"139",205,-0.0321671895616747,1.14,0.81,0,0,12867,12657,0,0,0
"140",207,1.09902282233354,0.53,-2.8495,1,1,29,NA,1,1,1
"141",208,-0.426503027090502,1.23,1.36,0,0,15039,14829,0,0,0
"142",210,-0.277111569118545,0.84,-0.761,0,0,3599,3389,0,0,0
"143",211,1.14774281257511,0.94,-0.29,0,0,6305,6095,0,0,0
"144",212,0.740420495054897,1.38,1.29,0,0,14808,14598,0,0,0
"145",213,0.630921095231275,0.82,-0.849,0,0,3178,2968,0,0,0
"146",214,-0.889571213645354,1.08,0.359,0,0,10412,10202,0,0,0
"147",215,0.764253407359422,0.74,-1.062,0,0,2279,2069,0,0,0
"148",216,-1.43931127445459,1.09,0.336,0,0,10298,10088,0,0,0
"149",217,0.605379786768056,0.7,-1.107,0,0,2099,1889,0,0,0
"150",218,-0.553862981963011,0.88,-0.472,0,0,5183,4973,0,0,0
"151",219,1.18468970058437,0.52,-1.741,0.5,0.5,568,374,0.5,0.5,0.5
"152",220,-0.303535503178921,1.28,0.937,0,0,13472,13262,0,0,0
"153",221,0.510395503643995,0.84,-0.613,0,0,4387,4177,0,0,0
"154",222,0.43132277698536,0.7,-1.107,0,0,2100,1890,0,0,0
"155",223,-0.251251663997931,1.34,1.433,0,0,15241,15031,0,0,0
"156",224,0.663929547706582,1.27,1.126,0,0,14251,14041,0,0,0
"157",225,1.45190963264085,1.01,-0.053,0,0,7792,7582,0,0,0
"158",226,-2.12237752499153,0.7,-1.107,0,0,NA,NA,0,0,0
"159",229,-0.329841159715673,1.5,2.135,0,0,16237,16027,0,0,0
"160",230,-0.175591660634329,0.84,-0.761,0,0,3600,3390,0,0,0
"161",231,0.851445087434623,1.02,0.029,0,0,8349,8139,0,0,0
"162",238,0.748483598515999,1.06,0.321,0,0,10182,9972,0,0,0
"163",239,1.98035667523895,0.93,-0.324,0,0,6104,5894,0,0,0
"164",240,-2.08576441898166,1.65,2.794,0,0,NA,NA,0,0,0
"165",241,1.10675156921923,0.9,-0.426,0,0,5455,5245,0,0,0
"166",242,0.421233449462134,0.93,-0.335,0,0,6007,5797,0,0,0
"167",244,-1.26268034578873,1.21,0.863,0,0,13110,12900,0,0,0
"168",246,1.65741479111121,0.93,-0.324,0,0,6105,5895,0,0,0
"169",247,-0.382662095882091,1.11,0.452,0,0,10924,10714,0,0,0
"170",248,-0.303305159634756,0.88,-0.585,0,0,4541,4331,0,0,0
"171",249,1.00349771269376,0.86,-0.606,0,0,4427,4217,0,0,0
"172",250,-1.96269794627511,1.3,1.258,0,0,14706,14496,0,0,0
"173",251,-0.438804807974086,1.21,0.658,0,0,12114,11904,0,0,0
"174",257,0.0720991407913898,1.09,0.229,0,0,9603,9393,0,0,0
"175",258,-0.369033802464299,0.79,-0.798,0,0,3431,3221,0,0,0
"176",259,-0.343845333449352,1.06,0.116,0,0,8918,8708,0,0,0
"177",262,-0.614914589778025,0.75,-0.934,0,0,2798,2588,0,0,0
"178",265,0.662978469321774,0.75,-1.207,0,0,1734,1524,0,0,0
"179",266,0.358093494015889,1.08,0.184,0,0,9334,9124,0,0,0
"180",267,0.535471798776562,1.07,0.32,0,0,10174,9964,0,0,0
"181",268,-1.90662716202952,1.22,0.942,0,0,13500,13290,0,0,0
"182",269,0.00899498959390327,1.05,0.26,0,0,9815,9605,0,0,0
"183",270,-0.15098560058109,0.92,-0.41,0,0,5565,5355,0,0,0
"184",271,0.422171943260905,1.05,0.082,0,0,8701,8491,0,0,0
"185",272,0.542845370666023,1.07,0.197,0,0,9432,9222,0,0,0
"186",273,-0.111092074068863,1.42,1.335,0,0,14961,14751,0,0,0
"187",274,1.91804358319607,0.75,-1.156,0,0,1923,1713,0,0,0
"188",275,-0.743088231316896,1.34,1.149,0,0,14333,14123,0,0,0
"189",276,-0.528817872816754,1.12,0.319,0,0,10164,9954,0,0,0
"190",279,-0.132944217025525,1.42,1.335,0,0,14962,14752,0,0,0
"191",280,-0.0682373873982853,1.15,0.421,0,0,10777,10567,0,0,0
"192",283,0.404161838220119,1.27,0.875,0,0,13180,12970,0,0,0
"193",284,-0.889571213645354,1.2,0.859,0,0,13093,12883,0,0,0
"194",285,0.347042292129714,1.13,0.567,0,0,11609,11399,0,0,0
"195",286,0.21961485983127,1.11,0.425,0,0,10800,10590,0,0,0
"196",287,-0.498842177965148,1.11,0.431,0,0,10810,10600,0,0,0
"197",288,0.0433339643827338,1.09,0.34,0,0,10344,10134,0,0,0
"198",290,0.364604175126474,1,-0.059,0,0,7751,7541,0,0,0
"199",291,0.302123669130653,0.89,-0.553,0,0,4718,4508,0,0,0
"200",292,-0.525991230112085,0.98,-0.147,0,0,7242,7032,0,0,0
"201",293,0.186082357822131,1.48,1.538,0,0,15479,15269,0,0,0
"202",301,-0.200499643064794,0.78,-1.024,0,0,2429,2219,0,0,0
"203",302,-0.251251663997931,0.98,-0.147,0,0,7243,7033,0,0,0
"204",306,0.356013547370642,0.61,-1.709,0.5,0.5,608,411,0.5,0.5,0.5
"205",307,0.0403661345950715,1.32,1.04,0,0,13891,13681,0,0,0
"206",308,1.02761161449458,0.74,-1.005,0,0,2501,2291,0,0,0
"207",309,0.402197380961207,1.03,0.073,0,0,8616,8406,0,0,0
"208",310,-0.113367564422691,1.12,0.465,0,0,10990,10780,0,0,0
"209",311,-1.07413500777402,1.15,1.131,0,0,14272,14062,0,0,0
"210",312,-0.114134660750746,1.08,0.557,0,0,11566,11356,0,0,0
"211",313,-0.389013923559589,1.09,0.268,0,0,9893,9683,0,0,0
"212",314,-0.00597291598701248,0.95,-0.256,0,0,6519,6309,0,0,0
"213",316,0.43647490612348,0.83,-0.772,0,0,3529,3319,0,0,0
"214",317,1.02761161449458,0.75,-0.97,0,0,2635,2425,0,0,0
"215",318,0.832685220611991,0.68,-1.389,0,0,1233,1024,0.5,0,0
"216",319,-2.50726715916634,0.91,-0.454,0,0,NA,NA,0,0,0
"217",320,1.35661837604519,1.21,0.624,0,0,11926,11716,0,0,0
"218",321,0.034268412504326,1.24,0.726,0,0,12445,12235,0,0,0
"219",322,0.109361726834417,1.08,0.557,0,0,11567,11357,0,0,0
"220",323,0.274328668147545,1,-0.087,0,0,7595,7385,0,0,0
"221",324,0.0113256071109902,0.95,-0.509,0,0,4995,4785,0,0,0
"222",325,-0.528559005723114,1.12,0.885,0,0,13226,13016,0,0,0
"223",326,1.29026471382546,0.72,-1.036,0,0,2378,2168,0,0,0
"224",327,1.28039728588597,0.64,-1.639,0.5,0.5,719,516,0.5,0.5,0.5
"225",328,0.924737347826989,1.14,0.555,0,0,11546,11336,0,0,0
"226",329,0.4382204586353,0.82,-0.795,0,0,3447,3237,0,0,0
"227",330,0.387640546676299,1.07,0.32,0,0,10175,9965,0,0,0
"228",331,0.55120221119595,0.86,-0.616,0,0,4372,4162,0,0,0
"229",332,-2.68112548352208,0.91,-0.406,0,0,NA,NA,0,0,0
"230",333,-0.613199092415012,1.15,1.131,0,0,14273,14063,0,0,0
"231",334,0.850661847403945,1.02,-0.018,0,0,8026,7816,0,0,0
"232",335,-0.329804199173612,1.17,0.666,0,0,12147,11937,0,0,0
"233",336,-1.17981271339894,1.32,1.345,0,0,14999,14789,0,0,0
"234",337,0.227258803455922,1.07,0.248,0,0,9754,9544,0,0,0
"235",338,-0.303305159634756,1.21,0.863,0,0,13111,12901,0,0,0
"236",339,-0.710661674630824,1.3,1.258,0,0,14707,14497,0,0,0
"237",341,0.181031459937267,0.6,-1.625,0.5,0.5,746,540,0.5,0.5,0.5
"238",343,-0.616227201261658,1.33,1.389,0,0,15116,14906,0,0,0
"239",344,-1.85979928622425,1.25,1.053,0,0,13945,13735,0,0,0
"240",345,-0.38397703724091,1.17,0.687,0,0,12262,12052,0,0,0
"241",346,-0.136239853819355,0.92,-0.339,0,0,5975,5765,0,0,0
"242",347,0.439107035952022,1.31,1.302,0,0,14860,14650,0,0,0
"243",348,0.247457727320064,1.01,-0.015,0,0,8067,7857,0,0,0
"244",350,-0.175591660634329,1.25,1.038,0,0,13879,13669,0,0,0
"245",351,0.377987281331326,1.02,-0.018,0,0,8027,7817,0,0,0
"246",353,-0.710661674630824,0.9,-0.498,0,0,5048,4838,0,0,0
"247",354,0.695553910533846,0.94,-0.322,0,0,6110,5900,0,0,0
"248",355,0.287775063036748,1.22,0.942,0,0,13501,13291,0,0,0
"249",356,0.85075868004204,1.05,0.158,0,0,9177,8967,0,0,0
"250",357,-0.737178861450757,1.07,0.15,0,0,9124,8914,0,0,0
"251",358,0.806853240569226,0.72,-1.143,0,0,1964,1754,0,0,0
"252",359,0.48653408149158,1.1,0.385,0,0,10564,10354,0,0,0
"253",360,0.503069365197604,1,-0.017,0,0,8042,7832,0,0,0
"254",361,0.764253407359422,1.25,0.988,0,0,13704,13494,0,0,0
"255",362,-0.516928489899792,1.24,0.948,0,0,13523,13313,0,0,0
"256",363,0.200420594369215,1.02,0.063,0,0,8548,8338,0,0,0
"257",364,0.161443459119159,1.19,0.747,0,0,12557,12347,0,0,0
"258",366,0.247457727320064,1.32,1.345,0,0,15000,14790,0,0,0
"259",367,0.931601648298428,1.04,0.113,0,0,8895,8685,0,0,0
"260",368,0.599382882089221,1.28,1.109,0,0,14184,13974,0,0,0
"261",369,-0.533428879724562,1.06,0.321,0,0,10183,9973,0,0,0
"262",372,-4.04560359921598,0.24,-2.661,0,0,NA,NA,0,0,0
"263",373,1.10369131519545,0.89,-0.483,0,0,5125,4915,0,0,0
"264",374,-0.535419382318926,1.06,0.276,0,0,9934,9724,0,0,0
"265",375,0.227258803455922,0.35,-2.911,1,1,26,NA,1,1,1
"266",377,-0.496782451370466,1.32,1.345,0,0,15001,14791,0,0,0
"267",378,-0.0789079071463456,0.74,-1.2,0,0,1774,1564,0,0,0
"268",379,-1.63601047780836,1.18,0.55,0,0,11508,11298,0,0,0
"269",381,-0.329841159715673,0.93,-0.366,0,0,5821,5611,0,0,0
"270",382,0.836463653388496,0.9,-0.498,0,0,5049,4839,0,0,0
"271",383,0.417012338934114,1.01,-0.064,0,0,7699,7489,0,0,0
"272",384,0.274328668147545,1.05,0.082,0,0,8702,8492,0,0,0
"273",387,-1.58266317748919,1.56,2.399,0,0,16372,16162,0,0,0
"274",388,-0.980698772591577,0.95,-0.281,0,0,6347,6137,0,0,0
"275",389,1.20745050405157,0.79,-0.932,0,0,2812,2602,0,0,0
"276",390,-0.175591660634329,1.35,1.477,0,0,15345,15135,0,0,0
"277",391,-0.200443571484481,1.2,0.622,0,0,11908,11698,0,0,0
"278",392,-0.398253487820487,0.77,-1.019,0,0,2449,2239,0,0,0
"279",393,1.59967641034992,0.82,-0.888,0,0,3012,2802,0,0,0
"280",394,-0.139352581062072,1.2,0.837,0,0,12987,12777,0,0,0
"281",395,0.1550809407526,1.16,0.659,0,0,12123,11913,0,0,0
"282",396,0.675707593396998,1.01,-0.053,0,0,7793,7583,0,0,0
"283",397,0.237780936533493,0.96,-0.199,0,0,6860,6650,0,0,0
"284",398,-0.825636623516807,1.23,0.967,0,0,13607,13397,0,0,0
"285",399,0.842017372054735,1.11,0.3,0,0,10060,9850,0,0,0
"286",400,0.931773143244319,1.33,1.03,0,0,13852,13642,0,0,0
"287",401,0.443696716565513,1.14,0.385,0,0,10565,10355,0,0,0
"288",402,-1.34160220137298,1.2,0.617,0,0,11875,11665,0,0,0
"289",403,-0.142125200860713,1.23,1.329,0,0,14949,14739,0,0,0
"290",405,0.293240278385032,0.92,-0.433,0,0,5397,5187,0,0,0
"291",406,0.276587352611937,1.14,0.568,0,0,11623,11413,0,0,0
"292",407,0.316132907249315,1.19,0.708,0,0,12378,12168,0,0,0
"293",408,-0.237797792877081,1.13,0.741,0,0,12540,12330,0,0,0
"294",409,0.570128856784104,1.31,1.085,0,0,14088,13878,0,0,0
"295",410,-1.20729395227158,1.19,0.586,0,0,11718,11508,0,0,0
"296",411,0.338070344307713,1.13,0.369,0,0,10477,10267,0,0,0
"297",412,0.405856511409757,1.09,0.364,0,0,10439,10229,0,0,0
"298",414,1.06090843227804,1.35,1.21,0,0,14557,14347,0,0,0
"299",415,-1.90385396822533,1.54,2.311,0,0,16340,16130,0,0,0
"300",416,0.358093494015889,1.17,0.489,0,0,11164,10954,0,0,0
"301",417,0.407804662379182,1.04,0.092,0,0,8758,8548,0,0,0
"302",419,-0.930990092546178,1.33,1.114,0,0,14205,13995,0,0,0
"303",420,0.785397084742667,1.04,0.092,0,0,8759,8549,0,0,0
"304",421,0.503069365197604,0.97,-0.138,0,0,7275,7065,0,0,0
"305",427,-1.69112062701135,1.15,0.479,0,0,11110,10900,0,0,0
"306",429,-0.695743395450654,0.96,-0.229,0,0,6654,6444,0,0,0
"307",430,0.572258335883077,0.96,-0.223,0,0,6691,6481,0,0,0
"308",432,-1.43931127445459,1.46,1.96,0,0,16117,15907,0,0,0
"309",433,-1.31565138048465,0.93,-0.266,0,0,6435,6225,0,0,0
"310",434,-0.206881019244895,1.01,0.068,0,0,8576,8366,0,0,0
"311",435,0.420736095191632,1,-0.059,0,0,7752,7542,0,0,0
"312",438,1.26994793333157,0.71,-1.278,0,0,1501,1291,0,0,0
"313",439,0.221949263298394,0.98,-0.155,0,0,7163,6953,0,0,0
"314",440,0.17412288878788,0.79,-0.79,0,0,3459,3249,0,0,0
"315",443,-0.52897479637142,0.96,-0.19,0,0,6910,6700,0,0,0
"316",444,0.221949263298394,1.72,2.351,0,0,16355,16145,0,0,0
"317",445,0.907902873977519,1.17,0.514,0,0,11316,11106,0,0,0
"318",460,0.390443798622018,1.18,0.522,0,0,11355,11145,0,0,0
"319",462,0.14820204780721,1.32,1.04,0,0,13892,13682,0,0,0
"320",463,1.03511012950963,0.65,-1.323,0,0,1381,1172,0.5,0,0
"321",466,1.52211470012064,0.6,-1.499,0,0,974,766,0.5,0,0.5
"322",467,1.19662584008569,0.7,-1.146,0,0,1959,1749,0,0,0
"323",468,-1.16787936132783,1.31,1.005,0,0,13775,13565,0,0,0
"324",471,-0.0425824606603268,1.19,0.62,0,0,11888,11678,0,0,0
"325",472,0.255693393012104,1.04,0.199,0,0,9443,9233,0,0,0
"326",473,-0.46355926516646,1.24,0.723,0,0,12427,12217,0,0,0
"327",474,1.08586758563269,0.68,-1.171,0,0,1865,1655,0,0,0
"328",475,-0.132944217025525,0.68,-1.171,0,0,1866,1656,0,0,0
"329",476,-1.25465507721485,1.07,0.15,0,0,9125,8915,0,0,0
"330",477,-0.407200012839921,1.06,0.233,0,0,9653,9443,0,0,0
"331",478,-0.473819024167399,1.32,0.997,0,0,13751,13541,0,0,0
"332",479,0.669743978978588,1.19,0.556,0,0,11565,11355,0,0,0
"333",480,-0.026467746918468,1.05,0.082,0,0,8703,8493,0,0,0
"334",481,-0.528817872816754,0.8,-0.764,0,0,3579,3369,0,0,0
"335",482,1.03247092907712,1.36,1.132,0,0,14277,14067,0,0,0
"336",483,-0.939449726249368,0.8,-0.764,0,0,3580,3370,0,0,0
"337",486,-1.32239814513321,0.57,-1.565,0.5,0.5,851,643,0.5,0.5,0.5
"338",487,0.39034166175843,0.81,-0.86,0,0,3126,2916,0,0,0
"339",488,0.101653274634057,0.93,-0.366,0,0,5822,5612,0,0,0
"340",489,1.01202064017991,0.69,-1.384,0,0,1241,1032,0.5,0,0
"341",490,0.861056060436057,1.39,1.234,0,0,14640,14430,0,0,0
"342",491,0.799717669696635,0.59,-1.475,0,0,1025,817,0.5,0,0.5
"343",492,0.453301407797574,0.85,-0.595,0,0,4489,4279,0,0,0
"344",493,-0.20029286094597,0.67,-1.205,0,0,1753,1543,0,0,0
"345",495,0.656165197193252,1.03,0.014,0,0,8231,8021,0,0,0
"346",496,-0.00597291598701248,1.23,0.692,0,0,12304,12094,0,0,0
"347",498,0.0735515224854507,1.2,0.59,0,0,11744,11534,0,0,0
"348",501,0.758600959948643,0.64,-1.318,0,0,1398,1189,0.5,0,0
"349",506,0.130776195644163,1.98,3.231,0,0,16451,16241,0,0,0
"350",509,-1.17981271339894,1.13,0.512,0,0,11300,11090,0,0,0
"351",513,0.204113276896619,0.95,-0.256,0,0,6520,6310,0,0,0
"352",514,0.557849399983609,1.05,0.082,0,0,8704,8494,0,0,0
"353",515,-2.23309912201753,0.71,-1.069,0,0,NA,NA,0,0,0
"354",516,0.683211912329469,1.27,0.827,0,0,12931,12721,0,0,0
"355",517,-0.00597291598701248,1.81,2.656,0,0,16422,16212,0,0,0
"356",518,-0.319035652789549,0.98,-0.155,0,0,7164,6954,0,0,0
"357",521,-1.81847739318547,0.97,-0.189,0,0,6927,6717,0,0,0
"358",522,0.665004550576662,1.27,0.902,0,0,13318,13108,0,0,0
"359",523,-0.111092074068863,1.06,0.116,0,0,8919,8709,0,0,0
"360",525,0.816409150278178,0.72,-1.253,0,0,1593,1383,0,0,0
"361",526,-0.528817872816754,0.87,-0.527,0,0,4880,4670,0,0,0
"362",527,0.87305475094909,0.71,-1.069,0,0,2255,2045,0,0,0
"363",528,0.167852198040489,1.06,0.116,0,0,8920,8710,0,0,0
