Column1,GeneSymbol,Cutoff
5955,ESR1,0
5958,ESR2,0
12693,ESRP1,0
17121,ESRP2,0
5959,ESRRA,0
5960,ESRRB,0
5961,ESRRG,0
17307,ESX1,0
1308,ESYT1,0
6766,ESYT1,0
14146,ESYT2,0
17788,ESYT3,0
12476,ETAA1,0
1456,ETF1,0
5962,ETF1,0
1125,ETFA,0
5963,ETFA,0
1512,ETFB,0
5964,ETFB,0
5966,ETFDH,0
1127,ETHE1,0
6862,ETHE1,0
13207,ETNK1,0
13035,ETNK2,0
15366,ETNPPL,0
5967,ETS1,0
5968,ETS2,0
5969,ETV1,0
5970,ETV2,0
5971,ETV3,0
10921,ETV3L,0
5972,ETV4,0
5973,ETV5,0
5975,ETV6,0
11962,ETV7,0
17928,EVA1A,0
13003,EVA1B,0
14540,EVA1C,0
5976,EVC,0
4158,EVC2,0
5978,EVI2A,0
458,EVI2B,0
5979,EVI2B,0
16572,EVI5,0
3429,EVI5L,0
656,EVL,0
11932,EVL,0
5980,EVPL,0
5981,EVX1,0
9462,EVX2,0
1911,EWSR1,0
5983,EWSR1,0
5190,EXD1,0
13029,EXD2,0
12772,EXD3,0
19241,EXO1,0
15337,EXO5,0
13415,EXOC1,0
1649,EXOC2,0
13422,EXOC2,0
3262,EXOC3,0
8292,EXOC3L1,0
19014,EXOC3L2,0
19292,EXOC3L4,0
170,EXOC4,0.5
14663,EXOC4,0
724,EXOC5,0
2653,EXOC5,0
12529,EXOC6,0
6704,EXOC7,0
4767,EXOC8,0
20130,EXOG,0
11574,EXOSC1,0
12361,EXOSC10,0
6811,EXOSC2,0
11571,EXOSC3,0
12513,EXOSC4,0
13832,EXOSC5,0
3567,EXOSC6,0
6493,EXOSC7,0
3267,EXOSC8,0
12359,EXOSC9,0
6549,EXPH5,0
5984,EXT1,0
5985,EXT2,0
5986,EXTL1,0
5987,EXTL2,0
5988,EXTL3,0
5989,EYA1,0
5990,EYA2,0
5992,EYA3,0
5941,EYA4,0
9508,EYS,0
5993,EZH1,0
5994,EZH2,0
1802,EZR,0
16334,EZR,0
6005,F10,0
6007,F11,0
481,F11R,0
11528,F11R,0
6008,F12,0
1358,F13A1,0
6009,F13A1,0
6010,F13B,0
5995,F2,0
5996,F2R,0
5998,F2RL1,0
5999,F2RL2,0
18962,F2RL3,0
6000,F3,0
6001,F5,0
6002,F7,0
6003,F8,0
17585,F8A1,0
11180,F8A2,0
11181,F8A3,0
6004,F9,0
16706,FA2H,0
6011,FAAH,0
5092,FAAH2,0
6013,FABP1,0
6014,FABP2,0
1394,FABP3,0
6016,FABP3,0
103,FABP4,0.5
6012,FABP4,0
65,FABP5,1
6017,FABP5,0
6018,FABP6,0
6019,FABP7,0
15271,FABP9,0
18728,FADD,0
10419,FADS1,0
19644,FADS2,0
10423,FADS3,0
8300,FADS6,0
3041,FAF1,0
2049,FAF2,0
6644,FAF2,0
864,FAH,0
6028,FAH,0
1667,FAHD1,0
17541,FAHD1,0
11572,FAHD2A,0
4865,FAHD2B,0
12988,FAIM,0
6494,FAIM2,0
19344,FAIM3,0
4530,FAM101A,0
9685,FAM101B,0
10427,FAM102A,0
8387,FAM102B,0
17725,FAM103A1,0
18353,FAM104A,0
19094,FAM104B,0
318,FAM105A,0
12495,FAM105A,0
3087,FAM107A,0
17726,FAM107B,0
4550,FAM109A,0
4817,FAM109B,0
17687,FAM110A,0
19021,FAM110B,0
15116,FAM110C,0
17071,FAM110D,0
14964,FAM111A,0
9824,FAM111B,0
19430,FAM114A1,0
539,FAM114A2,0
2796,FAM114A2,0
19953,FAM115A,0
8489,FAM115C,0
17450,FAM117A,0
4840,FAM117B,0
12843,FAM118A,0
16812,FAM118B,0
1175,FAM120A,0
6643,FAM120A,0
5076,FAM120AOS,0
18124,FAM120B,0
12793,FAM120C,0
3469,FAM122A,0
5113,FAM122B,0
5114,FAM122C,0
6136,FAM124A,0
17005,FAM124B,0
18211,FAM126A,0
8421,FAM126B,0
18872,FAM127A,0
7585,FAM127B,0
10949,FAM127C,0
210,FAM129A,0.5
3493,FAM129A,0
1068,FAM129B,0
15370,FAM129B,0
5728,FAM129C,0
4111,FAM131A,0
19922,FAM131B,0
9569,FAM131C,0
10129,FAM132A,0
8528,FAM133A,0
7325,FAM133B,0
16695,FAM134A,0
12474,FAM134B,0
5206,FAM134C,0
14220,FAM135A,0
11605,FAM135B,0
18338,FAM136A,0
2204,FAM13A,0
11821,FAM13B,0
6158,FAM13C,0
7403,FAM149A,0
10207,FAM150A,0
8410,FAM150B,0
9229,FAM151A,0
5361,FAM151B,0
8462,FAM153A,0
5842,FAM153B,0
15527,FAM153C,0
5077,FAM154A,0
8282,FAM154B,0
16190,FAM155A,0
7954,FAM155B,0
8620,FAM156A,0
9567,FAM159A,0
17884,FAM160A2,0
14301,FAM160B1,0
15310,FAM160B2,0
17927,FAM161A,0
4569,FAM161B,0
7734,FAM162A,0
4742,FAM163A,0
15137,FAM163B,0
10525,FAM166A,0
17729,FAM167A,0
18252,FAM167B,0
6648,FAM168A,0
4056,FAM168B,0
8287,FAM169B,0
9333,FAM170A,0
6171,FAM171A1,0
5306,FAM171B,0
17857,FAM172A,0
15624,FAM173A,0
4189,FAM173B,0
9500,FAM174A,0
10459,FAM174B,0
17929,FAM175A,0
6621,FAM175B,0
8273,FAM177A1,0
10481,FAM177B,0
13373,FAM178A,0
11768,FAM178B,0
5304,FAM179A,0
6574,FAM179B,0
10204,FAM180A,0
18964,FAM181A,0
6146,FAM181B,0
16831,FAM184A,0
17888,FAM186B,0
4710,FAM187B,0
17129,FAM188A,0
17949,FAM188B,0
19640,FAM189A2,0
2705,FAM189B,0
18584,FAM193A,0
12534,FAM193B,0
18066,FAM195A,0
9563,FAM195B,0
15136,FAM196A,0
11828,FAM198B,0
4339,FAM199X,0
10626,FAM19A1,0
9266,FAM19A2,0
8377,FAM19A3,0
4879,FAM19A4,0
7368,FAM19A5,0
6226,FAM200A,0
14952,FAM204A,0
12783,FAM206A,0
18493,FAM207A,0
6711,FAM208A,0
5758,FAM209A,0
10151,FAM209B,0
12628,FAM20A,0
20106,FAM20B,0
13881,FAM20C,0
3823,FAM210A,0
3463,FAM210B,0
10174,FAM212A,0
13549,FAM212B,0
18030,FAM213A,0
3929,FAM213B,0
13667,FAM214A,0
17236,FAM214B,0
8781,FAM216A,0
4552,FAM216B,0
6273,FAM217A,0
14988,FAM217B,0
4928,FAM218A,0
5874,FAM219A,0
14023,FAM219B,0
548,FAM21A,0
10066,FAM21A,0
7158,FAM21C,0
18270,FAM220A,0
9345,FAM221A,0
10354,FAM221B,0
18346,FAM222A,0
13383,FAM222B,0
5682,FAM227B,0
15516,FAM228A,0
14790,FAM229B,0
3578,FAM24A,0
5677,FAM24B,0
6190,FAM26D,0
7183,FAM26E,0
10937,FAM26F,0
8327,FAM27L,0
7543,FAM32A,0
12530,FAM35A,0
14651,FAM3A,0
12385,FAM3B,0
2473,FAM3C,0
4104,FAM3D,0
4119,FAM43A,0
5270,FAM43B,0
10590,FAM45A,0
13499,FAM45B,0
13270,FAM46A,0
3421,FAM46B,0
12701,FAM46C,0
5398,FAM46D,0
5095,FAM47A,0
5400,FAM47B,0
10976,FAM47C,0
17445,FAM49A,0
1383,FAM49B,0
12004,FAM49B,0
19192,FAM50A,0
7675,FAM50B,0
4934,FAM53A,0
19888,FAM53B,0
11822,FAM53C,0
17012,FAM57A,0
17762,FAM57B,0
19322,FAM58A,0
14454,FAM60A,0
13443,FAM63A,0
12581,FAM63B,0
12489,FAM64A,0
16784,FAM65A,0
19956,FAM65B,0
4437,FAM65C,0
10139,FAM69A,0
4307,FAM69B,0
3826,FAM69C,0
4783,FAM71A,0
4965,FAM71B,0
5665,FAM71C,0
5164,FAM71D,0
3181,FAM71E1,0
18228,FAM71F1,0
9516,FAM71F2,0
9865,FAM73A,0
18327,FAM73B,0
5732,FAM76A,0
4502,FAM76B,0
8519,FAM78A,0
4764,FAM78B,0
4582,FAM81A,0
4961,FAM81B,0
18405,FAM83A,0
6264,FAM83B,0
4013,FAM83C,0
17475,FAM83D,0
12700,FAM83E,0
3295,FAM83F,0
15231,FAM83G,0
8498,FAM83H,0
4866,FAM84A,0
5042,FAM84B,0
5667,FAM86A,0
18414,FAM86B1,0
13008,FAM86C1,0
9872,FAM89A,0
6982,FAM89B,0
11914,FAM8A1,0
12949,FAM90A1,0
5051,FAM91A1,0
9277,FAM92B,0
17956,FAM96A,0
12050,FAM96B,0
7490,FAM98A,0
8283,FAM98B,0
4701,FAM98C,0
5442,FAM9A,0
5443,FAM9B,0
5444,FAM9C,0
6421,FAN1,0
6020,FANCA,0
6031,FANCB,0
6021,FANCC,0
6022,FANCD2,0
3434,FANCD2OS,0
6023,FANCE,0
6032,FANCF,0
6033,FANCG,0
13026,FANCI,0
12936,FANCL,0
14296,FANCM,0
19412,FANK1,0
6035,FAP,0
17952,FAR1,0
13366,FAR2,0
2219,FARP1,0
20049,FARP2,0
2678,FARS2,0
550,FARSA,0
6040,FARSA,0
1513,FARSB,0
2123,FARSB,0
9639,FAS,0
9649,FASLG,0
1424,FASN,0
6043,FASN,0
2870,FASTK,0
1012,FASTKD1,0
16867,FASTKD1,0
6379,FASTKD2,0
16664,FASTKD3,0
14681,FASTKD5,0
640,FAT1,0
6065,FAT1,0
6072,FAT2,0
16832,FAT4,0
18930,FATE1,0
445,FAU,0
6079,FAU,0
18158,FAXC,0
2795,FAXDC2,0
18465,FBF1,0
1381,FBL,0
5953,FBL,0
12625,FBLIM1,0
6036,FBLN1,0
6100,FBLN2,0
2537,FBLN5,0
4044,FBLN7,0
6124,FBN1,0
6134,FBN2,0
18120,FBN3,0
797,FBP1,0
6143,FBP1,0
68,FBP2,1
18741,FBP2,0
15144,FBRS,0
12696,FBXL12,0
6251,FBXL13,0
4547,FBXL14,0
16725,FBXL15,0
4607,FBXL16,0
15357,FBXL17,0
17139,FBXL18,0
12575,FBXL19,0
7378,FBXL2,0
18389,FBXL20,0
7660,FBXL21,0
8289,FBXL22,0
7661,FBXL3,0
7672,FBXL4,0
7671,FBXL5,0
7670,FBXL6,0
6641,FBXL7,0
13147,FBXL8,0
7694,FBXO10,0
17206,FBXO11,0
5814,FBXO15,0
5040,FBXO16,0
3403,FBXO17,0
18325,FBXO18,0
7669,FBXO2,0
6491,FBXO21,0
7692,FBXO22,0
7690,FBXO24,0
7689,FBXO25,0
3887,FBXO27,0
6663,FBXO28,0
7701,FBXO3,0
17903,FBXO30,0
16959,FBXO31,0
3376,FBXO32,0
7178,FBXO33,0
12863,FBXO34,0
4092,FBXO36,0
17441,FBXO38,0
5212,FBXO39,0
7700,FBXO4,0
12098,FBXO40,0
4834,FBXO41,0
12466,FBXO42,0
8505,FBXO43,0
19559,FBXO44,0
5786,FBXO45,0
6810,FBXO46,0
11348,FBXO47,0
13191,FBXO48,0
7699,FBXO5,0
7698,FBXO6,0
7347,FBXO7,0
7696,FBXO8,0
7695,FBXO9,0
2538,FBXW10,0
6725,FBXW11,0
8429,FBXW12,0
7648,FBXW2,0
15279,FBXW4,0
12472,FBXW5,0
13104,FBXW7,0
7687,FBXW8,0
17999,FBXW9,0
17846,FCAMR,0
6150,FCER1A,0
243,FCER1G,0.5
6152,FCER1G,0
6153,FCER2,0
11623,FCF1,0
18805,FCGBP,0
6155,FCGR1A,0
6164,FCGR1B,0
6185,FCGR2A,0
6189,FCGR2B,0
19147,FCGR2C,0
6198,FCGR3A,0
6213,FCGR3B,0
66,FCGRT,1
6222,FCGRT,0
6600,FCHO1,0
3418,FCHO2,0
18913,FCHSD1,0
20065,FCHSD2,0
6231,FCN1,0
6241,FCN2,0
18535,FCN3,0
3407,FCRL1,0
16759,FCRL2,0
3408,FCRL3,0
17644,FCRL4,0
17643,FCRL5,0
9445,FCRL6,0
18286,FCRLA,0
3959,FCRLB,0
7566,FDCSP,0
6248,FDFT1,0
960,FDPS,0
6256,FDPS,0
6280,FDX1,0
6284,FDXR,0
6285,FECH,0
13226,FEM1A,0
2177,FEM1B,0
13846,FEM1C,0
6286,FEN1,0
6289,FER,0
19018,FER1L5,0
15557,FER1L6,0
6275,FERD3L,0
13278,FERMT1,0
2918,FERMT2,0
1344,FERMT3,0
17755,FERMT3,0
6290,FES,0
7886,FETUB,0
12619,FEV,0
19848,FEZ1,0
10203,FEZF1,0
12899,FEZF2,0
8524,FFAR1,0
8534,FFAR2,0
8529,FFAR3,0
9246,FFAR4,0
6291,FGA,0
6292,FGB,0
6293,FGD1,0
1865,FGD2,0
6207,FGD2,0
18912,FGD3,0
3676,FGD4,0
4911,FGD5,0
13435,FGD6,0
6294,FGF1,0
6304,FGF10,0
6305,FGF11,0
6307,FGF12,0
6308,FGF13,0
6309,FGF14,0
18774,FGF16,0
18773,FGF17,0
18768,FGF18,0
20149,FGF19,0
6295,FGF2,0
7709,FGF20,0
7717,FGF21,0
7894,FGF22,0
17319,FGF23,0
6296,FGF3,0
6297,FGF4,0
6299,FGF5,0
6300,FGF6,0
6301,FGF7,0
6302,FGF8,0
6303,FGF9,0
20164,FGFBP1,0
17816,FGFBP2,0
4486,FGFBP3,0
6311,FGFR1,0
3033,FGFR1OP,0
7611,FGFR1OP2,0
6314,FGFR2,0
6312,FGFR3,0
6315,FGFR4,0
12346,FGFRL1,0
6316,FGG,0
13084,FGGY,0
6317,FGL1,0
2826,FGL2,0
1566,FGR,0
6318,FGR,0
838,FH,0
6319,FH,0
18532,FHDC1,0
6320,FHIT,0
6321,FHL1,0
6322,FHL2,0
6323,FHL3,0
19688,FHL5,0
480,FHOD1,0
8661,FHOD1,0
17208,FHOD3,0
18358,FIBCD1,0
10074,FIBIN,0
19243,FIBP,0
3068,FICD,0
20085,FIG4,0
6324,FIGF,0
9459,FIGLA,0
12948,FIGN,0
15005,FIGNL1,0
10533,FIGNL2,0
7975,FILIP1,0
3169,FILIP1L,0
17472,FIP1L1,0
601,FIS1,0
11584,FIS1,0
5169,FITM1,0
3988,FITM2,0
18352,FIZ1,0
7056,FJX1,0
14709,FKBP10,0
11818,FKBP11,0
12866,FKBP14,0
1325,FKBP15,0
6738,FKBP15,0
1672,FKBP1A,0
6330,FKBP1A,0
6339,FKBP1B,0
1724,FKBP2,0
6372,FKBP2,0
408,FKBP3,0
6381,FKBP3,0
987,FKBP4,0
6392,FKBP4,0
1788,FKBP5,0
6402,FKBP5,0
18220,FKBP6,0
12062,FKBP7,0
7033,FKBP8,0
3253,FKBP9,0
14991,FKBPL,0
16702,FKRP,0
6227,FKTN,0
17257,FLAD1,0
5795,FLCN,0
6577,FLG,0
10144,FLG2,0
6584,FLI1,0
899,FLII,0
6594,FLII,0
17186,FLJ22184,0
10500,FLJ33360,0
10364,FLJ44635,0
15227,FLJ44838,0
10468,FLJ45079,0
10928,FLJ46838,0
851,FLNA,0
6608,FLNA,0
282,FLNB,0
6618,FLNB,0
1222,FLNC,0
6628,FLNC,0
2266,FLOT1,0
424,FLOT2,0
6636,FLOT2,0
7032,FLRT1,0
7031,FLRT3,0
6654,FLT1,0
6664,FLT3,0
6672,FLT3LG,0
6680,FLT4,0
8594,FLVCR1,0
13305,FLVCR2,0
17995,FLYWCH1,0
3383,FLYWCH2,0
13780,FMN2,0
1491,FMNL1,0
16395,FMNL1,0
3344,FMNL2,0
19145,FMNL3,0
6699,FMO1,0
6708,FMO2,0
6717,FMO3,0
6724,FMO4,0
6730,FMO5,0
6741,FMOD,0
6750,FMR1,0
5091,FMR1NB,0
6769,FN1,0
15060,FN3K,0
16864,FN3KRP,0
225,FNBP1,0.5
6520,FNBP1,0
12721,FNBP1L,0
6777,FNBP4,0
18179,FNDC1,0
6374,FNDC3A,0
15325,FNDC3B,0
15356,FNDC4,0
7133,FNDC5,0
5253,FNDC7,0
12626,FNDC8,0
10634,FNDC9,0
19855,FNIP1,0
1552,FNTA,0
6799,FNTA,0
6825,FNTB,0
12755,FOCAD,0
6850,FOLH1,0
6071,FOLH1B,0
6867,FOLR1,0
6878,FOLR2,0
6895,FOLR3,0
10277,FOLR4,0
3749,FOPNL,0
6905,FOS,0
6914,FOSB,0
17301,FOSL1,0
6924,FOSL2,0
9026,FOXA1,0
9028,FOXA2,0
9029,FOXA3,0
10975,FOXB2,0
6458,FOXC1,0
6459,FOXD1,0
6527,FOXD2,0
7903,FOXD3,0
6464,FOXD4,0
5761,FOXD4L1,0
8523,FOXD4L3,0
9589,FOXD4L4,0
15532,FOXD4L6,0
6513,FOXE1,0
6487,FOXE3,0
6446,FOXF1,0
6453,FOXF2,0
6411,FOXG1,0
18868,FOXH1,0
6473,FOXI1,0
10437,FOXI2,0
6496,FOXJ1,0
13460,FOXJ2,0
6399,FOXJ3,0
6236,FOXK1,0
9698,FOXK2,0
6483,FOXL1,0
15716,FOXL2,0
6522,FOXM1,0
18160,FOXN1,0
9182,FOXN2,0
3037,FOXN3,0
3683,FOXN4,0
6544,FOXO1,0
6552,FOXO3,0
10826,FOXO4,0
7934,FOXP1,0
19602,FOXP2,0
11550,FOXP3,0
3457,FOXP4,0
19654,FOXQ1,0
8214,FOXR1,0
4355,FOXR2,0
13250,FOXRED1,0
17134,FOXRED2,0
6535,FOXS1,0
6935,FPGS,0
18742,FPGT,0
6944,FPR1,0
6946,FPR2,0
6957,FPR3,0
3588,FRA10AC1,0
17175,FRAS1,0
2098,FRAT1,0
6809,FRAT2,0
5079,FREM1,0
9394,FREM2,0
7104,FRG1,0
11008,FRG2,0
10956,FRG2B,0
7062,FRK,0
17109,FRMD1,0
7303,FRMD3,0
13348,FRMD4A,0
18401,FRMD5,0
3710,FRMD6,0
18980,FRMD7,0
17778,FRMD8,0
6359,FRMPD1,0
4481,FRMPD2,0
19962,FRMPD4,0
10322,FRRS1,0
7020,FRRS1L,0
2792,FRS2,0
2791,FRS3,0
2188,FRY,0
60,FRYL,1
8458,FRYL,0
7105,FRZB,0
17893,FSCB,0
17,FSCN1,1
15663,FSCN1,0
7348,FSCN2,0
8859,FSCN3,0
16732,FSD1,0
17794,FSD1L,0
3744,FSD2,0
7106,FSHB,0
7109,FSHR,0
5191,FSIP1,0
10490,FSIP2,0
2494,FST,0
3083,FSTL1,0
2326,FSTL3,0
6566,FSTL4,0
13802,FSTL5,0
2800,FTCD,0
13,FTH1,1
7111,FTH1,0
12362,FTHL17,0
205,FTL,0.5
7115,FTL,0
19618,FTMT,0
16661,FTO,0
7050,FTSJ1,0
8830,FTSJ2,0
3534,FTSJ3,0
1938,FUBP1,0
18826,FUBP1,0
18877,FUBP3,0
492,FUCA1,0
7118,FUCA1,0
7119,FUCA2,0
5688,FUK,0
4344,FUNDC1,0
15625,FUNDC2,0
290,FUOM,0
8200,FUOM,0
11442,FURIN,0
1812,FUS,0
7121,FUS,0
7122,FUT1,0
18256,FUT10,0
5404,FUT11,0
7123,FUT2,0
7124,FUT3,0
7125,FUT4,0
7126,FUT5,0
7127,FUT6,0
7130,FUT7,0
7134,FUT8,0
2695,FUT9,0
17204,FUZ,0
7043,FXN,0
562,FXR1,0
17371,FXR1,0
19738,FXR2,0
12302,FXYD1,0
11273,FXYD2,0
12303,FXYD3,0
12340,FXYD4,0
12339,FXYD5,0
12338,FXYD6,0
12337,FXYD7,0
7145,FYB,0
16774,FYCO1,0
7146,FYN,0
17987,FYTTD1,0
17619,FZD1,0
3121,FZD10,0
7149,FZD2,0
16936,FZD3,0
17620,FZD4,0
16589,FZD5,0
17621,FZD6,0
17622,FZD7,0
17623,FZD8,0
17625,FZD9,0
11854,FZR1,0
11448,G0S2,0
13299,G2E3,0
712,G3BP1,0
2205,G3BP1,0
20098,G3BP2,0
7162,G6PC,0
14347,G6PC2,0
19413,G6PC3,0
1194,G6PD,0
7166,G6PD,0
1123,GAA,0
7202,GAA,0
7207,GAB1,0
20041,GAB2,0
4357,GAB3,0
4015,GAB4,0
145,GABARAP,0.5
3263,GABARAP,0
7017,GABARAPL1,0
3275,GABARAPL2,0
7213,GABBR1,0
19788,GABBR2,0
7219,GABPA,0
7229,GABPB1,0
3893,GABPB2,0
7236,GABRA1,0
7240,GABRA2,0
7242,GABRA3,0
7245,GABRA4,0
7252,GABRA5,0
7254,GABRA6,0
7258,GABRB1,0
7261,GABRB2,0
7265,GABRB3,0
7268,GABRD,0
7277,GABRE,0
7281,GABRG1,0
7284,GABRG2,0
7288,GABRG3,0
7292,GABRP,0
13516,GABRQ,0
7295,GABRR1,0
7302,GABRR2,0
5789,GABRR3,0
7307,GAD1,0
7315,GAD2,0
5292,GADD45A,0
11060,GADD45B,0
2861,GADD45G,0
19046,GADD45GIP1,0
9321,GADL1,0
7848,GAGE12I,0
7324,GAGE2C,0
7849,GAGE2E,0
7327,GAGE4,0
7332,GAGE5,0
7338,GAGE6,0
7343,GAGE7,0
7354,GAK,0
11629,GAL,0
19739,GAL3ST1,0
15036,GAL3ST2,0
18902,GAL3ST3,0
16877,GAL3ST4,0
7364,GALC,0
1937,GALE,0
7371,GALE,0
7390,GALK1,0
7398,GALK2,0
357,GALM,0
4079,GALM,0
1690,GALNS,0
7418,GALNS,0
7424,GALNT1,0
13247,GALNT10,0
14973,GALNT11,0
16882,GALNT12,0
3352,GALNT13,0
16822,GALNT14,0
3536,GALNT15,0
14116,GALNT16,0
9823,GALNT18,0
7434,GALNT2,0
7442,GALNT3,0
18666,GALNT4,0
3134,GALNT5,0
3133,GALNT6,0
12141,GALNT7,0
7716,GALNT8,0
11471,GALNT9,0
5372,GALNTL5,0
10967,GALNTL6,0
18552,GALP,0
7409,GALR1,0
18762,GALR2,0
7451,GALT,0
7482,GAMT,0
17414,GAN,0
1452,GANAB,0
6640,GANAB,0
7497,GANC,0
7503,GAP43,0
1511,GAPDH,0
7509,GAPDH,0
7725,GAPDHS,0
5847,GAPT,0
7613,GAPVD1,0
12454,GAR1,0
15312,GAREM,0
17992,GARNL3,0
1684,GARS,0
7639,GARS,0
715,GART,0
7644,GART,0
7647,GAS1,0
7651,GAS2,0
2648,GAS2L1,0
7091,GAS2L2,0
8254,GAS2L3,0
7655,GAS6,0
18446,GAS7,0
7659,GAS8,0
7120,GAST,0
7666,GATA1,0
7674,GATA2,0
7680,GATA3,0
7688,GATA4,0
4396,GATA5,0
7697,GATA6,0
14338,GATAD1,0
12669,GATAD2A,0
229,GATAD2B,0.5
14121,GATAD2B,0
12145,GATB,0
8257,GATC,0
7707,GATM,0
9599,GATS,0
15509,GATSL3,0
358,GBA,0
7715,GBA,0
14303,GBA2,0
14326,GBA3,0
499,GBAS,0
7722,GBAS,0
1239,GBE1,0
7723,GBE1,0
18697,GBF1,0
7721,GBGT1,0
25,GBP1,1
7724,GBP1,0
248,GBP2,0.5
7729,GBP2,0
7731,GBP3,0
3410,GBP4,0
3411,GBP5,0
5251,GBP6,0
10137,GBP7,0
7735,GBX2,0
7736,GC,0
1282,GCA,0
7356,GCA,0
6855,GCAT,0
16788,GCC1,0
19858,GCC2,0
2006,GCDH,0
7737,GCDH,0
15928,GCFC2,0
7738,GCG,0
7739,GCGR,0
7740,GCH1,0
7741,GCHFR,0
7742,GCK,0
7743,GCKR,0
620,GCLC,0
8043,GCLC,0
8054,GCLM,0
18445,GCM1,0
19400,GCM2,0
744,GCN1L1,0
2923,GCN1L1,0
7759,GCNT1,0
7767,GCNT2,0
19398,GCNT3,0
11816,GCNT4,0
4583,GCOM1,0
7310,GCSAM,0
4747,GCSAML,0
7781,GCSH,0
19827,GDA,0
12430,GDAP1,0
16613,GDAP1L1,0
12685,GDAP2,0
12005,GDE1,0
7808,GDF10,0
2276,GDF11,0
19742,GDF15,0
7794,GDF2,0
19794,GDF3,0
17558,GDF5,0
10353,GDF6,0
4869,GDF7,0
7806,GDF9,0
1642,GDI1,0
7809,GDI1,0
1124,GDI2,0
7811,GDI2,0
7823,GDNF,0
8330,GDPD1,0
12703,GDPD2,0
16707,GDPD3,0
6128,GDPD4,0
17440,GDPD5,0
10300,GDPGP1,0
7829,GEM,0
18306,GEMIN2,0
11480,GEMIN4,0
7475,GEMIN5,0
16995,GEMIN6,0
16937,GEMIN7,0
12800,GEMIN8,0
9572,GEN1,0
1976,GET4,0
12026,GET4,0
7834,GFAP,0
7839,GFER,0
7841,GFI1,0
17626,GFI1B,0
18537,GFM1,0
18074,GFM2,0
12458,GFOD1,0
17463,GFOD2,0
27,GFPT1,1
7842,GFPT1,0
20133,GFPT2,0
7845,GFRA1,0
7850,GFRA2,0
7853,GFRA3,0
15041,GFRA4,0
10195,GFRAL,0
7592,GGA1,0
6530,GGA2,0
309,GGA3,0
6611,GGA3,0
1688,GGCT,0
16628,GGCT,0
7855,GGCX,0
204,GGH,0.5
18786,GGH,0
5723,GGN,0
17046,GGNBP2,0
19684,GGPS1,0
16196,GGT2,0
7858,GGT5,0
3809,GGT6,0
7857,GGT7,0
19332,GGTLC1,0
19178,GGTLC2,0
7861,GH1,0
7862,GH2,0
18131,GHDC,0
7924,GHITM,0
7864,GHR,0
7865,GHRH,0
7866,GHRHR,0
12107,GHRL,0
7867,GHSR,0
16629,GID4,0
652,GID8,0
7868,GIF,0
15259,GIGYF1,0
298,GIGYF2,0
7578,GIGYF2,0
5413,GIMAP1,0
7632,GIMAP2,0
1801,GIMAP4,0
13114,GIMAP4,0
13151,GIMAP5,0
11176,GIMAP6,0
5378,GIMAP7,0
5006,GIMAP8,0
12677,GIN1,0
3474,GINM1,0
20034,GINS1,0
12059,GINS2,0
15333,GINS3,0
18033,GINS4,0
7869,GIP,0
2742,GIPC1,0
12664,GIPC2,0
3874,GIPC3,0
7874,GIPR,0
8578,GIT1,0
887,GIT2,0
20014,GIT2,0
7876,GJA1,0
18231,GJA10,0
7890,GJA3,0
7895,GJA4,0
7901,GJA5,0
7904,GJA8,0
17382,GJA9,0
7918,GJB1,0
7919,GJB2,0
7925,GJB3,0
3938,GJB4,0
7937,GJB5,0
2780,GJB6,0
9894,GJB7,0
2119,GJC1,0
14008,GJC2,0
9587,GJC3,0
14079,GJD2,0
3816,GJD3,0
6084,GJD4,0
1975,GK,0
7947,GK,0
7957,GK2,0
7272,GK5,0
17267,GKAP1,0
13694,GKN1,0
5767,GKN2,0
7990,GLA,0
459,GLB1,0
8007,GLB1,0
16766,GLB1L,0
18946,GLB1L2,0
3212,GLB1L3,0
3250,GLCCI1,0
7557,GLCE,0
8062,GLDC,0
9403,GLDN,0
8071,GLE1,0
117,GLG1,0.5
8080,GLG1,0
8091,GLI1,0
8095,GLI2,0
8096,GLI3,0
8097,GLI4,0
2942,GLIPR1,0
7289,GLIPR1L1,0
4529,GLIPR1L2,0
1255,GLIPR2,0
4898,GLIPR2,0
4754,GLIS1,0
18206,GLIS2,0
5396,GLIS3,0
3062,GLMN,0
1233,GLO1,0
8098,GLO1,0
728,GLOD4,0
11591,GLOD4,0
10363,GLOD5,0
8100,GLP1R,0
19531,GLP2R,0
8101,GLRA1,0
8102,GLRA2,0
17126,GLRA3,0
10948,GLRA4,0
8104,GLRB,0
1797,GLRX,0
8112,GLRX,0
11582,GLRX2,0
930,GLRX3,0
2560,GLRX3,0
11743,GLRX5,0
73,GLS,1
8110,GLS,0
7988,GLS2,0
4538,GLT1D1,0
9693,GLT6D1,0
13477,GLT8D1,0
17666,GLT8D2,0
1681,GLTP,0
11750,GLTP,0
10101,GLTPD2,0
8858,GLTSCR1,0
6882,GLTSCR1L,0
8857,GLTSCR2,0
1605,GLUD1,0
8113,GLUD1,0
8114,GLUD2,0
1629,GLUL,0
8116,GLUL,0
2304,GLYAT,0
19371,GLYATL1,0
6113,GLYATL2,0
4136,GLYCTK,0
18201,GLYR1,0
102,GM2A,0.5
8118,GM2A,0
15184,GMCL1,0
1904,GMDS,0
8119,GMDS,0
2696,GMEB1,0
7652,GMEB2,0
828,GMFB,0
8120,GMFB,0
