"GeneSymbol","EntrezID","sgRNA","CRISPR.beta","CRISPR.z","CRISPR.p.value","CRISPR.fdr","CRISPR.wald.p.value","CRISPR.wald.fdr","replicate1","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","Pathway"
"SLC35A1",10559,6,0.45599,0.69091,0.41868,0.97594,0.48962,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35A2",7355,6,-0.19872,-0.44098,0.10375,0.83032,0.65923,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35A3",23443,6,0.57934,1.1161,0.1974,0.91985,0.26436,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35A4",113829,6,0.40541,0.80365,0.54482,0.98209,0.4216,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35A5",55032,6,0.27956,0.60217,0.90529,0.99913,0.54706,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35B2",347734,6,0.15552,0.35933,0.72784,0.9938,0.71935,0.94548,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35B3",51000,6,0.41414,0.90592,0.52316,0.98209,0.36498,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35B4",84912,6,0.38729,0.9014,0.59326,0.98885,0.36737,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35C1",55343,6,0.71008,0.92615,0.071992,0.778,0.35437,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35C2",51006,6,0.57143,0.96299,0.20869,0.92974,0.33555,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35D1",23169,6,1.2114,0.74646,0.00069134,0.13158,0.45539,0.94395,1,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SLC35D2",11046,6,-0.054716,-0.18597,0.26335,0.95663,0.85247,0.96815,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35D3",340146,6,0.15731,0.42658,0.73213,0.9938,0.66969,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35E1",79939,6,0.2339,0.56502,0.95783,0.99918,0.57206,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35E2",9906,5,0.32853,0.53441,0.78338,0.99598,0.59306,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35E2B",728661,4,0.33095,0.88702,0.7996,0.9961,0.37507,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35E3",55508,6,0.50822,0.78325,0.31447,0.96945,0.43348,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35E4",339665,6,0.11106,0.37403,0.60478,0.98945,0.70838,0.94531,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35F1",222553,6,0.38123,0.90779,0.60976,0.98948,0.36399,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35F2",54733,6,0.29616,0.80657,0.8538,0.99688,0.41991,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35F3",148641,6,0.1334,0.38566,0.66581,0.9938,0.69975,0.94531,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35F5",80255,6,0.39674,0.77314,0.56593,0.98706,0.43944,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35F6",54978,6,0.10297,0.28777,0.58612,0.98867,0.77352,0.95259,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35G1",159371,6,-0.0025904,-0.005765,0.35125,0.97257,0.9954,0.9995,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35G2",80723,6,0.03962,0.10932,0.43642,0.97974,0.91295,0.97822,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35G3",146861,6,0.14479,0.36558,0.6977,0.9938,0.71468,0.94548,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35G5",83650,6,0.067851,0.19904,0.49942,0.98209,0.84224,0.9661,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC35G6",643664,6,0.24587,0.50079,0.99502,1,0.61652,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC36A1",206358,6,0.078089,0.24963,0.52381,0.98209,0.80288,0.95801,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC36A2",153201,6,0.82083,0.95101,0.025487,0.56531,0.3416,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SLC36A3",285641,6,0.5878,0.94022,0.18542,0.91443,0.34711,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC36A4",120103,6,0.80047,1.1741,0.031018,0.60359,0.24034,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SLC37A1",54020,6,0.085325,0.18745,0.5409,0.98209,0.85131,0.9678,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC37A2",219855,6,0.17834,0.47277,0.79269,0.99598,0.63638,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC37A3",84255,6,0.2551,0.69949,0.97931,0.9993,0.48424,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC37A4",2542,6,0.096129,0.28169,0.56847,0.98736,0.77818,0.95296,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC38A1",81539,6,0.3553,0.79482,0.68157,0.9938,0.42672,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC38A10",124565,6,0.042279,0.1803,0.44186,0.97974,0.85692,0.96925,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC38A11",151258,6,0.35457,0.81906,0.68327,0.9938,0.41275,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC38A2",54407,6,-0.033759,-0.091999,0.29548,0.96222,0.9267,0.98119,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC38A3",10991,6,0.51421,1.05,0.30341,0.96525,0.29371,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC38A4",55089,6,0.71549,1.3391,0.068627,0.7711,0.18053,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC38A5",92745,6,0.19955,0.4714,0.85321,0.99688,0.63735,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC38A6",145389,6,0.36886,0.87146,0.64451,0.99311,0.3835,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC38A7",55238,6,0.34763,0.79387,0.70286,0.9938,0.42727,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC38A8",146167,6,0.37339,0.71452,0.63179,0.99111,0.47491,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC38A9",153129,6,-0.073293,-0.12768,0.23446,0.94875,0.8984,0.9766,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC39A1",27173,6,0.074842,0.23693,0.51625,0.98209,0.81271,0.96095,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC39A10",57181,6,0.35118,0.81994,0.69286,0.9938,0.41225,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC39A11",201266,6,0.48636,0.84188,0.35493,0.97353,0.39986,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC39A12",221074,6,-0.08968,-0.18079,0.21141,0.93043,0.85653,0.96925,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC39A13",91252,6,0.28544,0.7771,0.8869,0.9983,0.4371,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC39A14",23516,6,0.02514,0.077856,0.40614,0.97543,0.93794,0.98505,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC39A2",29986,6,0.19036,0.61526,0.82744,0.99668,0.53838,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC39A3",29985,6,0.16659,0.41673,0.75845,0.99458,0.67687,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC39A4",55630,6,-0.01171,-0.037404,0.33447,0.97058,0.97016,0.99319,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC39A5",283375,6,0.19353,0.44963,0.83643,0.99668,0.65298,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC39A6",25800,6,0.25977,0.47168,0.96493,0.9993,0.63716,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC39A7",7922,6,0.064044,0.13492,0.49044,0.98209,0.89267,0.97577,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC39A8",64116,6,0.5508,1.2459,0.24031,0.9507,0.21282,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC39A9",55334,6,0.15203,0.4201,0.71747,0.9938,0.67441,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC3A1",6519,6,0.43523,0.67276,0.46813,0.98088,0.5011,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC3A2",6520,6,-0.56647,-1.5626,0.0057612,0.33602,0.11815,0.94395,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"SLC40A1",30061,6,0.31956,0.68264,0.78449,0.99598,0.49483,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC41A1",254428,6,0.41895,1.089,0.51012,0.98209,0.27614,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC41A2",84102,6,0.305,0.69271,0.82652,0.99668,0.48849,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC41A3",54946,6,0.26963,0.60854,0.93437,0.99913,0.54283,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC43A1",8501,6,-0.19348,-0.63194,0.10794,0.83883,0.52742,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC43A2",124935,6,0.33319,0.81712,0.74485,0.9938,0.41386,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC43A3",29015,6,0.74195,1.2899,0.054846,0.72655,0.19709,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC44A1",23446,6,0.53971,1.314,0.25828,0.95452,0.18885,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC44A2",57153,6,0.53822,0.94228,0.26105,0.95628,0.34605,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC44A3",126969,6,0.38617,0.53365,0.59635,0.98885,0.59358,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC44A4",80736,6,0.09619,0.3117,0.56865,0.98736,0.75527,0.94986,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC44A5",204962,6,0.46718,0.99326,0.39443,0.97543,0.32059,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC45A1",50651,6,0.52661,0.94612,0.28022,0.95663,0.34409,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC45A2",51151,6,0.86881,0.85829,0.015809,0.49011,0.39073,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SLC45A3",85414,6,0.7477,1.046,0.051758,0.71563,0.29555,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC45A4",57210,6,0.11728,0.30875,0.62156,0.98966,0.75751,0.95003,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC46A1",113235,6,0.42888,0.49884,0.48495,0.98209,0.61789,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC46A2",57864,6,0.091127,0.28432,0.55528,0.98383,0.77616,0.95291,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC46A3",283537,6,0.48762,0.86867,0.35249,0.97307,0.38503,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC47A1",55244,6,0.30638,0.67447,0.82246,0.99668,0.50002,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC47A2",146802,6,0.030444,0.073671,0.41729,0.97594,0.94127,0.98558,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC48A1",55652,6,0.22905,0.39046,0.94299,0.99913,0.6962,0.94531,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC4A1",6521,6,0.2285,0.62918,0.94174,0.99913,0.52923,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC4A10",57282,6,0.78406,0.97093,0.036733,0.63536,0.33158,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SLC4A11",83959,6,0.05254,0.12622,0.46458,0.98007,0.89955,0.97679,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC4A1AP",22950,6,0.3407,0.53303,0.72374,0.9938,0.59401,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC4A2",6522,6,0.1348,0.34997,0.66954,0.9938,0.72636,0.94638,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC4A3",6508,6,0.090566,0.2711,0.55353,0.98346,0.78631,0.95343,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC4A4",8671,6,0.15102,0.47948,0.71452,0.9938,0.6316,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC4A5",57835,6,0.30017,0.61764,0.84122,0.99668,0.53681,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC4A7",9497,6,0.27329,0.55827,0.92289,0.99913,0.57666,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC4A8",9498,6,0.0089909,0.030788,0.37475,0.97519,0.97544,0.99451,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC4A9",83697,6,0.64642,0.87242,0.12126,0.8605,0.38298,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC50A1",55974,6,0.36924,0.62644,0.64331,0.99311,0.53103,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC51A",200931,6,0.29659,0.69447,0.85256,0.99688,0.48739,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC51B",123264,6,0.32412,0.80647,0.7714,0.9953,0.41997,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC52A1",55065,6,0.41336,0.91792,0.52514,0.98209,0.35866,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC52A2",79581,6,0.00042009,0.0010557,0.35705,0.97353,0.99916,0.99978,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC52A3",113278,6,0.1019,0.29034,0.58303,0.98867,0.77156,0.95219,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC5A1",6523,6,0.43679,0.82667,0.46389,0.98007,0.40842,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC5A10",125206,6,-0.0090379,-0.033351,0.34046,0.97156,0.97339,0.99362,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC5A11",115584,6,0.28765,0.77515,0.88008,0.9983,0.43825,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC5A12",159963,6,0.26641,0.74899,0.94414,0.99913,0.45387,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC5A2",6524,6,0.29783,0.57871,0.84837,0.99688,0.56278,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC5A3",6526,6,0.48162,0.77119,0.3647,0.97382,0.4406,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC5A4",6527,6,0.32559,0.71607,0.76702,0.99494,0.47395,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC5A5",6528,6,0.030879,0.11855,0.41835,0.97594,0.90563,0.9779,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC5A6",8884,6,0.32808,0.67301,0.75992,0.99458,0.50094,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC5A7",60482,6,0.11375,0.24062,0.61207,0.98948,0.80985,0.96004,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC5A8",160728,6,0.43561,0.95658,0.46712,0.98057,0.33878,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC5A9",200010,6,0.32268,0.80253,0.77578,0.99598,0.42225,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC6A1",6529,6,0.087703,0.19937,0.54588,0.98209,0.84197,0.9661,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC6A11",6538,6,0.48914,0.89515,0.35028,0.97257,0.37071,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC6A12",6539,6,0.42016,1.0222,0.50675,0.98209,0.3067,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC6A13",6540,6,0.0066006,0.018713,0.36964,0.97382,0.98507,0.99689,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC6A14",11254,6,0.11191,0.31021,0.60686,0.98948,0.7564,0.95003,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC6A15",55117,6,0.25089,0.44887,0.99152,0.99995,0.65353,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC6A16",28968,6,0.32409,0.76755,0.77144,0.9953,0.44275,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC6A17",388662,6,0.28513,0.78475,0.88796,0.9983,0.4326,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC6A18",348932,6,0.25241,0.58028,0.98705,0.9993,0.56172,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC6A19",340024,6,0.31215,0.72727,0.80606,0.99668,0.46706,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC6A2",6530,6,0.35024,0.68659,0.69572,0.9938,0.49234,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC6A20",54716,6,-0.012866,-0.031557,0.33203,0.97058,0.97483,0.99435,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC6A3",6531,6,0.21882,0.55717,0.91082,0.99913,0.57741,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC6A4",6532,6,-0.57056,-1.6351,0.0054385,0.32873,0.10203,0.94395,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"SLC6A5",9152,6,0.51142,1.3391,0.30843,0.96748,0.18053,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC6A6",6533,6,0.42146,0.85994,0.50366,0.98209,0.38982,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC6A7",6534,6,0.19821,0.37653,0.84956,0.99688,0.70652,0.94531,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC6A8",6535,6,0.43521,0.86602,0.46813,0.98088,0.38648,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC6A9",6536,6,0.12756,0.38026,0.64912,0.9938,0.70375,0.94531,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC7A1",6541,6,-0.7078,-1.701,0.0016592,0.20725,0.088936,0.94395,0.5,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SLC7A10",56301,6,-0.4132,-1.335,0.020971,0.52419,0.18187,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SLC7A11",23657,6,0.19533,0.48255,0.84178,0.99668,0.62941,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC7A13",157724,6,0.20879,0.54609,0.88123,0.9983,0.585,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC7A14",57709,6,0.65795,1.1116,0.11052,0.84427,0.26629,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC7A2",6542,6,0.28699,0.65776,0.88229,0.9983,0.51069,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC7A3",84889,6,0.42094,0.62379,0.50491,0.98209,0.53277,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
