"GeneSymbol","X","EntrezID","Zscore","NetworkDegree","Exp_Stat_Value","KEGGdb","LowestCSAscore","LowestCSAscoreCorrected","ZSdes","NAdes","CSAdes","Replicate1","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","KEGG.5","KEGG.class.iteration5","Network.5","Network.class.iteration5","KEGG.6","KEGG.class.iteration6","Network.6","Network.class.iteration6","Pathway"
"F630111L10Rik",16006,320463,0.266,0,0,"Absent",0.143,0.143,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"F7",1375,14068,1.384,0,0,"Present",0.718,0.718,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"F8",1376,14069,0.113,0,0,"Present",0.021,0.021,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"F830004M19Rik",15952,320224,0.078,0,0.5,"Absent",0.006,0.006,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"F830045P16Rik",13343,228592,0.297,0,0,"Absent",0.006,0.006,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"F8a",1377,14070,1.27,0,1,"Absent",0.343,0.343,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"F9",1378,14071,1.528,0,1,"Present",0.148,0.148,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Fa2h",16370,338521,2.252,0,0,"Absent",0.237,0.237,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Faah",1379,14073,0.448,0,1,"Absent",0.162,0.162,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Fabp1",1382,14080,0.227,0,0,"Present",0.111,0.111,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Fabp2",1381,14079,0.138,0,0,"Present",0.125,0.125,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Fabp3",1380,14077,-0.037,0,1,"Present",0.058,0.058,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Fabp4",210,11770,1.47,0,0,"Present",0.349,0.349,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Fabp5",2402,16592,0.686,0,1,"Present",0.557,0.557,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Fabp6",2235,16204,4.256,0,1,"Present",0.67,0.67,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Fabp7",411,12140,0.99,0,0,"Present",0.802,0.802,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Fabp9",4486,21884,0.478,0,1,"Absent",0.143,0.143,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fadd",1384,14082,1.351,0,1,"Present",0.422,0.422,"0","0","0",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Fads1",9996,76267,-0.358,0,1,"Present",0.025,0.025,"0","0","0",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Fads2",6304,56473,-1.534,0,1,"Present",0.005,0.005,"HitbyZS","HitbyNA","0",0.5,"Yes",1,"No",1,"Yes",1,"No",1,"Yes",1,"No",1,"Yes",1,"No",1,"Yes",1,"No",1,"Yes",1,"No",1,"Biosynthesis of unsaturated fatty acids, Fatty acid metabolism"
"Fads3",6763,60527,-0.659,0,1,"Absent",0,0,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fads6",16147,328035,0.544,0,1,"Absent",0.246,0.246,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Faf1",1386,14084,1.463,0,1,"Absent",0.546,0.546,"0","0","0",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Faf2",10066,76577,-0.23,0,1,"Absent",0.144,0.144,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fah",1387,14085,-0.16,0,1,"Present",0.179,0.179,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Fahd1",8322,68636,1.937,0,1,"Absent",0.976,0.976,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Fahd2a",8151,68126,-0.061,0,1,"Absent",0.113,0.113,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Faim",4953,23873,1.038,0,1,"Absent",0.397,0.397,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Faim2",9263,72393,-0.284,0,0,"Absent",0.068,0.068,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Faim3",8472,69169,-0.346,0,0,"Absent",0.003,0.003,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam101a",9400,73121,1.792,0,0,"Absent",0.155,0.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam102a",10872,98952,-0.14,0,1,"Absent",0.069,0.069,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam103a1",7599,67148,-1.561,0,1,"Absent",0.271,0.271,"HitbyZS","HitbyNA","HitbyCSA",1,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,NA
"Fam104a",5419,28081,0.129,0,1,"Absent",0.179,0.179,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam105a",12963,223433,-0.188,0,0,"Absent",0.098,0.098,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam107a",15484,268709,-0.508,0,0,"Absent",0.013,0.013,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam107b",7236,66540,0.478,0,1,"Absent",0.198,0.198,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam109a",13620,231717,3.02,0,1,"Absent",0.936,0.936,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam109b",16362,338368,-0.691,0,0,"Absent",0.09,0.09,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam110a",9519,73847,-0.334,0,1,"Absent",0.647,0.647,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam110b",14301,242297,2.286,0,1,"Absent",0.455,0.455,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam110c",11184,104943,0.185,0,0,"Absent",0.032,0.032,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam111a",11311,107373,-1.141,0,1,"Absent",0.017,0.017,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam114a1",8229,68303,0.058,0,0,"Absent",0.057,0.057,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam114a2",7923,67726,-0.892,0,1,"Absent",0.039,0.039,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam115c",13703,232748,-0.838,0,0,"Absent",0.045,0.045,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam115e",16577,403088,0.545,0,0,"Absent",0.228,0.228,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam117a",12641,215512,0.367,0,1,"Absent",0.752,0.752,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam118a",9419,73225,-0.248,0,1,"Absent",0.23,0.23,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam118b",11516,109229,-0.127,0,1,"Absent",0.01,0.01,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam120b",7819,67544,-0.153,0,1,"Absent",NA,0.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam120c",12186,207375,0.295,0,0,"Absent",0.035,0.035,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam122a",8106,68034,-0.503,0,0,"Absent",0.002,0.002,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam122b",10330,78755,-0.514,0,1,"Absent",0.195,0.195,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam122c",9521,73866,0.728,0,0,"Absent",0.777,0.777,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam124b",14244,241128,-0.597,0,0,"Absent",0,0,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam126a",10618,84652,-0.11,0,1,"Absent",0.018,0.018,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam126b",12487,213056,1.461,0,1,"Absent",0.175,0.175,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam129a",6782,63913,0.851,0,1,"Absent",0.155,0.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam129b",13302,227737,0.52,0,1,"Absent",0.147,0.147,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam131a",10296,78408,-0.382,0,0,"Absent",0.001,0.001,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam131b",9975,76156,-0.304,0,1,"Absent",0,0,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam132a",7726,67389,-0.374,0,1,"Absent",0,0,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam132b",13262,227358,-1.586,0,0,"Absent",0.155,0.155,"HitbyZS","HitbyNA","HitbyCSA",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,NA
"Fam133b",8160,68152,0.691,0,1,"Absent",0.135,0.135,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam134a",13257,227298,1.914,0,1,"Absent",0.168,0.168,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam134b",7067,66270,0.138,0,1,"Absent",0.155,0.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam134c",8086,67998,0.556,0,1,"Absent",0.177,0.177,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam135a",8174,68187,1.699,0,1,"Absent",0.347,0.347,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam135b ,Fam135b",8756,70363,-0.00900000000000001,0,1,"Absent",0.014,0.014,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam136a",7206,66488,0.794,0,0,"Absent",0.257,0.257,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam13a",6668,58909,0.168,0,0,"Absent",0.048,0.048,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam13b",13119,225358,-0.13,0,1,"Absent",0.012,0.012,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam13c",9019,71721,0.434,0,1,"Absent",0.112,0.112,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam149a",12439,212326,0.205,0,0,"Absent",0.166,0.166,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam151a",13489,230579,-0.941,0,0,"Absent",0.078,0.078,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam154b",16291,330577,0.65,0,1,"Absent",0.552,0.552,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam155a",15600,270028,1.385,0,0,"Absent",0.273,0.273,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam160a1",13407,229488,0.349,0,0,"Absent",0.397,0.397,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam160a2",9672,74349,1.361,0,1,"Absent",0.238,0.238,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam160b1",13190,226252,2.206,0,1,"Absent",0.759,0.759,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam161a",9522,73873,0.006,0,1,"Absent",0.617,0.617,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam161b",12846,217705,-1.462,0,1,"Absent",0.155,0.155,"HitbyZS","HitbyNA","HitbyCSA",1,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,NA
"Fam162a",8716,70186,-0.598,0,1,"Absent",0.008,0.008,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam163a",16206,329274,-0.316,0,0,"Absent",0,0,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam163b",11537,109349,1.518,0,1,"Absent",0.224,0.224,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam166a",8191,68222,1.173,0,0,"Absent",0.174,0.174,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam166b",16238,329831,3.397,0,1,"Absent",0.631,0.631,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam167a",12947,219148,-1.294,0,1,"Absent",0.213,0.213,"HitbyZS","HitbyNA","HitbyCSA",1,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,NA
"Fam167b",13520,230766,-1.109,0,1,"Absent",0.034,0.034,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam168a",15818,319604,1.167,0,1,"Absent",0.541,0.541,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam168b",12568,214469,5.713,0,1,"Absent",0.914,0.914,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam171a2",12799,217219,-0.936,0,1,"Absent",0.01,0.01,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam171b",14267,241520,-0.753,0,0,"Absent",0.01,0.01,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam173a",12598,214917,-0.007,0,1,"Absent",0.17,0.17,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam173b",8129,68073,0.393,0,1,"Absent",0.192,0.192,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam174a",7904,67698,-0.2,0,0,"Absent",0.081,0.081,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam175a ,Fam175a",8838,70681,0.081,0,0,"Absent",0.067,0.067,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Fam175b",11538,109359,1.069,0,1,"Absent",0.28,0.28,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam177a",9442,73385,2.03,0,1,"Absent",0.581,0.581,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam178b",16467,381337,0.127,0,0,"Absent",0.553,0.553,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam179a",15932,320159,-0.055,0,1,"Absent",0.011,0.011,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam180a",12225,208164,-1.3,0,0,"Absent",0.212,0.212,"HitbyZS","HitbyNA","HitbyCSA",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,NA
"Fam181b",6631,58238,-0.034,0,0,"Absent",0.024,0.024,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam184b",6623,58227,0.053,0,0,"Absent",0.045,0.045,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam185a",16251,330050,-0.034,0,1,"Absent",0.041,0.041,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam187a",7370,66784,1.419,0,0,"Absent",0.451,0.451,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam187b",10029,76415,-0.507,0,0,"Absent",0,0,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam188a",7474,66960,0.219,0,1,"Absent",0,0,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam188b",16274,330323,0.828,0,0,"Absent",0.423,0.423,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam189a1",8832,70638,0.85,0,0,"Absent",0.435,0.435,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam192a",11032,102122,0.598,0,1,"Absent",0.245,0.245,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam193b",12446,212483,-0.914,0,1,"Absent",0,0,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam195a",8201,68241,-0.328,0,1,"Absent",0,0,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Fam198a",14495,245050,2.136,0,1,"Absent",0.499,0.499,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
