"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","KEGG.5","KEGG.class.iteration5","Network.5","Network.class.iteration5","Pathway"
"ABCB8",11194,6,0.062091,0.061678,0.329107,3901,4,-1.2396,0.67049,0.75318,1,14583,1,-1.2396,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCB9",23457,6,0.56395,0.44741,0.613455,15718,2,0.24215,0.32282,0.50428,1,9572,2,0.24215,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCC1",4363,6,0.15705,0.12198,0.359646,7345,3,0.22777,0.072318,0.18111,1,3406,2,0.22777,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCC10",89845,6,0.50982,0.38408,0.557785,14863,3,-0.25098,0.49083,0.68814,1,12679,2,-0.25098,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCC11",85320,6,0.87081,0.74537,0.849443,19013,1,0.92461,0.31269,0.49186,1,9381,2,0.92461,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCC12",94160,6,0.51376,0.39213,0.565844,14918,3,0.037886,0.48961,0.68613,1,12645,1,0.037886,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCC2",1244,5,0.41909,0.33108,0.523192,13320,2,0.048575,0.3312,0.51638,1,9729,2,0.048575,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ABCC3",8714,6,0.18725,0.14172,0.374342,8221,3,-1.0725,0.67734,0.75621,1,14662,1,-1.0725,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCC4",10257,6,0.019906,0.029052,0.329107,1532,4,-3.5218,0.87597,0.92065,1,18100,0,-3.5218,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCC5",10057,5,0.019165,0.02767,0.329107,1470,1,0.092092,0.043429,0.11045,1,2393,2,0.092092,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCC6",368,6,0.44276,0.33298,0.523192,13736,2,1.1062,0.13316,0.29676,1,5361,3,1.1062,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCC8",6833,6,0.66977,0.52172,0.671066,16832,2,0.55848,0.19818,0.39524,1,7153,2,0.55848,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCC9",10060,6,0.99147,0.9685,1,20516,0,1.8672,0.026574,0.090185,1,1578,4,1.8672,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCD1",215,6,0.6826,0.53218,0.678807,16981,2,1.0787,0.086671,0.20073,1,3871,3,1.0787,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCD2",225,6,0.122,0.10284,0.35622,6147,2,0.34327,0.30445,0.47666,1,9232,1,0.34327,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCD3",5825,6,0.20631,0.1605,0.395811,8802,2,0.64965,0.34492,0.52521,1,9964,2,0.64965,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCD4",5826,6,0.76705,0.61752,0.74587,17943,2,1.1564,0.15475,0.33243,1,6038,3,1.1564,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCE1",6059,6,0.40192,0.2972,0.495801,12978,1,1.7836,0.023055,0.078534,1,1403,3,1.7836,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABCF1",23,6,0.19757,0.15026,0.382018,8539,2,0.39854,0.38853,0.57701,1,10775,2,0.39854,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABCF2",10061,6,0.70801,0.54808,0.688646,17269,2,0.67248,0.41072,0.59342,1,11207,2,0.67248,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABCF3",55324,6,0.69372,0.539,0.683,17106,2,0.73979,0.16543,0.34884,1,6320,3,0.73979,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABCG1",9619,6,0.46329,0.34812,0.533438,14067,3,0.31144,0.78374,0.83568,1,16320,1,0.31144,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCG2",9429,6,0.40192,0.2972,0.495801,12985,3,-0.32581,0.41061,0.59342,1,11206,2,-0.32581,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCG4",64137,6,0.9509,0.84741,0.931767,19771,1,0.87461,0.52062,0.69859,1,12971,1,0.87461,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCG5",64240,6,0.04144,0.053249,0.329107,2781,4,-2.686,0.0404,0.13331,1,2254,2,-2.686,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABCG8",64241,6,0.24882,0.21901,0.462088,10029,3,0.16174,0.35217,0.53291,1,10100,2,0.16174,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABHD1",84696,6,0.1864,0.14172,0.374342,8201,3,-0.72492,0.060972,0.16678,1,3040,2,-0.72492,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD10",55347,6,0.94668,0.83964,0.925801,19710,1,0.40227,0.85786,0.9041,1,17763,0,0.40227,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD11",83451,6,0.10561,0.088261,0.33459,5589,4,-2.3758,0.946,0.97787,1,19530,0,-2.3758,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD12",26090,6,0.60362,0.46901,0.629703,16123,2,0.87951,0.050364,0.15088,1,2646,3,0.87951,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD12B",145447,6,0.21667,0.17733,0.418657,9106,4,-0.65621,0.7125,0.78147,1,15154,1,-0.65621,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD13",84945,5,0.41249,0.3295,0.521619,13185,1,0.53019,0.20145,0.34359,1,7219,1,0.53019,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD14A",25864,6,0.55134,0.43459,0.602316,15528,3,-0.31849,0.9128,0.95234,1,18818,0,-0.31849,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD14B",84836,6,0.72088,0.56388,0.701298,17415,2,-0.060107,0.59662,0.72193,1,13734,1,-0.060107,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD15",116236,6,0.0149,0.027591,0.329107,1196,4,-3.1447,0.74688,0.80649,1,15671,1,-3.1447,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD16A",7920,6,0.95718,0.85687,0.937749,19868,1,1.0878,0.23216,0.42404,1,7809,2,1.0878,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD16B",140701,6,0.063289,0.06219,0.329107,3966,2,0.35027,0.78502,0.83667,1,16345,1,0.35027,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD17A",81926,5,0.44276,0.33516,0.523192,13734,1,1.6309,0.015223,0.05925,1,1011,4,1.6309,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD17B",51104,6,0.09497,0.085551,0.33459,5206,1,0.9357,0.089024,0.21214,1,3943,3,0.9357,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD17C",58489,6,0.26809,0.22693,0.462694,10435,2,0.65562,0.14684,0.31752,1,5786,2,0.65562,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD2",11057,6,0.96406,0.87382,0.951072,19988,1,1.1329,0.47755,0.66948,1,12428,2,1.1329,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD3",171586,6,0.0061924,0.0031334,0.121073,573,2,1.186,0.4663,0.65964,1,12218,2,1.186,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD4",63874,6,0.083339,0.07749,0.33459,4782,4,-1.2424,0.3887,0.57701,1,10779,2,-1.2424,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABHD5",51099,6,0.00048702,0.00056296,0.107324,56,4,-2.6196,0.68851,0.76428,1,14804,1,-2.6196,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABHD6",57406,5,0.85744,0.70353,0.817481,18925,1,0.66585,0.1158,0.26326,1,4830,3,0.66585,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABHD8",79575,6,0.064567,0.062715,0.329107,4021,2,0.088154,0.48508,0.67988,1,12562,2,0.088154,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABI1",10006,6,0.80498,0.664,0.78193,18397,2,0.66708,0.68995,0.76535,1,14825,1,0.66708,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABI2",10152,6,0.00012818,0.00025444,0.107324,13,3,-0.71969,0.87074,0.9154,1,18010,0,-0.71969,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ABI3",51225,5,0.71412,0.56641,0.70356,17339,1,0.41085,0.0091277,0.041479,1,675,4,0.41085,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ABI3BP",25890,6,0.023782,0.031727,0.329107,1753,4,-2.5662,0.97615,0.99457,1,20165,0,-2.5662,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABL1",25,6,0.036131,0.046268,0.329107,2446,4,-0.60168,0.67831,0.75719,1,14673,1,-0.60168,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ABL2",27,6,0.79083,0.64662,0.768474,18232,2,0.91598,0.092746,0.21891,1,4060,2,0.91598,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABLIM1",3983,6,0.43202,0.32426,0.517958,13545,3,-0.21783,0.43393,0.6278,1,11625,1,-0.21783,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABLIM2",84448,6,0.026925,0.032657,0.329107,1924,4,-3.4426,0.41696,0.6013,1,11307,1,-3.4426,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABLIM3",22885,6,0.012291,0.015908,0.329107,1017,5,-3.5195,0.95743,0.98338,1,19777,0,-3.5195,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABO",28,6,0.08245,0.0774,0.33459,4740,3,-0.43368,0.83907,0.88296,1,17393,0,-0.43368,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ABR",29,6,0.36691,0.27905,0.485979,12347,2,0.19776,0.63373,0.74513,1,14134,1,0.19776,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABRA",137735,6,0.44381,0.33298,0.523192,13749,2,1.2548,0.10644,0.2422,1,4520,3,1.2548,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABRACL",58527,6,0.6319,0.49446,0.650459,16414,1,0.6105,0.45214,0.64586,1,11974,2,0.6105,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABT1",29777,6,0.029974,0.03371,0.329107,2105,4,-3.836,0.63628,0.74513,1,14161,1,-3.836,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABTB1",80325,6,0.22767,0.19642,0.442811,9417,4,-0.9066,0.050757,0.15131,1,2667,1,-0.9066,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ABTB2",25841,6,0.021746,0.030123,0.329107,1644,2,0.56222,0.46844,0.661,1,12253,2,0.56222,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACAA1",30,6,0.14375,0.11804,0.359646,6897,3,-0.24285,0.082516,0.19222,1,3740,3,-0.24285,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACAA2",10449,6,0.48049,0.36354,0.544959,14388,3,-0.15528,0.089938,0.21285,1,3981,2,-0.15528,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACACA",31,6,0.32317,0.25432,0.473134,11478,3,0.030093,0.48848,0.68371,1,12627,1,0.030093,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACACB",32,6,0.84593,0.7309,0.839125,18842,1,0.58678,0.84206,0.88498,1,17457,0,0.58678,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACAD10",80724,6,0.10628,0.088262,0.33459,5620,4,-1.7155,0.065969,0.1736,1,3201,2,-1.7155,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACAD11",84129,6,0.52267,0.39985,0.571469,15077,2,0.31081,0.31196,0.49013,1,9361,1,0.31081,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACAD8",27034,6,0.122,0.10284,0.35622,6145,3,-0.62472,0.31761,0.49837,1,9486,2,-0.62472,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACAD9",28976,6,0.98777,0.94953,1,20436,0,0.77929,0.8587,0.90495,1,17783,0,0.77929,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACADL",33,6,0.25536,0.22415,0.462088,10176,2,0.12176,0.85346,0.89809,1,17664,0,0.12176,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACADM",34,6,0.14254,0.1174,0.359646,6846,3,-0.046431,0.24892,0.43461,1,8149,1,-0.046431,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACADS",35,6,0.45856,0.34635,0.533163,13985,3,0.012101,0.26854,0.44704,1,8553,1,0.012101,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACADSB",36,6,0.18581,0.14172,0.374342,8187,3,-0.92256,0.43399,0.6278,1,11626,1,-0.92256,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACADVL",37,6,0.034264,0.045666,0.329107,2345,4,-2.1475,0.97783,0.9951,1,20206,0,-2.1475,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACAN",176,6,0.6923,0.53899,0.683,17088,1,1.7442,0.0068971,0.039598,1,538,3,1.7442,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACAP1",9744,6,0.74927,0.59405,0.726824,17736,1,0.61169,0.021084,0.076188,1,1295,2,0.61169,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACAP2",23527,6,0.16915,0.12823,0.362495,7704,3,-0.28335,0.18116,0.3764,1,6769,3,-0.28335,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACAP3",116983,6,0.013461,0.021875,0.329107,1097,3,-2.6493,0.82972,0.87691,1,17204,1,-2.6493,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACAT1",38,6,0.096479,0.086134,0.33459,5257,2,0.33409,0.64024,0.74814,1,14207,1,0.33409,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACAT2",39,6,0.51857,0.39425,0.566302,15006,3,-0.071172,0.59567,0.7209,1,13721,1,-0.071172,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACBD3",64746,6,0.33605,0.25905,0.473134,11728,3,-1.186,0.91556,0.95327,1,18882,0,-1.186,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACBD4",79777,6,0.22428,0.19002,0.435763,9326,4,-0.50614,0.50187,0.6966,1,12819,1,-0.50614,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACBD5",91452,6,0.0060608,0.0031019,0.121073,565,2,-0.0029626,0.84189,0.88498,1,17451,0,-0.0029626,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACBD6",84320,6,0.15982,0.12455,0.361813,7433,3,-0.49257,0.22918,0.41909,1,7761,2,-0.49257,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACBD7",414149,6,0.4229,0.31344,0.507555,13385,3,0.21532,0.32177,0.50324,1,9555,2,0.21532,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACCS",84680,6,0.51582,0.39319,0.566059,14956,1,1.1691,0.095465,0.22569,1,4141,2,1.1691,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACCSL",390110,6,0.98514,0.93806,1,20379,0,2.345,0.0042101,0.032269,1,346,4,2.345,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACD",65057,6,0.041202,0.053169,0.329107,2762,3,-2.4876,0.83328,0.87889,1,17295,1,-2.4876,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACE",1636,6,0.21,0.16624,0.403718,8906,2,0.40768,0.50316,0.6966,1,12832,1,0.40768,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACE2",59272,6,0.39874,0.29666,0.495801,12924,3,-0.17632,0.4269,0.61725,1,11482,1,-0.17632,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACER1",125981,6,0.7918,0.6478,0.769754,18245,2,1.6862,0.034657,0.11977,1,1995,4,1.6862,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACER2",340485,6,0.036402,0.046345,0.329107,2464,5,-2.15,0.87794,0.92284,1,18141,0,-2.15,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACER3",55331,6,0.68495,0.53471,0.680246,17006,1,0.70325,0.49083,0.68814,1,12678,2,0.70325,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACHE",43,6,0.75519,0.60129,0.732868,17808,1,0.74493,0.45456,0.65107,1,12029,1,0.74493,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACIN1",22985,6,0.082298,0.077305,0.33459,4734,1,0.073056,0.59057,0.71987,1,13671,1,0.073056,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACKR2",1238,6,0.3548,0.27172,0.479923,12116,3,-0.13656,0.4146,0.59863,1,11268,1,-0.13656,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACKR3",57007,6,0.56772,0.45002,0.615672,15764,1,1.3931,0.14812,0.32093,1,5833,3,1.3931,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACKR4",51554,6,0.674,0.52346,0.671757,16879,2,0.75312,0.00077538,0.0087557,1,61,2,0.75312,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACLY",47,6,0.17562,0.13635,0.374268,7886,2,0.71465,0.21789,0.41301,1,7550,2,0.71465,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACMSD",130013,6,0.38424,0.28745,0.489518,12672,3,0.070508,0.32289,0.50535,1,9573,1,0.070508,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACO1",48,6,0.20631,0.1605,0.395811,8801,3,-0.05697,0.012347,0.05138,1,853,2,-0.05697,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACO2",50,5,0.11933,0.10467,0.359646,6063,2,0.19031,0.036953,0.10215,1,2092,2,0.19031,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT1",641371,6,0.71783,0.55795,0.696278,17382,2,0.067933,0.5657,0.71374,1,13393,1,0.067933,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT11",26027,6,0.31393,0.24927,0.470634,11298,3,-0.81777,0.17637,0.36588,1,6634,3,-0.81777,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACOT12",134526,5,0.31272,0.23593,0.464509,11281,2,-0.45464,0.84234,0.90355,1,17462,0,-0.45464,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT13",55856,6,0.4389,0.32911,0.521619,13653,1,0.87678,0.1672,0.34884,1,6368,2,0.87678,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACOT2",10965,6,0.023191,0.031226,0.329107,1726,4,-2.7352,0.19721,0.39231,1,7133,1,-2.7352,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT4",122970,6,0.062236,0.061815,0.329107,3916,3,0.52931,0.1362,0.30039,1,5473,3,0.52931,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT6",641372,6,0.27897,0.23324,0.464509,10636,3,0.24353,0.14364,0.31369,1,5683,3,0.24353,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACOT7",11332,6,0.78593,0.63729,0.760473,18175,2,0.033835,0.36404,0.5482,1,10326,2,0.033835,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT8",10005,6,0.47178,0.35872,0.542495,14233,1,1.1615,0.18712,0.38369,1,6938,3,1.1615,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT9",23597,6,0.48049,0.36354,0.544959,14387,3,-0.17999,0.57588,0.71579,1,13501,1,-0.17999,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACOX1",51,6,0.0022646,0.0014084,0.107324,225,3,-1.0538,0.17093,0.35651,1,6463,2,-1.0538,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACOX2",8309,6,0.089426,0.079557,0.33459,5006,3,-1.0639,0.73207,0.79747,1,15437,1,-1.0639,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOX3",8310,6,0.078353,0.076969,0.33459,4625,3,-0.61296,0.9553,0.98239,1,19725,0,-0.61296,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACOXL",55289,6,0.35399,0.27118,0.479923,12087,2,1.1139,0.072101,0.18111,1,3401,3,1.1139,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACP1",52,6,0.46794,0.35045,0.534763,14151,3,-0.41588,0.060729,0.16633,1,3027,1,-0.41588,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACP2",53,6,0.04895,0.055837,0.329107,3188,3,-2.0729,0.529,0.70063,1,13049,1,-2.0729,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
