"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","Pathway"
"CC2D1B",200014,6,0.19535,0.74132,1,8568,3,-7.599,0.79867,0.843,1,16533,0,-7.599,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CC2D2A",57545,6,0.97389,0.99182,1,20101,1,-5.932,0.54466,0.72396,1,11257,0,-5.932,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CC2D2B",387707,6,0.25898,0.80418,1,10221,3,-7.3727,0.41967,0.58153,1,8690,0,-7.3727,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCAR1",55749,6,0.82291,0.97184,1,18452,2,-6.9923,0.82753,0.85844,1,17109,0,-6.9923,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCAR2",57805,6,0.048456,0.4664,1,3295,4,-7.4725,0.75626,0.81919,1,15692,0,-7.4725,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCBE1",147372,6,0.54092,0.92189,1,15128,3,-7.6803,0.62523,0.76834,1,12917,0,-7.6803,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC102A",92922,6,0.73689,0.96107,1,17564,2,-6.6099,0.47065,0.6687,1,9742,0,-6.6099,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC102B",79839,5,0.0073903,0.17232,1,725,5,-8.5537,0.99261,0.97453,1,20524,0,-8.5537,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC103",388389,6,0.0052388,0.16782,1,552,5,-8.8992,0.82924,0.85904,1,17148,0,-8.8992,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC105",126402,6,0.35073,0.8589,1,12238,3,-7.5252,0.2277,0.28811,1,4666,0,-7.5252,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC106",29903,6,0.15792,0.69987,1,7469,4,-8.0858,0.067224,0.10339,1,1355,1,-8.0858,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC107",203260,6,0.86424,0.9786,1,18871,2,-7.2759,0.66779,0.77883,1,13819,0,-7.2759,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC110",256309,5,0.14113,0.63725,1,6968,4,-8.1518,0.80167,0.81952,1,16616,0,-8.1518,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC112",153733,6,0.75701,0.96386,1,17759,2,-5.923,0.35396,0.49985,1,7287,0,-5.923,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC113",29070,6,0.85629,0.97795,1,18780,1,-7.2153,0.67411,0.78055,1,13964,0,-7.2153,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC114",93233,5,0.44834,0.87187,1,13782,2,-6.1547,0.45748,0.63202,1,9477,0,-6.1547,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC115",84317,6,0.98379,0.99372,1,20296,1,-5.7273,0.46052,0.65908,1,9559,0,-5.7273,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC116",164592,5,0.029938,0.34422,1,2271,5,-8.0455,0.97006,0.94,1,20024,0,-8.0455,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC117",150275,6,0.11277,0.64667,1,6141,4,-8.0186,0.65403,0.77708,1,13562,0,-8.0186,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC12",151903,6,0.56562,0.92962,1,15507,3,-7.645,0.08267,0.11426,1,1671,1,-7.645,"LowConf","No","0","No","0","No","0","No","0",NA
"CCDC120",90060,6,0.20758,0.75196,1,8888,3,-7.3514,0.041198,0.08177,1,846,1,-7.3514,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC121",79635,6,0.4775,0.90542,1,14198,2,-7.2683,0.72641,0.8081,1,15070,0,-7.2683,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC122",160857,6,0.018158,0.3007,1,1553,4,-8.5272,0.1313,0.15164,1,2673,0,-8.5272,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC124",115098,6,0.14855,0.68515,1,7195,1,-6.2642,0.32915,0.44719,1,6727,0,-6.2642,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC125",202243,6,0.23777,0.77763,1,9648,3,-8.0626,0.83643,0.86257,1,17291,0,-8.0626,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC126",90693,6,0.43654,0.89118,1,13571,3,-7.8558,0.045651,0.08177,1,929,1,-7.8558,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC127",133957,6,0.27793,0.81582,1,10682,4,-7.8784,0.50804,0.69184,1,10515,0,-7.8784,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC129",223075,6,0.25791,0.80355,1,10194,4,-7.9322,0.70671,0.79553,1,14632,0,-7.9322,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC13",152206,6,0.14582,0.68328,1,7121,2,-5.3602,0.15134,0.17734,1,3082,0,-5.3602,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC130",81576,6,0.45696,0.89863,1,13894,2,-7.3826,0.71799,0.80111,1,14878,0,-7.3826,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC134",79879,6,0.011158,0.24533,1,1045,5,-8.9946,0.966,0.94778,1,19940,0,-8.9946,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC136",64753,6,0.03241,0.38879,1,2427,5,-8.5138,0.5966,0.74594,1,12307,0,-8.5138,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC137",339230,6,0.16418,0.70616,1,7642,4,-8.2633,0.45007,0.6417,1,9344,0,-8.2633,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC138",165055,6,0.025829,0.34911,1,2019,3,-8.2782,0.66408,0.77883,1,13721,0,-8.2782,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC14",64770,6,0.4517,0.89669,1,13823,3,-7.7816,0.72316,0.80809,1,14976,0,-7.7816,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC140",151278,6,0.20831,0.75323,1,8909,2,-7.0411,0.72936,0.8081,1,15109,0,-7.0411,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC142",84865,6,0.15361,0.6928,1,7360,3,-7.9396,0.82988,0.8614,1,17165,0,-7.9396,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC144A",9720,5,0.27589,0.7751,1,10624,2,-5.6055,0.55407,0.70147,1,11477,0,-5.6055,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC144NL",339184,5,0.011686,0.21157,1,1091,4,-8.7964,0.010418,0.022534,1,271,1,-8.7964,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC146",57639,6,0.082725,0.58628,1,4898,4,-8.2628,0.70142,0.79389,1,14505,0,-8.2628,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC148",130940,6,0.063822,0.52854,1,4065,3,-8.0176,0.23377,0.31037,1,4806,0,-8.0176,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC149",91050,6,0.41929,0.88503,1,13315,2,-7.3501,0.35688,0.49985,1,7334,0,-7.3501,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC15",80071,6,0.14913,0.68583,1,7210,3,-7.413,0.74203,0.8141,1,15360,0,-7.413,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC150",284992,6,0.43262,0.88902,1,13525,3,-7.3909,0.6863,0.78727,1,14205,0,-7.3909,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC151",115948,6,0.78463,0.9673,1,18008,2,-6.9504,0.82216,0.85547,1,16992,0,-6.9504,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC152",100129792,6,0.73408,0.9608,1,17543,2,-5.7755,0.52291,0.70285,1,10819,0,-5.7755,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC153",283152,6,0.21553,0.76051,1,9102,3,-8.0041,0.90942,0.90345,1,18751,0,-8.0041,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC154",645811,6,0.024107,0.33553,1,1917,5,-8.4119,0.57143,0.74014,1,11845,0,-8.4119,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC155",147872,6,0.024636,0.34115,1,1947,5,-8.5056,0.028136,0.06564,1,596,1,-8.5056,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC157",550631,5,0.68984,0.93576,1,17119,2,-6.6611,0.62051,0.72614,1,12796,0,-6.6611,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC158",339965,6,0.41606,0.8826,1,13262,2,-6.1872,0.027484,0.06564,1,580,1,-6.1872,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC159",126075,6,0.11113,0.64376,1,6091,2,-7.0577,0.16499,0.20256,1,3353,0,-7.0577,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC160",347475,6,0.35409,0.86199,1,12313,3,-7.453,0.1751,0.22242,1,3573,0,-7.453,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC166",100130274,6,0.19084,0.73422,1,8439,2,-4.9801,0.26187,0.35326,1,5330,0,-4.9801,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC167",154467,5,0.79596,0.95674,1,18129,2,-7.0829,0.18975,0.24618,1,3876,0,-7.0829,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC168",643677,6,0.12761,0.66585,1,6583,3,-7.8975,0.7953,0.84046,1,16489,0,-7.8975,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC169",728591,6,0.54886,0.92353,1,15247,3,-7.4794,0.90222,0.89959,1,18590,0,-7.4794,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC169-SOHLH2",100526761,5,0.16668,0.67052,1,7750,2,-7.3378,0.9181,0.89742,1,18945,0,-7.3378,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC17",149483,6,0.40342,0.87873,1,13061,3,-7.1891,0.32077,0.43983,1,6570,0,-7.1891,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC170",80129,6,0.21067,0.7561,1,8983,4,-8.015,0.55839,0.73416,1,11549,0,-8.015,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC171",203238,6,0.62762,0.94211,1,16436,2,-7.209,0.31382,0.42864,1,6418,0,-7.209,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC172",374355,6,0.58928,0.93474,1,15875,3,-6.7201,0.24071,0.31037,1,4973,0,-6.7201,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC173",129881,6,0.57313,0.93093,1,15625,3,-7.4892,0.7342,0.81264,1,15232,0,-7.4892,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC174",51244,6,0.33397,0.84901,1,11922,4,-7.701,0.28969,0.37379,1,5916,0,-7.701,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC175",729665,6,0.014841,0.27555,1,1329,6,-8.651,0.98516,0.96612,1,20351,0,-8.651,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC177",56936,6,0.026774,0.35423,1,2071,5,-8.5571,0.72641,0.8081,1,15055,0,-8.5571,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC178",374864,6,0.20442,0.7485,1,8817,3,-7.6537,0.042784,0.08177,1,874,1,-7.6537,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC179",100500938,6,0.23475,0.77589,1,9576,4,-8.1691,0.34449,0.47587,1,7094,0,-8.1691,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC180",100499483,6,0.21837,0.76273,1,9181,4,-8.2244,0.64333,0.77621,1,13332,0,-8.2244,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC181",57821,6,0.38541,0.87349,1,12796,2,-7.331,0.83643,0.86257,1,17273,0,-7.331,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC22",28952,6,0.030663,0.37463,1,2321,4,-8.7484,0.95876,0.94245,1,19772,0,-8.7484,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC24",149473,6,0.32747,0.84443,1,11756,2,-7.3993,0.41686,0.57861,1,8641,0,-7.3993,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC25",55246,6,0.10581,0.63555,1,5899,4,-8.524,0.76328,0.82559,1,15846,0,-8.524,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC27",148870,6,0.17655,0.7194,1,8024,4,-8.1183,0.11297,0.14115,1,2299,0,-8.1183,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC28A",25901,6,0.41039,0.88146,1,13166,2,-7.5179,0.32915,0.44719,1,6792,0,-7.5179,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC28B",79140,6,0.038374,0.42228,1,2735,4,-8.3876,0.3389,0.46522,1,6973,0,-8.3876,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC3",83643,6,0.2946,0.82395,1,11039,3,-7.1846,0.51409,0.69629,1,10657,0,-7.1846,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC30",728621,6,0.9569,0.98835,1,19838,1,-6.5581,0.33763,0.46522,1,6943,0,-6.5581,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC33",80125,6,0.15164,0.69002,1,7297,3,-6.2469,0.14324,0.16715,1,2911,0,-6.2469,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC34",91057,6,0.24774,0.78858,1,9949,4,-7.9209,0.46052,0.65908,1,9545,0,-7.9209,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC36",339834,6,0.038844,0.42386,1,2772,4,-8.7144,0.66408,0.77883,1,13746,0,-8.7144,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC38",120935,6,0.44774,0.89578,1,13766,2,-7.2236,0.86894,0.88214,1,17944,0,-7.2236,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC39",339829,6,0.13283,0.67157,1,6724,3,-8.223,0.52282,0.70285,1,10816,0,-8.223,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC40",55036,5,0.11531,0.59427,1,6228,3,-6.7855,0.064646,0.091554,1,1311,1,-6.7855,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC42",146849,6,0.13307,0.67222,1,6741,4,-7.3506,0.45303,0.65416,1,9399,0,-7.3506,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC43",124808,6,0.31794,0.83934,1,11563,3,-7.5245,0.56831,0.74014,1,11753,0,-7.5245,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC47",57003,6,0.096133,0.61276,1,5501,2,-5.5071,0.017255,0.044111,1,389,1,-5.5071,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC50",152137,6,0.46089,0.89962,1,13958,2,-6.7538,0.78565,0.83385,1,16289,0,-6.7538,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC51",79714,6,0.11448,0.65004,1,6198,3,-7.9627,0.29952,0.39385,1,6128,0,-7.9627,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC54",84692,6,0.09559,0.61151,1,5467,2,-7.1372,0.41999,0.58153,1,8694,0,-7.1372,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC58",131076,5,0.28063,0.77776,1,10753,2,-5.8329,0.56523,0.70431,1,11682,0,-5.8329,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC59",29080,5,0.88597,0.96768,1,19142,1,-5.6177,0.29464,0.41571,1,6019,0,-5.6177,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC6",8030,6,0.085182,0.59203,1,5002,5,-8.0224,0.9421,0.92934,1,19422,0,-8.0224,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC60",160777,5,0.023124,0.30072,1,1847,4,-8.727,0.93063,0.90671,1,19202,0,-8.727,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC61",729440,6,0.92973,0.98509,1,19533,1,-6.7545,0.33814,0.46522,1,6956,0,-6.7545,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC62",84660,5,0.81217,0.96049,1,18319,1,-5.547,0.10752,0.1278,1,2182,0,-5.547,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC63",160762,6,0.29728,0.82543,1,11095,3,-8.0408,0.84078,0.86492,1,17386,0,-8.0408,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC65",85478,6,0.2512,0.79256,1,10034,4,-7.8865,0.043081,0.08177,1,879,1,-7.8865,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC66",285331,6,0.082725,0.58628,1,4902,4,-8.6034,0.2216,0.28811,1,4541,0,-8.6034,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC68",80323,6,0.10494,0.63232,1,5862,4,-8.3571,0.7893,0.83782,1,16365,0,-8.3571,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC69",26112,6,0.66933,0.94998,1,16929,2,-6.7776,0.46668,0.66149,1,9664,0,-6.7776,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC7",79741,6,0.86424,0.9786,1,18875,2,-6.4727,0.40183,0.56076,1,8298,0,-6.4727,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC70",83446,6,0.096133,0.61276,1,5503,4,-7.8024,0.41194,0.57566,1,8515,0,-7.8024,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC71",64925,6,0.11088,0.64363,1,6084,4,-8.4694,0.91289,0.90669,1,18849,0,-8.4694,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC71L",168455,6,0.46549,0.90193,1,14011,3,-7.4316,0.93046,0.9177,1,19187,0,-7.4316,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC73",493860,5,0.45433,0.87377,1,13849,1,-5.884,0.077895,0.10072,1,1565,0,-5.884,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC74A",90557,6,0.35931,0.86417,1,12394,2,-6.1918,0.14048,0.15686,1,2856,0,-6.1918,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC74B",91409,5,0.13606,0.63128,1,6819,3,-8.1936,0.85898,0.8545,1,17746,0,-8.1936,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC77",84318,5,0.565,0.90445,1,15485,1,-6.6631,0.8279,0.83943,1,17139,0,-6.6631,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC78",124093,6,0.053958,0.48506,1,3552,5,-8.5291,0.783,0.83385,1,16248,0,-8.5291,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC8",83987,6,0.27605,0.81525,1,10630,2,-6.5559,0.48763,0.67575,1,10098,0,-6.5559,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC80",151887,6,0.11908,0.65573,1,6340,4,-8.2981,0.90469,0.90173,1,18654,0,-8.2981,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC81",60494,6,0.0067294,0.19108,1,676,5,-9.0935,0.9775,0.95893,1,20164,0,-9.0935,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC82",79780,6,0.092106,0.60446,1,5323,5,-8.1725,0.31654,0.43983,1,6470,0,-8.1725,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC83",220047,6,0.5617,0.92864,1,15443,3,-6.8134,0.25595,0.32782,1,5228,0,-6.8134,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC84",338657,6,0.96827,0.98993,1,20010,1,-6.9536,0.75626,0.81919,1,15723,0,-6.9536,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC85A",114800,6,0.18108,0.72513,1,8152,2,-7.0161,0.64333,0.77621,1,13273,0,-7.0161,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC85B",11007,6,0.2454,0.78479,1,9900,3,-7.3128,0.31097,0.42101,1,6356,0,-7.3128,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC85C",317762,6,0.09915,0.62117,1,5618,3,-7.7777,0.27222,0.35737,1,5553,0,-7.7777,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC86",79080,5,0.31741,0.80614,1,11552,3,-7.4592,0.70604,0.769,1,14602,0,-7.4592,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC87",55231,6,0.78641,0.96764,1,18024,1,-6.9782,0.18316,0.23203,1,3746,0,-6.9782,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC88A",55704,6,0.014906,0.27607,1,1343,4,-8.9776,0.18199,0.23203,1,3720,0,-8.9776,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC88B",283234,6,0.010979,0.24345,1,1022,5,-9.2552,0.89387,0.89457,1,18446,0,-9.2552,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC88C",440193,6,0.10626,0.63588,1,5912,5,-8.0539,0.96375,0.94752,1,19877,0,-8.0539,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC89",220388,6,0.95283,0.98779,1,19785,1,-6.5611,0.06703,0.10339,1,1351,1,-6.5611,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC9",26093,6,0.34013,0.85275,1,12055,4,-7.8151,0.72641,0.8081,1,15013,0,-7.8151,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC90B",60492,6,0.025852,0.34987,1,2021,2,-7.0843,0.32915,0.44719,1,6786,0,-7.0843,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC91",55297,6,0.35748,0.86363,1,12369,3,-7.8511,0.69044,0.79058,1,14286,0,-7.8511,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC92",80212,6,0.97881,0.99249,1,20201,1,-6.9444,0.64333,0.77621,1,13327,0,-6.9444,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC93",54520,6,0.08925,0.59957,1,5217,4,-8.2586,0.81147,0.84683,1,16805,0,-8.2586,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC94",55702,6,0.9542,0.98818,1,19799,1,-4.7513,0.14694,0.16715,1,2990,0,-4.7513,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC96",257236,6,0.093913,0.60736,1,5385,3,-7.8997,0.91424,0.90751,1,18870,0,-7.8997,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCDC97",90324,6,0.17161,0.71457,1,7907,4,-8.1784,0.033488,0.06564,1,702,1,-8.1784,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCER1",196477,5,0.020441,0.28105,1,1674,5,-8.201,0.97956,0.9497,1,20222,0,-8.201,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCHCR1",54535,6,0.27746,0.81567,1,10658,3,-7.8838,0.024168,0.06564,1,522,1,-7.8838,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCIN",881,6,0.11427,0.64936,1,6180,3,-7.7398,0.71468,0.80031,1,14790,0,-7.7398,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCK",885,6,0.75118,0.96303,1,17691,1,-6.4042,0.052986,0.08177,1,1076,1,-6.4042,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"CCKAR",886,6,0.87785,0.98009,1,19031,1,-6.0669,0.028537,0.06564,1,604,1,-6.0669,"LowConf","No","0","No","0","No","0","No","0",NA
"CCKBR",887,6,0.5793,0.93316,1,15701,3,-7.2174,0.40313,0.56679,1,8340,0,-7.2174,"LowConf","No","0","No","0","No","0","No","0",NA
"CCL1",6346,6,0.2694,0.8081,1,10483,2,-6.7437,0.094031,0.13053,1,1903,0,-6.7437,"LowConf","No","0","No","0","Yes","0","No","0",NA
"CCL11",6356,6,0.16668,0.709,1,7754,4,-7.974,0.13581,0.15686,1,2761,0,-7.974,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CCL13",6357,5,0.96672,0.985,1,19986,1,-6.5404,0.64812,0.73827,1,13409,0,-6.5404,"LowConf","No","0","No","0","Yes","0","No","0",NA
"CCL14",6358,6,0.066576,0.53766,1,4209,3,-6.5696,0.19711,0.24644,1,4032,0,-6.5696,"LowConf","No","0","No","0","Yes","0","No","0",NA
"CCL15",6359,6,0.00037468,0.031646,1,52,6,-8.9417,0.99963,0.9952,1,20683,0,-8.9417,"LowConf","No","0","No","0","Yes","0","No","0",NA
"CCL16",6360,6,0.53683,0.92,1,15081,3,-7.67,0.90799,0.9026,1,18725,0,-7.67,"LowConf","No","0","No","0","Yes","0","No","0",NA
"CCL17",6361,6,0.79882,0.96911,1,18172,2,-7.0555,0.70142,0.79389,1,14491,0,-7.0555,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CCL18",6362,6,0.2095,0.75389,1,8931,4,-7.809,0.03618,0.071037,1,752,1,-7.809,"LowConf","No","0","No","0","Yes","0","No","0",NA
"CCL19",6363,6,0.22607,0.76677,1,9363,2,-6.8673,0.11064,0.14115,1,2248,0,-6.8673,"LowConf","No","0","No","0","Yes","0","No","0",NA
"CCL2",6347,6,0.029561,0.36718,1,2247,4,-8.8378,0.61281,0.75747,1,12682,0,-8.8378,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CCL20",6364,6,0.078194,0.57033,1,4729,4,-8.4224,0.37044,0.52631,1,7645,0,-8.4224,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"CCL21",6366,6,0.89759,0.98246,1,19244,1,-5.9382,0.28326,0.36569,1,5781,0,-5.9382,"LowConf","No","0","No","0","Yes","0","No","0",NA
"CCL22",6367,6,0.16209,0.70418,1,7596,3,-6.4447,0.14712,0.16715,1,2995,0,-6.4447,"LowConf","No","0","No","0","Yes","0","No","0",NA
"CCL23",6368,6,0.2316,0.77251,1,9495,4,-7.7379,0.47279,0.6687,1,9788,0,-7.7379,"LowConf","No","0","No","0","Yes","0","No","0",NA
"CCL24",6369,6,0.54494,0.92238,1,15190,2,-5.1545,0.24071,0.31037,1,4936,0,-5.1545,"LowConf","No","0","No","0","Yes","0","No","0",NA
"CCL25",6370,6,0.7696,0.96572,1,17866,2,-5.8498,0.38078,0.53915,1,7847,0,-5.8498,"LowConf","No","0","No","0","Yes","0","No","0",NA
"CCL26",10344,6,0.004509,0.15663,1,482,6,-9.0759,0.99219,0.97704,1,20516,0,-9.0759,"LowConf","No","0","No","0","Yes","0","No","0",NA
"CCL27",10850,6,0.51442,0.91575,1,14733,3,-7.4144,0.12102,0.14643,1,2466,0,-7.4144,"LowConf","No","0","No","0","Yes","0","No","0",NA
"CCL28",56477,6,0.75118,0.96303,1,17696,2,-6.2105,0.71317,0.79874,1,14756,0,-6.2105,"LowConf","No","0","No","0","Yes","0","No","0",NA
"CCL3",6348,6,0.060006,0.51175,1,3881,3,-7.2285,0.27403,0.35737,1,5590,0,-7.2285,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
