Column1,EntrezID,Zscore,GeneSymbol,NetworkDegree,Exp_Stat_Value,KEGGdb,LowestCSAscore,LowestCSAscoreCorrected,ZSdes,NAdes,CSAdes,Replicate1
6849,306,0.504,ANXA3,0,1,Absent,0.381,0.381,0,0,0,0
7458,347169,0.504,OR1B1,0,1,Present,0.497,0.497,0,0,0,0
8739,4285,0.504,MIPEP,0,1,Absent,0.832,0.832,0,0,0,0
8988,4608,0.504,MYBPH,0,1,Absent,0.841,0.841,0,0,0,0
12998,64131,0.504,XYLT1,0,1,Present,0.097,0.097,0,0,0,0
16162,84692,0.504,CCDC54,0,1,Absent,0.256,0.256,0,0,0,0
1048,112,0.505,ADCY6,0,1,Present,0.952,0.952,0,0,0,0
2289,1397,0.505,CRIP2,0,1,Absent,0.373,0.373,0,0,0,0
4182,222223,0.505,KIAA1324L,0,1,Absent,0.863,0.863,0,0,0,0
9785,51340,0.505,CRNKL1,0,1,Present,0.752,0.752,0,0,0,0
13186,64582,0.505,GPR135,0,0,Absent,0.957,0.957,0,0,0,0
14292,7466,0.505,WFS1,0,1,Present,0.518,0.518,0,0,0,0
17176,9158,0.505,FIBP,0,1,Absent,0.262,0.262,0,0,0,0
17562,941,0.505,CD80,0,1,Present,0.214,0.214,0,0,0,0
161,1017,0.506,CDK2,0,1,Present,0.444,0.444,0,0,0,0
2339,140699,0.506,MROH8,0,1,Absent,0.903,0.903,0,0,0,0
3873,207,0.506,AKT1,0,1,Present,0.356,0.356,0,0,0,0
4352,22907,0.506,DHX30,0,1,Absent,0.787,0.787,0,0,0,0
5838,27030,0.506,MLH3,0,1,Present,0.305,0.305,0,0,0,0
10498,54587,0.506,MXRA8,0,0,Absent,0.865,0.865,0,0,0,0
12053,57458,0.506,TMCC3,0,0,Absent,0.647,0.647,0,0,0,0
406,10447,0.507,FAM3C,0,1,Absent,0.909,0.909,0,0,0,0
1109,11264,0.507,PXMP4,0,1,Present,0.825,0.825,0,0,0,0
3000,158067,0.507,AK8,0,1,Absent,0.574,0.574,0,0,0,0
3495,1845,0.507,DUSP3,0,1,Present,0.86,0.86,0,0,0,0
7656,3633,0.507,INPP5B,0,1,Present,0.497,0.497,0,0,0,0
11273,55681,0.507,SCYL2,0,1,Absent,0.931,0.931,0,0,0,0
15321,81034,0.507,SLC25A32,0,0,Absent,0.062,0.062,0,0,0,0
16262,84897,0.507,TBRG1,0,1,Absent,0.323,0.323,0,0,0,0
960,11105,0.508,PRDM7,0,0,Absent,0.63,0.63,0,0,0,0
2311,140459,0.508,ASB6,0,1,Absent,0.74,0.74,0,0,0,0
4177,222166,0.508,MTURN,0,1,Absent,0.805,0.805,0,0,0,0
5101,253943,0.508,YTHDF3,0,1,Absent,0.721,0.721,0,0,0,0
7404,3446,0.508,IFNA10,0,1,Present,0.694,0.694,0,0,0,0
7963,386678,0.508,KRTAP10-11,0,1,Absent,0.373,0.373,0,0,0,0
10223,5338,0.508,PLD2,0,1,Present,0.323,0.323,0,0,0,0
12623,60526,0.508,C2orf43,0,1,Absent,0.2,0.2,0,0,0,0
16204,84795,0.508,PYROXD2,0,1,Absent,0.805,0.805,0,0,0,0
5495,26040,0.509,SETBP1,0,1,Absent,0.523,0.523,0,0,0,0
10018,51700,0.509,CYB5R2,0,1,Present,0.292,0.292,0,0,0,0
11539,56105,0.509,PCDHGA11,0,1,Absent,0.266,0.266,0,0,0,0
15862,84142,0.509,FAM175A,0,1,Absent,0.331,0.331,0,0,0,0
16783,8906,0.509,AP1G2,0,1,Absent,0.655,0.655,0,0,0,0
10529,54677,0.51,CROT,0,1,Present,0.913,0.913,0,0,0,0
13922,7038,0.51,TG,0,1,Present,0.74,0.74,0,0,0,0
13986,7104,0.51,TM4SF4,0,0,Absent,0.939,0.939,0,0,0,0
16715,8832,0.51,CD84,0,1,Absent,0.337,0.337,0,0,0,0
17363,92689,0.51,FAM114A1,0,1,Absent,0.508,0.508,0,0,0,0
1346,1154,0.511,CISH,0,0,Present,0.751,0.751,0,0,0,0
2397,142679,0.511,DUSP19,0,1,Absent,0.689,0.689,0,0,0,0
4127,221357,0.511,GSTA5,0,1,Present,0.701,0.701,0,0,0,0
4264,22800,0.511,RRAS2,0,1,Present,0.506,0.506,0,0,0,0
4496,231,0.511,AKR1B1,0,1,Present,0.378,0.378,0,0,0,0
4806,23492,0.511,CBX7,0,1,Absent,0.236,0.236,0,0,0,0
6183,283416,0.511,LINC01465,0,1,Absent,0.17,0.17,0,0,0,0
6229,283899,0.511,INO80E,0,1,Absent,0.081,0.081,0,0,0,0
13518,6570,0.511,SLC18A1,0,1,Present,0.48,0.48,0,0,0,0
17817,9675,0.511,TTI1,0,1,Absent,0.649,0.649,0,0,0,0
2491,145258,0.512,GSC,0,0,Absent,0.886,0.886,0,0,0,0
3782,202374,0.512,STK32A,0,0,Absent,0.766,0.766,0,0,0,0
4563,23181,0.512,DIP2A,0,1,Absent,0.213,0.213,0,0,0,0
5583,262,0.512,AMD1,0,1,Present,0.115,0.115,0,0,0,0
6406,285676,0.512,ZNF454,0,1,Absent,0.106,0.106,0,0,0,0
9131,477,0.512,ATP1A2,0,1,Present,0.942,0.942,0,0,0,0
10039,51735,0.512,RAPGEF6,0,1,Absent,0.455,0.455,0,0,0,0
10740,54968,0.512,TMEM70,0,1,Absent,0.668,0.668,0,0,0,0
179,10194,0.513,TSHZ1,0,1,Absent,0.601,0.601,0,0,0,0
5902,27132,0.513,CPNE7,0,1,Absent,0.746,0.746,0,0,0,0
6212,283677,0.513,REC114,0,1,Absent,0.691,0.691,0,0,0,0
904,11041,0.514,B3GNT1,0,1,Present,0.055,0.055,0,0,0,0
4334,22889,0.514,KIAA0907,0,1,Absent,0.344,0.344,0,0,0,0
5931,27183,0.514,VPS4A,0,1,Present,0.848,0.848,0,0,0,0
6090,2800,0.514,GOLGA1,0,1,Absent,0.535,0.535,0,0,0,0
7025,3224,0.514,HOXC8,0,1,Absent,0.317,0.317,0,0,0,0
9045,4676,0.514,NAP1L4,0,1,Absent,0.725,0.725,0,0,0,0
9337,5008,0.514,OSM,0,1,Present,0.025,0.025,0,0,0,0
9518,51025,0.514,PAM16,0,1,Absent,0.214,0.214,0,0,0,0
9913,51537,0.514,MTFP1,0,1,Absent,0.737,0.737,0,0,0,0
12696,6156,0.514,RPL30,0,1,Present,0.626,0.626,0,0,0,0
12778,6271,0.514,S100A1,0,1,Absent,0.508,0.508,0,0,0,0
14196,7337,0.514,UBE3A,0,1,Present,0.226,0.226,0,0,0,0
14749,79612,0.514,NAA16,0,1,Absent,0.206,0.206,0,0,0,0
16290,84928,0.514,TMEM209,0,1,Absent,0.799,0.799,0,0,0,0
972,11122,0.515,PTPRT,0,1,Absent,0.959,0.959,0,0,0,0
7020,3219,0.515,HOXB9,0,1,Absent,0.518,0.518,0,0,0,0
10650,54869,0.515,EPS8L1,0,1,Absent,0.243,0.243,0,0,0,0
12059,57463,0.515,AMIGO1,0,1,Absent,0.284,0.284,0,0,0,0
13607,6635,0.515,SNRPE,0,1,Present,0.587,0.587,0,0,0,0
13929,7045,0.515,TGFBI,0,1,Absent,0.989,0.989,0,0,0,0
449,10489,0.516,LRRC41,0,1,Absent,0.262,0.262,0,0,0,0
744,10857,0.516,PGRMC1,0,1,Absent,0.404,0.404,0,0,0,0
760,10876,0.516,EDDM3A,0,0,Absent,0.532,0.532,0,0,0,0
944,1109,0.516,AKR1C4,0,0,Present,0.294,0.294,0,0,0,0
3103,161253,0.516,REM2,0,1,Absent,0.284,0.284,0,0,0,0
3256,166,0.516,AES,0,1,Absent,0.36,0.36,0,0,0,0
6672,29780,0.516,PARVB,0,1,Present,0.062,0.062,0,0,0,0
7562,353355,0.516,ZNF233,0,1,Absent,0.256,0.256,0,0,0,0
14458,7748,0.516,ZNF195,0,0,Absent,0.15,0.15,0,0,0,0
15627,8355,0.516,HIST1H3G,0,1,Present,0.587,0.587,0,0,0,0
17749,9600,0.516,PITPNM1,0,1,Absent,0.493,0.493,0,0,0,0
11570,56139,0.517,PCDHA10,0,0,Absent,0.582,0.582,0,0,0,0
11631,5630,0.517,PRPH,0,1,Present,0.462,0.462,0,0,0,0
1416,116379,0.518,IL22RA2,0,0,Present,0.367,0.367,0,0,0,0
3270,1667,0.518,DEFA1,0,1,Absent,0.903,0.903,0,0,0,0
3868,2065,0.518,ERBB3,0,1,Present,0.861,0.861,0,0,0,0
4516,23129,0.518,PLXND1,0,1,Absent,0.57,0.57,0,0,0,0
4528,23140,0.518,ZZEF1,0,1,Absent,0.407,0.407,0,0,0,0
4595,23217,0.518,ZFR2,0,1,Absent,0.839,0.839,0,0,0,0
5348,25876,0.518,SPEF1,0,0,Absent,0.289,0.289,0,0,0,0
6174,283337,0.518,ZNF740,0,1,Absent,0.127,0.127,0,0,0,0
6904,30968,0.518,STOML2,0,1,Absent,0.695,0.695,0,0,0,0
7224,339345,0.518,NANOS2,0,1,Absent,0.728,0.728,0,0,0,0
7652,363,0.518,AQP6,0,1,Absent,0.423,0.423,0,0,0,0
12603,6048,0.518,RNF5,0,1,Present,0.294,0.294,0,0,0,0
12674,6130,0.518,RPL7A,0,1,Present,0.713,0.713,0,0,0,0
13067,64288,0.518,ZSCAN31,0,1,Absent,0.688,0.688,0,0,0,0
14711,79465,0.518,ULBP3,0,0,Present,0.787,0.787,0,0,0,0
15362,81494,0.518,CFHR5,0,1,Absent,0.022,0.022,0,0,0,0
16595,8689,0.518,KRT36,0,1,Absent,0.553,0.553,0,0,0,0
16819,8969,0.518,HIST1H2AG,0,1,Present,0.746,0.746,0,0,0,0
4838,2353,0.519,FOS,0,1,Present,0.083,0.083,0,0,0,0
7281,340351,0.519,AGBL3,0,1,Absent,0.907,0.907,0,0,0,0
9436,5079,0.519,PAX5,0,0,Absent,0.853,0.853,0,0,0,0
15349,81399,0.519,OR4F16,0,0,Present,0.217,0.217,0,0,0,0
217,10229,0.52,COQ7,0,1,Present,0.084,0.084,0,0,0,0
437,10478,0.52,SLC25A17,0,1,Present,0.733,0.733,0,0,0,0
1737,124930,0.52,ANKRD13B,0,1,Absent,0.541,0.541,0,0,0,0
2614,147719,0.52,LYPD4,0,1,Absent,0.789,0.789,0,0,0,0
3011,1583,0.52,CYP11A1,0,1,Present,0.403,0.403,0,0,0,0
3346,170575,0.52,GIMAP1,0,1,Absent,0.979,0.979,0,0,0,0
3859,2058,0.52,EPRS,0,1,Present,0.322,0.322,0,0,0,0
4477,2308,0.52,FOXO1,0,1,Present,0.765,0.765,0,0,0,0
7857,3769,0.52,KCNJ13,0,1,Present,0.776,0.776,0,0,0,0
9806,51373,0.52,MRPS17,0,1,Absent,0.088,0.088,0,0,0,0
10419,54475,0.52,NLE1,0,1,Absent,0.347,0.347,0,0,0,0
11075,55331,0.52,ACER3,0,1,Present,0.703,0.703,0,0,0,0
11229,5563,0.52,PRKAA2,0,1,Present,0.817,0.817,0,0,0,0
11313,55728,0.52,N4BP2,0,1,Absent,0.79,0.79,0,0,0,0
13382,6508,0.52,SLC4A3,0,0,Absent,0.95,0.95,0,0,0,0
13510,6563,0.52,SLC14A1,0,1,Absent,0.457,0.457,0,0,0,0
13525,6578,0.52,SLCO2A1,0,1,Absent,0.688,0.688,0,0,0,0
15004,79927,0.52,FAM110D,0,1,Absent,0.484,0.484,0,0,0,0
208,1022,0.521,CDK7,0,1,Present,0.257,0.257,0,0,0,0
12711,6175,0.521,RPLP0,0,1,Present,0.407,0.407,0,0,0,0
15636,83591,0.521,THAP2,0,1,Absent,0.292,0.292,0,0,0,0
16401,85315,0.521,PAQR8,0,1,Absent,0.487,0.487,0,0,0,0
17958,9827,0.521,RGP1,0,1,Absent,0.833,0.833,0,0,0,0
726,1082,0.522,CGB,0,0.5,Absent,0.13,0.13,0,0,0,0
916,11057,0.522,ABHD2,0,1,Absent,0.099,0.099,0,0,0,0
2668,148534,0.522,TMEM56,0,1,Absent,0.958,0.958,0,0,0,0
3136,162387,0.522,MFSD6L,0,1,Absent,0.534,0.534,0,0,0,0
5669,2638,0.522,GC,0,1,Absent,0.399,0.399,0,0,0,0
5801,2694,0.522,GIF,0,0,Present,0.668,0.668,0,0,0,0
6739,29935,0.522,RPA4,0,1,Present,0.677,0.677,0,0,0,0
9399,5055,0.522,SERPINB2,0,1,Present,0.092,0.092,0,0,0,0
9477,5092,0.522,PCBD1,0,1,Absent,0.74,0.74,0,0,0,0
11547,56112,0.522,PCDHGA3,0,1,Absent,0.208,0.208,0,0,0,0
11766,56916,0.522,SMARCAD1,0,1,Absent,0.858,0.858,0,0,0,0
12029,57406,0.522,ABHD6,0,1,Absent,0.993,0.993,0,0,0,0
15738,83875,0.522,BCO2,0,1,Absent,0.601,0.601,0,0,0,0
16144,84668,0.522,FAM126A,0,1,Absent,0.462,0.462,0,0,0,0
3142,162494,0.524,RHBDL3,0,1,Absent,0.803,0.803,0,0,0,0
3189,163589,0.524,TDRD5,0,0,Absent,0.77,0.77,0,0,0,0
3972,219293,0.524,ATAD3C,0,1,Absent,0.445,0.445,0,0,0,0
4551,2317,0.524,FLNB,0,1,Present,0.896,0.896,0,0,0,0
5283,25797,0.524,QPCT,0,1,Absent,0.549,0.549,0,0,0,0
6196,283518,0.524,KCNRG,0,1,Absent,0.803,0.803,0,0,0,0
6643,2953,0.524,GSTT2,0,0.5,Present,0.64,0.64,0,0,0,0
7092,3308,0.524,HSPA4,0,1,Present,0.134,0.134,0,0,0,0
7919,3820,0.524,KLRB1,0,0,Present,0.721,0.721,0,0,0,0
10754,54982,0.524,CLN6,0,1,Absent,0.444,0.444,0,0,0,0
11253,55659,0.524,ZNF416,0,1,Absent,0.469,0.469,0,0,0,0
13149,6443,0.524,SGCB,0,1,Present,0.715,0.715,0,0,0,0
13250,64769,0.524,MEAF6,0,1,Absent,0.174,0.174,0,0,0,0
13494,6546,0.524,SLC8A1,0,1,Present,0.582,0.582,0,0,0,0
14863,79752,0.524,ZFAND1,0,1,Absent,0.845,0.845,0,0,0,0
15773,8394,0.524,PIP5K1A,0,1,Present,0.895,0.895,0,0,0,0
17389,92840,0.524,REEP6,0,1,Absent,0.605,0.605,0,0,0,0
4491,23095,0.525,KIF1B,0,1,Absent,0.178,0.178,0,0,0,0
15057,80007,0.525,C10orf88,0,1,Absent,0.609,0.609,0,0,0,0
74,10077,0.526,TSPAN32,0,1,Absent,0.258,0.258,0,0,0,0
3797,203074,0.526,PRSS55,0,1,Absent,0.205,0.205,0,0,0,0
6561,29071,0.526,C1GALT1C1,0,1,Present,0.499,0.499,0,0,0,0
7925,383,0.526,ARG1,0,1,Present,0.214,0.214,0,0,0,0
9809,51377,0.526,UCHL5,0,1,Absent,0.871,0.871,0,0,0,0
10126,525,0.526,ATP6V1B1,0,1,Present,0.587,0.587,0,0,0,0
17554,94056,0.526,SYAP1,0,1,Absent,0.68,0.68,0,0,0,0
2482,144715,0.527,RAD9B,0,1,Absent,0.927,0.927,0,0,0,0
10505,54606,0.527,DDX56,0,1,Absent,0.879,0.879,0,0,0,0
15973,84303,0.527,CHCHD6,0,1,Absent,0.768,0.768,0,0,0,0
357,10392,0.528,NOD1,0,1,Present,0.94,0.94,0,0,0,0
1753,125150,0.528,ZSWIM7,0,1,Absent,0.983,0.983,0,0,0,0
5908,27145,0.528,FILIP1,0,1,Absent,0.289,0.289,0,0,0,0
6109,2820,0.528,GPD2,0,1,Present,0.535,0.535,0,0,0,0
8715,4241,0.528,MFI2,0,1,Absent,0.626,0.626,0,0,0,0
10941,55199,0.528,FAM86C1,0,1,Absent,0.44,0.44,0,0,0,0
10970,55226,0.528,NAT10,0,1,Present,0.363,0.363,0,0,0,0
15629,83551,0.528,TAAR8,0,1,Present,0.384,0.384,0,0,0,0
17589,94239,0.528,H2AFV,0,1,Present,0.633,0.633,0,0,0,0
17933,9797,0.528,TATDN2,0,1,Absent,0.65,0.65,0,0,0,0
2851,1525,0.529,CXADR,0,1,Present,0.391,0.391,0,0,0,0
8283,3920,0.529,LAMP2,0,1,Present,0.757,0.757,0,0,0,0
8869,441161,0.529,OOEP,0,1,Absent,0.978,0.978,0,0,0,0
13567,66008,0.529,TRAK2,0,1,Absent,0.264,0.264,0,0,0,0
13708,6749,0.529,SSRP1,0,1,Absent,0.356,0.356,0,0,0,0
14373,7576,0.529,ZNF28,0,1,Absent,0.569,0.569,0,0,0,0
1349,1155,0.53,TBCB,0,1,Absent,0.674,0.674,0,0,0,0
1944,128866,0.53,CHMP4B,0,1,Present,0.553,0.553,0,0,0,0
3286,1672,0.53,DEFB1,0,1,Absent,0.743,0.743,0,0,0,0
4199,222642,0.53,TSPO2,0,1,Absent,0.836,0.836,0,0,0,0
6474,2869,0.53,GRK5,0,1,Present,0.197,0.197,0,0,0,0
8681,4193,0.53,MDM2,0,1,Present,0.554,0.554,0,0,0,0
8892,441639,0.53,OR9K2,0,0,Present,0.55,0.55,0,0,0,0
10061,51773,0.53,RSF1,0,1,Absent,0.947,0.947,0,0,0,0
11140,55500,0.53,ETNK1,0,1,Present,0.776,0.776,0,0,0,0
12283,57820,0.53,CCNB1IP1,0,1,Absent,0.492,0.492,0,0,0,0
12391,58528,0.53,RRAGD,0,1,Absent,0.281,0.281,0,0,0,0
12856,6358,0.53,CCL14,0,1,Present,0.077,0.077,0,0,0,0
14693,79369,0.53,B3GNT4,0,1,Present,0.93,0.93,0,0,0,0
15658,83640,0.53,FAM103A1,0,1,Absent,0.097,0.097,0,0,0,0
15870,84163,0.53,GTF2IRD2,0,1,Absent,0.062,0.062,0,0,0,0
17982,9855,0.53,FARP2,0,1,Present,0.79,0.79,0,0,0,0
2440,143879,0.531,KBTBD3,0,1,Absent,0.127,0.127,0,0,0,0
7264,340024,0.531,SLC6A19,0,1,Present,0.224,0.224,0,0,0,0
10245,5358,0.531,PLS3,0,1,Absent,0.999,0.999,0,0,0,0
10595,54809,0.531,SAMD9,0,1,Absent,0.402,0.402,0,0,0,0
11254,5566,0.531,PRKACA,0,1,Present,0.373,0.373,0,0,0,0
12091,57506,0.531,MAVS,0,1,Present,0.229,0.229,0,0,0,0
13110,643866,0.531,CBLN3,0,1,Absent,0.132,0.132,0,0,0,0
16598,8692,0.531,HYAL2,0,1,Present,0.993,0.993,0,0,0,0
1415,116372,0.532,LYPD1,0,1,Absent,0.677,0.677,0,0,0,0
2530,146183,0.532,OTOA,0,0,Absent,0.508,0.508,0,0,0,0
5047,251,0.532,ALPPL2,0,1,Present,1.001,1.001,0,0,0,0
5978,27291,0.532,R3HCC1L,0,1,Absent,0.208,0.208,0,0,0,0
8159,389860,0.532,PAGE2B,0,1,Absent,0.392,0.392,0,0,0,0
9726,51280,0.532,GOLM1,0,1,Absent,0.823,0.823,0,0,0,0
12016,57380,0.532,MRS2,0,1,Absent,0.575,0.575,0,0,0,0
16308,84947,0.532,SERAC1,0,1,Absent,0.46,0.46,0,0,0,0
17994,9869,0.532,SETDB1,0,1,Present,0.622,0.622,0,0,0,0
1424,116449,0.533,CLNK,0,0,Absent,0.96,0.96,0,0,0,0
8571,4087,0.533,SMAD2,0,1,Present,0.107,0.107,0,0,0,0
13698,6734,0.533,SRPR,0,1,Present,0.372,0.372,0,0,0,0
3459,1809,0.534,DPYSL3,0,1,Absent,0.127,0.127,0,0,0,0
3638,1984,0.534,EIF5A,0,1,Absent,0.282,0.282,0,0,0,0
3738,201254,0.534,STRA13,0,1,Absent,0.411,0.411,0,0,0,0
4447,23040,0.534,MYT1L,0,1,Absent,0.94,0.94,0,0,0,0
5581,26190,0.534,FBXW2,0,1,Absent,0.125,0.125,0,0,0,0
8599,4115,0.534,MAGEB4,0,1,Absent,0.596,0.596,0,0,0,0
9127,4760,0.534,NEUROD1,0,1,Present,0.137,0.137,0,0,0,0
9336,5007,0.534,OSBP,0,1,Absent,0.826,0.826,0,0,0,0
9681,51226,0.534,COPZ2,0,1,Absent,0.265,0.265,0,0,0,0
11800,56952,0.534,PRTFDC1,0,1,Absent,0.745,0.745,0,0,0,0
11864,57057,0.534,TBX20,0,1,Absent,0.602,0.602,0,0,0,0
13038,64218,0.534,SEMA4A,0,1,Present,0.947,0.947,0,0,0,0
13048,642265,0.534,NA,0,1,Present,NA,0.055,0,0,0,0
16422,85377,0.534,MICALL1,0,1,Absent,0.77,0.77,0,0,0,0
16610,8707,0.534,B3GALT2,0,0,Present,0.349,0.349,0,0,0,0
17162,9147,0.534,NEMF,0,1,Absent,0.645,0.645,0,0,0,0
11111,55374,0.535,TMCO6,0,1,Absent,0.332,0.332,0,0,0,0
1172,1132,0.536,CHRM4,0,1,Present,0.891,0.891,0,0,0,0
1356,115650,0.536,TNFRSF13C,0,0,Present,0.558,0.558,0,0,0,0
3368,171023,0.536,ASXL1,0,1,Absent,0.841,0.841,0,0,0,0
4649,23279,0.536,NUP160,0,1,Present,0.357,0.357,0,0,0,0
6494,2890,0.536,GRIA1,0,0,Present,0.529,0.529,0,0,0,0
6697,2987,0.536,GUK1,0,1,Present,0.403,0.403,0,0,0,0
6953,3161,0.536,HMMR,0,1,Present,0.735,0.735,0,0,0,0
7403,344561,0.536,GPR148,0,1,Absent,0.222,0.222,0,0,0,0
8449,401498,0.536,TMEM215,0,0,Absent,0.363,0.363,0,0,0,0
10217,53354,0.536,PANK1,0,1,Present,0.934,0.934,0,0,0,0
14425,7697,0.536,ZNF138,0,1,Absent,0.878,0.878,0,0,0,0
15117,80157,0.536,CWH43,0,0,Absent,0.896,0.896,0,0,0,0
15159,80228,0.536,ORAI2,0,1,Absent,0.86,0.86,0,0,0,0
16796,892,0.536,CCNC,0,1,Absent,0.293,0.293,0,0,0,0
17072,90990,0.536,KIFC2,0,1,Absent,0.896,0.896,0,0,0,0
9134,4773,0.537,NFATC2,0,1,Present,0.96,0.96,0,0,0,0
12383,58511,0.537,DNASE2B,0,1,Present,0.756,0.756,0,0,0,0
13145,64426,0.537,SUDS3,0,1,Absent,0.578,0.578,0,0,0,0
4433,23024,0.538,PDZRN3,0,1,Absent,0.601,0.601,0,0,0,0
5841,27033,0.538,ZBTB32,0,1,Absent,0.378,0.378,0,0,0,0
6228,283897,0.538,C16orf54,0,1,Absent,0.856,0.856,0,0,0,0
6325,284654,0.538,RSPO1,0,0,Absent,0.988,0.988,0,0,0,0
8904,442194,0.538,OR10C1,0,0,Present,0.503,0.503,0,0,0,0
9028,4654,0.538,MYOD1,0,0,Absent,0.915,0.915,0,0,0,0
9295,4953,0.538,ODC1,0,1,Present,0.959,0.959,0,0,0,0
10144,5270,0.538,SERPINE2,0,1,Absent,0.746,0.746,0,0,0,0
10886,55142,0.538,HAUS2,0,1,Absent,0.497,0.497,0,0,0,0
11382,558,0.538,AXL,0,1,Absent,0.672,0.672,0,0,0,0
12731,6199,0.538,RPS6KB2,0,1,Present,0.004,0.004,0,0,0,0
16158,84688,0.538,C9orf24,0,1,Absent,0.647,0.647,0,0,0,0
17051,90861,0.538,HN1L,0,1,Absent,0.694,0.694,0,0,0,0
17056,90874,0.539,ZNF697,0,1,Absent,0.267,0.267,0,0,0,0
17899,9761,0.539,MLEC,0,1,Absent,0.149,0.149,0,0,0,0
1116,11272,0.54,PRR4,0,1,Absent,0.965,0.965,0,0,0,0
6001,27327,0.54,TNRC6A,0,1,Absent,0.715,0.715,0,0,0,0
8252,391,0.54,RHOG,0,1,Present,0.857,0.857,0,0,0,0
11965,57192,0.54,MCOLN1,0,1,Present,0.613,0.613,0,0,0,0
13282,64805,0.54,P2RY12,0,1,Absent,0.726,0.726,0,0,0,0
13924,7040,0.54,TGFB1,0,0,Present,0.206,0.206,0,0,0,0
14381,7587,0.54,ZNF37A,0,1,Absent,0.252,0.252,0,0,0,0
16900,90075,0.54,ZNF30,0,1,Absent,0.657,0.657,0,0,0,0
17401,92949,0.54,ADAMTSL1,0,1,Absent,0.977,0.977,0,0,0,0
17657,9499,0.54,MYOT,0,1,Absent,0.558,0.558,0,0,0,0
934,11077,0.541,HSF2BP,0,0,Absent,0.988,0.988,0,0,0,0
4050,219983,0.541,OR4D6,0,1,Present,0.818,0.818,0,0,0,0
4590,23212,0.541,RRS1,0,1,Absent,0.105,0.105,0,0,0,0
14124,728269,0.541,MAGEA9B,0,1,Absent,0.087,0.087,0,0,0,0
16180,84720,0.541,PIGO,0,1,Present,0.597,0.597,0,0,0,0
3106,161357,0.542,MDGA2,0,0,Absent,0.439,0.439,0,0,0,0
3641,1990,0.542,CELA1,0,1,Absent,0.492,0.492,0,0,0,0
3775,202134,0.542,FAM153B,0,1,Absent,0.298,0.298,0,0,0,0
6469,286753,0.542,TUSC5,0,0,Absent,0.635,0.635,0,0,0,0
7139,337867,0.542,UBAC2,0,1,Absent,0.895,0.895,0,0,0,0
7962,386676,0.542,KRTAP10-9,0,1,Absent,0.537,0.537,0,0,0,0
9556,51077,0.542,FCF1,0,1,Present,0.633,0.633,0,0,0,0
13205,646498,0.542,C3orf84,0,1,Absent,0.919,0.919,0,0,0,0
15379,81554,0.542,WBSCR16,0,1,Absent,0.67,0.67,0,0,0,0
18035,9912,0.542,ARHGAP44,0,1,Absent,0.489,0.489,0,0,0,0
2209,1373,0.543,CPS1,0,0,Present,0.089,0.089,0,0,0,0
6619,292,0.543,SLC25A5,0,1,Present,0.77,0.77,0,0,0,0
6850,3060,0.543,HCRT,0,1,Absent,0.672,0.672,0,0,0,0
12037,57415,0.543,C3orf14,0,1,Absent,0.929,0.929,0,0,0,0
18105,9990,0.543,SLC12A6,0,1,Absent,0.958,0.958,0,0,0,0
88,10093,0.544,ARPC4,0,1,Present,0.602,0.602,0,0,0,0
2222,137872,0.544,ADHFE1,0,1,Absent,0.7,0.7,0,0,0,0
3050,159163,0.544,RBMY1F,0,0.5,Absent,0.956,0.956,0,0,0,0
3654,199704,0.544,ZNF585A,0,1,Absent,0.183,0.183,0,0,0,0
4172,221960,0.544,CCZ1B,0,1,Absent,0.149,0.149,0,0,0,0
4627,23254,0.544,KAZN,0,1,Absent,0.444,0.444,0,0,0,0
6964,3174,0.544,HNF4G,0,1,Present,0.667,0.667,0,0,0,0
12565,6003,0.544,RGS13,0,1,Absent,0.862,0.862,0,0,0,0
12784,6277,0.544,S100A6,0,1,Absent,0.49,0.49,0,0,0,0
12947,6403,0.544,SELP,0,0,Present,0.909,0.909,0,0,0,0
13164,644815,0.544,FAM83G,0,0,Absent,0.701,0.701,0,0,0,0
13561,65997,0.544,RASL11B,0,1,Absent,0.692,0.692,0,0,0,0
13881,699,0.544,BUB1,0,1,Present,0.99,0.99,0,0,0,0
16467,85465,0.544,EPT1,0,1,Present,0.904,0.904,0,0,0,0
16478,8550,0.544,MAPKAPK5,0,1,Present,0.789,0.789,0,0,0,0
16525,8612,0.544,PPAP2C,0,1,Present,0.211,0.211,0,0,0,0
1732,124857,0.545,WFIKKN2,0,0,Absent,0.356,0.356,0,0,0,0
1826,126626,0.545,GABPB2,0,1,Absent,0.264,0.264,0,0,0,0
2616,147744,0.545,TMEM190,0,1,Absent,0.105,0.105,0,0,0,0
6741,2994,0.545,GYPB,0,0,Present,0.585,0.585,0,0,0,0
7559,353332,0.545,KRTAP12-1,0,1,Absent,0.461,0.461,0,0,0,0
8485,402415,0.545,XKRX,0,1,Absent,0.462,0.462,0,0,0,0
10860,55110,0.545,MAGOHB,0,1,Present,0.43,0.43,0,0,0,0
12202,57655,0.545,GRAMD1A,0,1,Absent,0.373,0.373,0,0,0,0
1400,116179,0.546,TGM7,0,1,Absent,0.698,0.698,0,0,0,0
2734,1501,0.546,CTNND2,0,0,Absent,0.973,0.973,0,0,0,0
3179,163223,0.546,ZNF676,0,1,Absent,0.244,0.244,0,0,0,0
3689,2002,0.546,ELK1,0,1,Present,0.615,0.615,0,0,0,0
4090,220963,0.546,SLC16A9,0,1,Absent,0.783,0.783,0,0,0,0
