,GeneSymbol,EntrezID,Zscore,OffTarget_pValue,AssignedScore
4129,DISC1,27185,-0.47,1,0
4130,DISP1,84976,0.43,1,0
4131,DISP2,85455,-0.778,1,0
4132,DIXDC1,85458,0.795,1,0
4133,DKC1,1736,0.584,1,0
4134,DKK1,22943,0.131,1,0
4135,DKK2,27123,0.723,1,0
4136,DKK3,27122,-0.76,1,0
4137,DKK4,27121,0.96,1,0
4138,DKKL1,27120,-2.55,1,1
4139,DLAT,1737,0.868,1,0
4140,DLD,1738,-1.121,0.511,0.5
4141,DLEC1,9940,0.768,1,0
4142,DLEU7,220107,-0.159,1,0
4143,DLG1,1739,0.285,1,0
4144,DLG2,1740,0.732,1,0
4145,DLG3,1741,-0.388,1,0
4146,DLG4,1742,-0.098,1,0
4147,DLG5,9231,0.06,1,0
4148,DLGAP1,9229,0.624,1,0
4149,DLGAP1-AS1,649446,-0.259,1,0
4150,DLGAP2,9228,-0.544,1,0
4151,DLGAP3,58512,-0.986,1,0
4152,DLGAP4,22839,-1.379,1,0.5
4153,DLGAP5,9787,-0.666,1,0
4154,DLK1,8788,0.897,1,0
4155,DLK2,65989,0.681,1,0
4156,DLL1,28514,-0.598,1,0
4157,DLL3,10683,0.989,1,0
4158,DLL4,54567,0.256,1,0
4159,DLST,1743,0.352,1,0
4160,DLX1,1745,-1.115,1,0.5
4161,DLX2,1746,-1.077,1,0.5
4162,DLX3,1747,1.121,1,0
4163,DLX4,1748,-1.363,1,0.5
4164,DLX5,1749,0.452,1,0
4165,DLX6,1750,-0.07,1,0
4166,DMAC1,90871,-0.626,1,0
4167,DMAC2,55101,0.488,1,0
4168,DMAC2L,27109,-0.099,1,0
4169,DMAP1,55929,0.453,1,0
4170,DMBT1,1755,-0.239,1,0
4171,DMBX1,127343,0.07,1,0
4172,DMC1,11144,0.104,1,0
4173,DMD,1756,-0.512,1,0
4174,DMGDH,29958,-1.397,1,0.5
4175,DMKN,93099,0.03,1,0
4176,DMP1,1758,-0.049,1,0
4177,DMPK,1760,-0.728,1,0
4178,DMRT1,1761,-0.23,1,0
4179,DMRT2,10655,0.656,1,0
4180,DMRT3,58524,-1.88,1,0.5
4181,DMRTA1,63951,-0.436,1,0
4182,DMRTC1,63947,-2.186,0.155,0.5
4183,DMRTC1B,728656,1.163,1,0
4184,DMRTC2,63946,1.18,1,0
4185,DMTF1,9988,0.027,1,0
4186,DMTN,2039,-0.106,1,0
4187,DMWD,1762,1.032,1,0
4188,DMXL1,1657,-0.704,1,0
4189,DMXL2,23312,0.044,1,0
4190,DNA2,1763,-1.138,1,0.5
4191,DNAAF1,123872,-0.182,1,0
4192,DNAAF2,55172,-0.162,1,0
4193,DNAAF3,352909,-3.466,1,1
4194,DNAAF4,161582,0.29,1,0
4195,DNAAF5,54919,0.768,1,0
4196,DNAH1,25981,1.022,1,0
4197,DNAH10,196385,1.031,1,0
4198,DNAH11,8701,-0.495,1,0
4199,DNAH2,146754,-1.212,1,0.5
4200,DNAH3,55567,0.496,1,0
4201,DNAH5,1767,0.26,1,0
4202,DNAH7,56171,0.078,1,0
4203,DNAH8,1769,-0.333,1,0
4204,DNAH9,1770,-0.356,1,0
4205,DNAI1,27019,0.904,1,0
4206,DNAI2,64446,-1.449,0.292,0.5
4207,DNAJA1,3301,-1.552,1,0.5
4208,DNAJA2,10294,-0.172,1,0
4209,DNAJA3,9093,-0.004,1,0
4210,DNAJA4,55466,-2.628,1,1
4211,DNAJB1,3337,0.66,1,0
4212,DNAJB11,51726,0.962,1,0
4213,DNAJB12,54788,0.089,1,0
4214,DNAJB13,374407,0.062,1,0
4215,DNAJB14,79982,-0.204,1,0
4216,DNAJB2,3300,-1.314,1,0.5
4217,DNAJB3,414061,0.886,1,0
4218,DNAJB4,11080,0.674,1,0
4219,DNAJB5,25822,0.982,1,0
4220,DNAJB6,10049,-1.448,1,0.5
4221,DNAJB7,150353,0.464,1,0
4222,DNAJB8,165721,0.017,1,0
4223,DNAJB9,4189,0.693,1,0
4224,DNAJC1,64215,-1.097,1,0.5
4225,DNAJC10,54431,-0.569,1,0
4226,DNAJC11,55735,-0.592,1,0
4227,DNAJC12,56521,0.374,1,0
4228,DNAJC13,23317,0.656,1,0
4229,DNAJC14,85406,0.147,1,0
4230,DNAJC15,29103,-0.876,1,0
4231,DNAJC16,23341,0.351,1,0
4232,DNAJC17,55192,0.027,1,0
4233,DNAJC18,202052,0.366,1,0
4234,DNAJC19,131118,-0.058,1,0
4235,DNAJC2,27000,-0.36,1,0
4236,DNAJC21,134218,0.882,1,0
4237,DNAJC22,79962,-0.328,1,0
4238,DNAJC24,120526,0.428,1,0
4239,DNAJC25,548645,-1.736,1,1
4240,DNAJC25-GNG10,552891,-2.813,0.335,1
4241,DNAJC27,51277,-0.979,1,0
4242,DNAJC28,54943,0.139,1,0
4243,DNAJC3,5611,-0.218,1,0
4244,DNAJC30,84277,0.272,1,0
4245,DNAJC4,3338,1.144,1,0
4246,DNAJC5,80331,-0.56,1,0
4247,DNAJC5B,85479,0.549,1,0
4248,DNAJC6,9829,0.807,1,0
4249,DNAJC7,7266,-0.326,1,0
4250,DNAJC8,22826,-0.59,1,0
4251,DNAJC9,23234,1.529,1,0
4252,DNAL1,83544,0.274,1,0
4253,DNAL4,10126,-0.066,1,0
4254,DNALI1,7802,0.66,1,0
4255,DNASE1,1773,1.962,1,0
4256,DNASE1L1,1774,1.48,1,0
4257,DNASE1L2,1775,0.792,1,0
4258,DNASE1L3,1776,-1.114,1,0.5
4259,DNASE2,1777,0.762,1,0
4260,DNASE2B,58511,0.537,1,0
4261,DND1,373863,2.785,1,0
4262,DNER,92737,0.094,1,0
4263,DNHD1,144132,0.967,1,0
4264,DNLZ,728489,1.206,1,0
4265,DNM1,1759,-1.032,1,0.5
4266,DNM1L,10059,-2.25,1,1
4267,DNM2,1785,0.404,1,0
4268,DNM3,26052,0.092,1,0
4269,DNMBP,23268,-0.51,1,0
4270,DNMT1,1786,0.048,1,0
4271,DNMT3B,1789,-0.324,1,0
4272,DNMT3L,29947,0.334,1,0
4273,DNPEP,23549,-1.012,1,0.5
4274,DNPH1,10591,0.18,1,0
4275,DNTT,1791,-1.089,1,0.5
4276,DNTTIP1,116092,-0.79,1,0
4277,DNTTIP2,30836,0.717,1,0
4278,DOC2A,8448,0.851,1,0
4279,DOC2B,8447,-0.134,0.499,0
4280,DOCK1,1793,0.332,1,0
4281,DOCK10,55619,-1.289,1,0.5
4282,DOCK11,139818,-0.213,0.647,0
4283,DOCK2,1794,-0.046,1,0
4284,DOCK3,1795,-0.526,1,0
4285,DOCK4,9732,-0.598,1,0
4286,DOCK5,80005,-1.034,0.599,0.5
4287,DOCK6,57572,0.918,1,0
4288,DOCK7,85440,0.82,1,0
4289,DOCK8,81704,-0.756,1,0
4290,DOCK9,23348,0.546,1,0
4291,DOHH,83475,-0.836,1,0
4292,DOK1,1796,0.052,1,0
4293,DOK2,9046,0.636,1,0
4294,DOK3,79930,-0.884,1,0
4295,DOK4,55715,0.248,1,0
4296,DOK5,55816,0.901,1,0
4297,DOK6,220164,0.238,1,0
4298,DOK7,285489,-0.228,1,0
4299,DOLK,22845,0.816,1,0
4300,DOLPP1,57171,-1.249,1,0.5
4301,DONSON,29980,0.882,1,0
4302,DOP1A,23033,-0.318,1,0
4303,DOP1B,9980,0.648,1,0
4304,DOT1L,84444,0.941,1,0
4305,DPAGT1,1798,-0.083,1,0
4306,DPCD,25911,-0.772,1,0
4307,DPEP1,1800,-0.294,0.499,0
4308,DPEP2,64174,0.478,1,0
4309,DPEP3,64180,-0.246,1,0
4310,DPF1,8193,-1.393,1,0.5
4311,DPF2,5977,0.241,1,0
4312,DPF3,8110,-0.82,0.583,0
4313,DPH1,1801,0.15,1,0
4314,DPH2,1802,0.852,1,0
4315,DPH3,285381,0.176,1,0
4316,DPH5,51611,0.246,1,0
4317,DPH6,89978,-2.558,0.666,0.5
4318,DPH7,92715,0.204,1,0
4319,DPM1,8813,0.322,1,0
4320,DPM2,8818,0.412,1,0
4321,DPM3,54344,-0.394,0.647,0
4322,DPP10,57628,0.183,1,0
4323,DPP3,10072,0.632,1,0
4324,DPP4,1803,-0.32,1,0
4325,DPP6,1804,0.062,1,0
4326,DPP7,29952,1.121,1,0
4327,DPP8,54878,-0.106,1,0
4328,DPP9,91039,0.958,1,0
4329,DPPA2,151871,-0.271,1,0
4330,DPPA3,359787,-1.192,1,0.5
4331,DPPA4,55211,0.88,1,0
4332,DPPA5,340168,-0.224,1,0
4333,DPRX,503834,1.224,1,0
4334,DPT,1805,-0.698,0.363,0
4335,DPY19L2,283417,-0.078,1,0
4336,DPY19L3,147991,-1.083,1,0.5
4337,DPY19L4,286148,0.704,1,0
4338,DPY30,84661,-0.374,1,0
4339,DPYD,1806,1.135,1,0
4340,DPYS,1807,-0.811,1,0
4341,DPYSL2,1808,-1.119,1,0.5
4342,DPYSL3,1809,0.534,1,0
4343,DPYSL4,10570,0.1,1,0
4344,DPYSL5,56896,1.258,1,0
4345,DQX1,165545,0.621,1,0
4346,DR1,1810,1.306,1,0
4347,DRAM1,55332,-2.075,1,1
4348,DRAM2,128338,-1.172,0.273,0.5
4349,DRAP1,10589,0.236,1,0
4350,DRAXIN,374946,-2.176,1,1
4351,DRC1,92749,1.804,1,0
4352,DRC3,83450,0.762,1,0
4353,DRC7,84229,0.155,1,0
4354,DRD1,1812,-0.432,1,0
4355,DRD2,1813,-1.212,1,0.5
4356,DRD3,1814,-1,1,0.5
4357,DRD4,1815,0.41,1,0
4358,DRD5,1816,-1.864,1,1
4359,DRG1,4733,1.318,1,0
4360,DRG2,1819,0.154,1,0
4361,DRGX,644168,0.843,1,0
4362,DRICH1,51233,0.996,1,0
4363,DROSHA,29102,-0.43,1,0
4364,DRP2,1821,0.615,1,0
4365,DSC1,1823,0.272,1,0
4366,DSC2,1824,0.404,1,0
4367,DSC3,1825,-1.484,0.004,0
4368,DSCAM,1826,0.32,1,0
4369,DSCAML1,57453,0.356,1,0
4370,DSCC1,79075,0.398,1,0
4371,DSCR10,259234,1.49,1,0
4372,DSCR4,10281,-1.375,1,0.5
4373,DSCR9,257203,0.798,1,0
4374,DSE,29940,-1.736,1,1
4375,DSEL,92126,0.142,0.511,0
4376,DSG1,1828,1.794,1,0
4377,DSG2,1829,-2.076,1,1
4378,DSG3,1830,-0.528,1,0
4379,DSG4,147409,0.483,1,0
4380,DSN1,79980,0.472,1,0
4381,DSP,1832,-0.939,1,0
4382,DSPP,1834,-0.141,1,0
4383,DST,667,0.608,1,0
4384,DSTN,11034,-0.169,1,0
4385,DSTYK,25778,-2.191,1,1
4386,DTD1,92675,-1.064,0.233,0.5
4387,DTD2,112487,-0.164,1,0
4388,DTL,51514,0.186,1,0
4389,DTNA,1837,-1.892,1,1
4390,DTNB,1838,-2.197,1,1
4391,DTNBP1,84062,0.04,1,0
4392,DTWD1,56986,0.262,1,0
4393,DTWD2,285605,0.492,1,0
4394,DTX1,1840,-1.599,0.281,0.5
4395,DTX2,113878,-0.374,1,0
4396,DTX3,196403,-0.027,1,0
4397,DTX3L,151636,0.673,1,0
4398,DTX4,23220,1.186,1,0
4399,DTYMK,1841,-0.757,1,0
4400,DUOX1,53905,0.267,1,0
4401,DUOX2,50506,0.592,1,0
4402,DUOXA1,90527,-0.46,1,0
4403,DUOXA2,405753,0.444,1,0
4404,DUPD1,338599,0.268,1,0
4405,DUS1L,64118,0.427,1,0
4406,DUS2,54920,-0.079,1,0
4407,DUS3L,56931,1.828,1,0
4408,DUS4L,11062,-0.299,1,0
4409,DUSP1,1843,-0.162,1,0
4410,DUSP10,11221,-1.351,1,0.5
4411,DUSP11,8446,-0.971,1,0
4412,DUSP12,11266,-0.742,0.233,0
4413,DUSP13,51207,-0.331,1,0
4414,DUSP14,11072,0.083,1,0
4415,DUSP15,128853,0.89,1,0
4416,DUSP16,80824,0.792,1,0
4417,DUSP18,150290,0.146,1,0
4418,DUSP19,142679,0.511,1,0
4419,DUSP2,1844,0.644,1,0
4420,DUSP21,63904,0.398,1,0
4421,DUSP22,56940,-0.302,1,0
4422,DUSP23,54935,0.004,1,0
4423,DUSP26,78986,0.37,1,0
4424,DUSP27,92235,0.456,1,0
4425,DUSP28,285193,0.825,1,0
4426,DUSP3,1845,0.507,1,0
4427,DUSP4,1846,0.663,1,0
4428,DUSP5,1847,-1.631,1,0.5
4429,DUSP6,1848,-2.188,0.666,1
4430,DUSP7,1849,-0.749,1,0
4431,DUSP8,1850,0.468,1,0
4432,DUSP9,1852,-0.565,1,0
4433,DUT,1854,1.196,1,0
4434,DUX1,26584,-0.336,1,0
4435,DUX4L1,22947,0.132,1,0
4436,DUX5,26581,-0.158,1,0
4437,DVL1,1855,-0.518,1,0
4438,DVL2,1856,0.39,1,0
4439,DVL3,1857,0.581,1,0
4440,DXO,1797,-0.958,1,0
4441,DYDC1,143241,-0.478,0.499,0
4442,DYDC2,84332,0.12,1,0
4443,DYM,54808,0.132,1,0
4444,DYNAP,284254,-0.547,1,0
4445,DYNC1H1,1778,-1.176,1,0.5
4446,DYNC1I1,1780,-1.019,1,0.5
4447,DYNC1I2,1781,-1.133,1,0.5
4448,DYNC1LI1,51143,-0.511,1,0
4449,DYNC1LI2,1783,-0.162,1,0
4450,DYNC2H1,79659,-0.486,1,0
4451,DYNC2LI1,51626,-1.519,1,0.5
4452,DYNLL1,8655,-0.902,1,0
4453,DYNLL2,140735,1.048,1,0
4454,DYNLRB1,83658,1.337,1,0
4455,DYNLRB2,83657,-0.28,1,0
4456,DYNLT1,6993,-0.341,1,0
4457,DYNLT3,6990,-1.09,1,0.5
4458,DYRK1A,1859,-0.542,1,0
4459,DYRK1B,9149,-0.507,1,0
4460,DYRK2,8445,0.553,1,0
4461,DYRK3,8444,-2.341,1,1
4462,DYRK4,8798,-1.123,0.004,0
4463,DYSF,8291,-0.936,1,0
4464,DZANK1,55184,-0.68,1,0
4465,DZIP1,22873,0.984,1,0
4466,DZIP1L,199221,1.008,1,0
4467,DZIP3,9666,0.202,1,0
4468,E2F1,1869,0.759,1,0
4469,E2F2,1870,-0.336,1,0
4470,E2F3,1871,-1.107,1,0.5
4471,E2F4,1874,0.193,1,0
4472,E2F5,1875,-0.426,1,0
4473,E2F6,1876,0.245,1,0
4474,E2F7,144455,-0.254,1,0
4475,E2F8,79733,1.889,1,0
4476,E4F1,1877,-3.624,1,1
4477,EAF1,85403,-2.311,1,1
4478,EAF2,55840,1.192,1,0
4479,EAPP,55837,-0.928,1,0
4480,EARS2,124454,-0.048,1,0
4481,EBAG9,9166,-0.657,1,0
4482,EBF1,1879,1.307,1,0
4483,EBF2,64641,0.973,1,0
4484,EBF3,253738,0.652,1,0
4485,EBI3,10148,-1.155,1,0.5
4486,EBLN2,55096,0.204,1,0
4487,EBNA1BP2,10969,0.981,1,0
4488,EBP,10682,0.216,1,0
4489,EBPL,84650,-0.065,1,0
4490,ECD,11319,-0.58,1,0
4491,ECE1,1889,-0.554,1,0
4492,ECE2,9718,0.448,1,0
4493,ECEL1,9427,-0.23,1,0
4494,ECH1,1891,0.42,1,0
4495,ECHDC1,55862,0.01,1,0
4496,ECHDC2,55268,-1.39,1,0.5
4497,ECHDC3,79746,0.02,1,0
4498,ECHS1,1892,0.134,1,0
4499,ECI1,1632,-0.882,1,0
4500,ECI2,10455,-0.398,1,0
4501,ECM1,1893,-1.101,1,0.5
4502,ECM2,1842,0.224,1,0
4503,ECPAS,23392,-0.198,1,0
4504,ECSCR,641700,-1.026,1,0.5
4505,ECSIT,51295,0.772,1,0
4506,ECT2,1894,0.678,1,0
4507,ECT2L,345930,-0.264,1,0
4508,EDA,1896,-1.141,1,0.5
4509,EDA2R,60401,0.602,1,0
4510,EDAR,10913,-0.883,1,0
4511,EDARADD,128178,1.191,1,0
4512,EDC3,80153,1.265,1,0
4513,EDC4,23644,0.138,1,0
4514,EDDM3A,10876,0.516,1,0
4515,EDDM3B,64184,-0.25,1,0
4516,EDEM1,9695,-0.508,1,0
4517,EDEM2,55741,-0.688,1,0
4518,EDEM3,80267,0.4,1,0
4519,EDF1,8721,0.302,1,0
4520,EDIL3,10085,1.21,1,0
4521,EDN1,1906,-1.683,0.666,1
4522,EDN2,1907,-0.689,1,0
4523,EDN3,1908,-0.656,1,0
4524,EDNRA,1909,0.124,1,0
4525,EDNRB,1910,-0.384,1,0
4526,EDRF1,26098,-0.379,1,0
4527,EEA1,8411,0.77,0.666,0
4528,EED,8726,0.746,1,0
4529,EEF1A1,1915,-0.08,0.783,0
4530,EEF1A2,1917,0.809,1,0
4531,EEF1AKMT1,221143,-1.124,0.723,0.5
4532,EEF1AKMT2,399818,1.317,1,0
4533,EEF1AKMT3,25895,-1.278,1,0.5
4534,EEF1AKNMT,51603,0.382,0.155,0
4535,EEF1B2,1933,0.399,1,0
4536,EEF1D,1936,0.092,1,0
4537,EEF1E1,9521,-1.237,0.233,0.5
4538,EEF1G,1937,0.476,1,0
4539,EEF2,1938,1.421,1,0
4540,EEF2K,29904,-1.334,1,0.5
4541,EEF2KMT,196483,-0.753,1,0
4542,EEFSEC,60678,-0.336,1,0
4543,EEPD1,80820,0.396,1,0
4544,EFCAB1,79645,0.82,1,0
4545,EFCAB11,90141,-1.881,1,1
4546,EFCAB12,90288,-0.228,1,0
4547,EFCAB13,124989,0.568,1,0
4548,EFCAB14,9813,-0.943,1,0
4549,EFCAB2,84288,0.072,1,0
4550,EFCAB3,146779,0.547,1,0
4551,EFCAB5,374786,-0.344,0.697,0
4552,EFCAB6,64800,-0.984,1,0
4553,EFCAB7,84455,0.644,1,0
4554,EFCC1,79825,0.649,1,0
4555,EFEMP1,2202,0.912,1,0
4556,EFEMP2,30008,-0.256,1,0
4557,EFHB,151651,0.054,0.795,0
4558,EFHC1,114327,-1.188,1,0.5
4559,EFHC2,80258,0.832,1,0
4560,EFHD1,80303,-0.614,1,0
4561,EFHD2,79180,0.816,1,0
4562,EFL1,79631,-0.199,1,0
4563,EFNA1,1942,0.572,1,0
4564,EFNA2,1943,-1.439,1,0.5
4565,EFNA3,1944,1.065,1,0
4566,EFNA4,1945,-0.037,1,0
4567,EFNA5,1946,0.434,1,0
4568,EFNB1,1947,0.663,1,0
4569,EFNB2,1948,0.046,1,0
4570,EFNB3,1949,-0.09,1,0
4571,EFR3A,23167,-0.584,1,0
4572,EFS,10278,-2.587,1,1
4573,EFTUD2,9343,-1.142,0.599,0.5
4574,EGF,1950,0.068,1,0
4575,EGFL6,25975,0.996,1,0
4576,EGFL7,51162,0.896,1,0
4577,EGFL8,80864,-1.136,1,0.5
4578,EGFLAM,133584,-1.115,1,0.5
4579,EGFR,1956,-1.478,1,0.5
4580,EGLN1,54583,0.928,1,0
4581,EGLN2,112398,-0.152,1,0
4582,EGLN3,112399,0.744,1,0
4583,EGR1,1958,-2.846,0.738,1
4584,EGR2,1959,-1.875,1,1
4585,EGR3,1960,-0.022,1,0
4586,EGR4,1961,0.309,1,0
4587,EHBP1,23301,0.211,1,0
4588,EHD1,10938,-0.47,1,0
4589,EHD2,30846,0.59,1,0
4590,EHD3,30845,0.457,1,0
4591,EHD4,30844,0.726,1,0
4592,EHF,26298,0.49,1,0
4593,EHHADH,1962,0.833,1,0
4594,EHMT1,79813,-3.07,1,1
4595,EHMT2,10919,-1.541,1,0.5
4596,EI24,9538,-1.22,1,0.5
4597,EID1,23741,-0.014,1,0
4598,EID2,163126,0.107,1,0
4599,EID2B,126272,-0.096,1,0
4600,EID3,493861,0.674,1,0
4601,EIF1,10209,-2.02,1,1
4602,EIF1AD,84285,1.546,1,0
4603,EIF1AX,1964,1.155,1,0
4604,EIF1AY,9086,0.283,1,0
4605,EIF1B,10289,-0.295,1,0
4606,EIF2A,83939,0.595,1,0
4607,EIF2AK1,27102,0.344,1,0
4608,EIF2AK2,5610,-0.842,1,0
4609,EIF2AK3,9451,-0.386,0.925,0
4610,EIF2AK4,440275,-0.276,1,0
4611,EIF2B1,1967,0.3,1,0
4612,EIF2B2,8892,-0.704,1,0
4613,EIF2B3,8891,-1.041,1,0.5
4614,EIF2B4,8890,-0.552,1,0
4615,EIF2B5,8893,-0.285,1,0
4616,EIF2D,1939,-0.458,1,0
4617,EIF2S1,1965,-2.206,1,1
4618,EIF2S2,8894,-3.08,1,1
4619,EIF2S3,1968,-1.101,1,0.5
4620,EIF3A,8661,-1.718,1,1
4621,EIF3B,8662,-0.866,1,0
4622,EIF3C,8663,-0.613,0.599,0
4623,EIF3D,8664,0.392,1,0
4624,EIF3E,3646,-0.836,1,0
4625,EIF3F,8665,0.763,1,0
4626,EIF3G,8666,0.254,1,0
4627,EIF3H,8667,-0.328,1,0
4628,EIF3I,8668,-1.615,1,0.5
4629,EIF3J,8669,-1.456,1,0.5
4630,EIF3K,27335,-0.248,1,0
4631,EIF3L,51386,0.016,1,0
4632,EIF3M,10480,-0.031,1,0
4633,EIF4A1,1973,-1.351,1,0.5
4634,EIF4A2,1974,1.373,1,0
4635,EIF4A3,9775,1.246,1,0
4636,EIF4B,1975,-1.028,1,0.5
4637,EIF4E,1977,-0.816,1,0
4638,EIF4E2,9470,-0.426,1,0
4639,EIF4E3,317649,-1.286,1,0.5
4640,EIF4EBP1,1978,-0.833,0.292,0
4641,EIF4EBP2,1979,-0.675,1,0
4642,EIF4EBP3,8637,-0.248,1,0
4643,EIF4ENIF1,56478,-0.902,1,0
4644,EIF4G1,1981,-2.656,0.518,1
4645,EIF4G2,1982,-1.611,1,0.5
4646,EIF4G3,8672,0.316,1,0
4647,EIF4H,7458,-1.085,1,0.5
4648,EIF5,1983,0.104,1,0
4649,EIF5A,1984,0.534,1,0
4650,EIF5A2,56648,0.125,1,0
4651,EIF5B,9669,-0.65,1,0
4652,EIF6,3692,0.104,1,0
4653,EIPR1,7260,-0.479,1,0
4654,ELAC1,55520,-1.084,1,0.5
4655,ELAC2,60528,0.192,1,0
4656,ELANE,1991,0.239,1,0
4657,ELAVL1,1994,0.308,1,0
4658,ELAVL2,1993,0.622,1,0
4659,ELAVL3,1995,-3.131,1,1
4660,ELAVL4,1996,1.35,1,0
4661,ELF1,1997,-0.519,1,0
4662,ELF2,1998,1.089,1,0
4663,ELF3,1999,0.964,1,0
4664,ELF4,2000,-1.674,1,1
4665,ELF5,2001,0.13,1,0
4666,ELFN2,114794,0.738,1,0
4667,ELK1,2002,0.546,1,0
4668,ELK3,2004,0.608,1,0
4669,ELK4,2005,-3.248,1,1
4670,ELL,8178,-1.584,1,0.5
4671,ELL2,22936,0.042,1,0
4672,ELL3,80237,0.464,1,0
4673,ELMO1,9844,0.342,1,0
4674,ELMO2,63916,1.606,1,0
4675,ELMO3,79767,-1.052,0.596,0.5
4676,ELMOD1,55531,-1.179,1,0.5
4677,ELMOD2,255520,0.754,1,0
4678,ELMOD3,84173,0.376,1,0
4679,ELMSAN1,91748,-1.788,1,1
4680,ELN,2006,0.088,1,0
4681,ELOA,6924,-0.99,1,0
4682,ELOA2,51224,-0.974,1,0
4683,ELOB,6923,1.915,1,0
4684,ELOC,6921,0.016,1,0
4685,ELOF1,84337,-0.706,1,0
4686,ELOVL1,64834,1.478,1,0
4687,ELOVL2,54898,0.88,1,0
4688,ELOVL3,83401,1.059,1,0
4689,ELOVL4,6785,-0.066,1,0
4690,ELOVL5,60481,0.732,1,0
4691,ELOVL6,79071,0.612,1,0
4692,ELOVL7,79993,0.345,1,0
4693,ELP1,8518,-2.353,1,0.5
4694,ELP2,55250,0.878,1,0
4695,ELP3,55140,0.688,1,0
4696,ELP4,26610,0.605,1,0
4697,ELP5,23587,-1.238,1,0.5
4698,ELP6,54859,0.253,1,0
4699,ELSPBP1,64100,-0.438,1,0
4700,EMB,133418,-0.443,1,0
4701,EMC1,23065,0.108,1,0
4702,EMC10,284361,0.378,1,0
4703,EMC2,9694,0.076,1,0
4704,EMC3,55831,0.783,1,0
4705,EMC4,51234,-0.996,1,0
4706,EMC6,83460,0.434,1,0
4707,EMC7,56851,-1.546,1,0.5
4708,EMC8,10328,0.594,1,0
4709,EMC9,51016,0.804,1,0
4710,EMCN,51705,-0.015,1,0
4711,EMD,2010,-0.124,1,0
4712,EME1,146956,0.746,1,0
4713,EME2,197342,1.292,1,0
4714,EMG1,10436,0.936,1,0
4715,EMID1,129080,-1.544,1,0.5
4716,EMILIN1,11117,-0.878,1,0
4717,EMILIN2,84034,0.937,1,0
4718,EMILIN3,90187,0.162,1,0
4719,EML1,2009,-0.932,1,0
4720,EML2,24139,-1.047,1,0.5
4721,EML3,256364,-0.156,1,0
4722,EML4,27436,-0.195,1,0
4723,EML5,161436,0.414,1,0
4724,EMP1,2012,1.696,1,0
4725,EMP2,2013,0.05,1,0
4726,EMP3,2014,0.684,1,0
4727,EMSY,56946,0.208,1,0
4728,EMX1,2016,-0.414,0.499,0
4729,EMX2,2018,0.955,1,0
4730,EN1,2019,-1.101,1,0.5
4731,EN2,2020,1.034,1,0
4732,ENAH,55740,-0.632,1,0
4733,ENAM,10117,0.251,1,0
4734,ENC1,8507,0.391,1,0
4735,ENDOG,2021,-1.03,1,0.5
4736,ENDOU,8909,0.172,1,0
4737,ENDOV,284131,2.267,1,0
4738,ENG,2022,0.396,1,0
4739,ENGASE,64772,-0.12,1,0
4740,ENHO,375704,0.29,1,0
4741,ENKD1,84080,-0.511,1,0
4742,ENKUR,219670,0.466,1,0
4743,ENO1,2023,0.32,1,0
4744,ENO2,2026,0.24,1,0
4745,ENO3,2027,0.218,1,0
4746,ENOPH1,58478,0.557,1,0
4747,ENOSF1,55556,0.09,1,0
4748,ENOX1,55068,-0.65,1,0
4749,ENOX2,10495,0.198,1,0
4750,ENPEP,2028,-0.006,1,0
4751,ENPP1,5167,-0.012,1,0
4752,ENPP2,5168,-0.046,1,0
4753,ENPP3,5169,0.418,1,0
4754,ENPP4,22875,-0.134,1,0
4755,ENPP5,59084,-0.259,1,0
4756,ENPP6,133121,-2.656,1,0.5
4757,ENPP7,339221,0.434,1,0
4758,ENSA,2029,-1.566,1,0.5
4759,ENTHD1,150350,-0.277,1,0
4760,ENTPD1,953,0.982,1,0
4761,ENTPD2,954,-0.688,1,0
4762,ENTPD3,956,-0.186,1,0
4763,ENTPD4,9583,-1.756,1,1
4764,ENTPD5,957,-0.613,1,0
4765,ENTPD6,955,2.142,1,0
4766,ENTPD7,57089,-0.416,1,0
4767,ENTPD8,377841,1.946,1,0
4768,ENTR1,10807,0.892,1,0
4769,ENY2,56943,0.812,1,0
4770,EOGT,285203,-0.521,1,0
4771,EOMES,8320,0.373,1,0
4772,EP300,2033,-0.337,1,0
4773,EP400,57634,-0.795,1,0
4774,EPAS1,2034,-1.572,1,0.5
4775,EPB41,2035,0.148,1,0
4776,EPB41L1,2036,0.362,1,0
4777,EPB41L2,2037,-0.844,0.004,0
4778,EPB41L3,23136,0.092,1,0
4779,EPB41L4A,64097,-0.292,1,0
4780,EPB41L4B,54566,0.372,1,0
4781,EPB41L5,57669,1.175,1,0
4782,EPB42,2038,0.181,1,0
4783,EPC1,80314,-0.352,1,0
4784,EPC2,26122,0.976,1,0
4785,EPCAM,4072,0.38,1,0
4786,EPDR1,54749,0.872,1,0
4787,EPG5,57724,0.448,1,0
4788,EPGN,255324,-1.686,1,1
4789,EPHA1,2041,-0.066,1,0
4790,EPHA10,284656,-0.788,1,0
4791,EPHA2,1969,-0.112,1,0
4792,EPHA3,2042,-0.292,1,0
4793,EPHA4,2043,-0.051,1,0
4794,EPHA5,2044,-0.271,1,0
4795,EPHA6,285220,-1.204,1,0.5
4796,EPHA7,2045,0.43,1,0
4797,EPHA8,2046,0.788,1,0
4798,EPHB1,2047,-0.062,0.004,0
4799,EPHB2,2048,0.502,1,0
4800,EPHB3,2049,1.141,1,0
