"GeneSymbol","EntrezID","sgRNA","CRISPR.beta","CRISPR.z","CRISPR.p.value","CRISPR.fdr","CRISPR.wald.p.value","CRISPR.wald.fdr","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","Pathway"
"TNNI1",7135,6,0.25795,0.50764,0.16085,0.29975,0.6117,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNNI2",7136,6,0.18909,0.42982,0.071853,0.17192,0.66732,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNNI3",7137,6,0.34578,0.61072,0.373,0.5318,0.54138,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TNNI3K",51086,6,0.44258,0.8355,0.76872,0.8535,0.40344,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNNT1",7138,6,0.28042,0.67709,0.20395,0.35386,0.49835,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNNT2",7139,6,0.21667,0.58305,0.1014,0.21847,0.55986,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TNNT3",7140,6,0.45717,0.94663,0.83551,0.89751,0.34383,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNP1",7141,6,0.10905,0.2353,0.024842,0.082605,0.81397,0.96741,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNP2",7142,6,0.29244,0.71025,0.22906,0.38222,0.47755,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNPO1",3842,6,0.47522,1.0669,0.92612,0.95613,0.28602,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNPO2",30000,6,0.17958,0.30235,0.063603,0.15761,0.76239,0.96206,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNPO3",23534,6,0.30252,0.68417,0.25294,0.40949,0.49387,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNR",7143,6,0.40373,0.91594,0.59575,0.72553,0.3597,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNRC18",84629,6,0.07661,0.23844,0.015025,0.057904,0.81154,0.96707,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNRC6A",27327,5,0.45798,0.83319,0.85574,0.91024,0.40474,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNRC6B",23112,6,0.51539,0.77418,0.871,0.91988,0.43883,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNRC6C",57690,6,0.0064614,0.019847,0.0048855,0.026225,0.98417,0.99724,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNS1",7145,6,0.093456,0.22623,0.019404,0.0693,0.82102,0.96857,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNS3",64759,6,0.21024,0.51532,0.093792,0.20696,0.60633,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNS4",84951,6,0.20175,0.46612,0.084528,0.19275,0.64113,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNXB",7148,6,0.41334,0.84389,0.63626,0.7564,0.39873,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TOB1",10140,6,0.54597,1.444,0.72365,0.82247,0.14874,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TOB2",10766,6,0.23094,0.49437,0.12126,0.24781,0.62104,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TOE1",114034,6,0.37298,0.87791,0.47057,0.6209,0.37999,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOLLIP",54472,6,0.10179,0.32172,0.022077,0.075923,0.74766,0.9618,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TOM1",10043,6,0.27253,0.7684,0.18855,0.33555,0.44225,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOM1L1",10040,6,-0.12302,-0.23267,0.00059916,0.0061787,0.81602,0.96741,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOM1L2",146691,6,-0.11982,-0.33453,0.00059916,0.0061787,0.73798,0.96077,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOMM20",9804,6,0.24284,0.48043,0.13748,0.26961,0.63092,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOMM20L",387990,6,0.29275,0.4481,0.22943,0.38242,0.65408,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOMM22",56993,6,-0.02124,-0.05552,0.0032263,0.019802,0.95572,0.99064,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOMM34",10953,6,-0.16932,-0.47569,0.00018436,0.0024067,0.63429,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOMM40",10452,6,-0.21916,-0.57237,0.000092179,0.0013717,0.56707,0.95824,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"TOMM40L",84134,6,0.3445,0.65607,0.36788,0.52676,0.51178,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOMM5",401505,6,0.03866,0.090028,0.0085726,0.039532,0.92827,0.9854,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOMM6",100188893,6,0.10099,0.14651,0.021846,0.07543,0.88352,0.97936,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOMM7",54543,6,0.064725,0.14195,0.012444,0.050704,0.88712,0.97994,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TONSL",4796,6,-0.60198,-1.39,0,0,0.16453,0.95824,"HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf",NA
"TOP1",7150,6,0.22318,0.46825,0.11029,0.23197,0.63961,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOP1MT",116447,6,0.44252,1.0468,0.76822,0.85315,0.29518,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOP2A",7153,6,-0.19195,-0.5488,0.00013827,0.0019255,0.58314,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TOP2B",7155,6,0.2264,0.65988,0.11499,0.23887,0.50933,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TOP3A",7156,6,0.28904,0.52943,0.22137,0.37279,0.59651,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TOP3B",8940,6,0.24711,0.49181,0.14361,0.27742,0.62285,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TOPAZ1",375337,6,0.5184,1.1892,0.85367,0.90897,0.23437,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOPBP1",11073,6,-0.045674,-0.10631,0.0021201,0.014744,0.91533,0.98181,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TOPORS",10210,6,0.23597,0.49788,0.12887,0.25894,0.61857,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOR1A",1861,6,0.45498,1.4129,0.82587,0.8919,0.1577,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOR1AIP1",26092,6,0.52991,0.85112,0.79725,0.87294,0.3947,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOR1AIP2",163590,6,0.37504,1.1893,0.47813,0.62804,0.23434,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOR1B",27348,6,0.33497,0.71376,0.34097,0.50088,0.47537,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOR2A",27433,6,-0.12734,-0.27513,0.00055307,0.0058622,0.78322,0.96318,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOR3A",64222,6,0.17714,0.50382,0.061852,0.15487,0.61439,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOR4A",54863,6,0.053173,0.13766,0.011015,0.047066,0.89051,0.98038,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOX",9760,6,0.38681,0.94821,0.52321,0.66671,0.34302,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOX2",84969,6,-0.05943,-0.17091,0.0016131,0.01209,0.86429,0.9748,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOX3",27324,6,-0.1121,-0.50362,0.00073743,0.0071524,0.61453,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TOX4",9878,6,0.54426,1.0428,0.73194,0.82783,0.29706,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TP53",7157,6,0.62857,0.71767,0.38337,0.54214,0.47296,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TP53AIP1",63970,6,0.09039,0.13288,0.018712,0.067859,0.89429,0.98047,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TP53BP1",7158,6,0.38551,0.6204,0.51795,0.66266,0.53499,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TP53BP2",7159,6,0.37321,0.98381,0.47117,0.62123,0.32521,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TP53I11",9537,6,0.60512,0.9397,0.46928,0.61961,0.34737,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TP53I13",90313,6,0.16648,0.4714,0.053971,0.14073,0.63735,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TP53I3",9540,6,0.15419,0.44117,0.045767,0.12592,0.65909,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TP53INP1",94241,6,0.34162,0.6812,0.36051,0.52036,0.49574,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TP53INP2",58476,6,-0.15415,-0.38861,0.00027654,0.0032698,0.69757,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TP53RK",112858,6,-0.86698,-1.9089,0,0,0.056277,0.95824,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"TP53TG3",24150,5,-0.23117,-1.3408,0.00027654,0.0032698,0.17999,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TP53TG3B",729355,1,0.57127,0.5882,0.86353,0.91511,0.5564,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TP53TG3D",729264,4,-0.04543,-0.10481,0.011384,0.04846,0.91653,0.98185,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TP53TG5",27296,6,0.06478,0.17896,0.01249,0.050816,0.85797,0.97367,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TP63",8626,6,0.46841,0.923,0.88929,0.93168,0.35601,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TP73",7161,6,0.26036,0.73483,0.165,0.30512,0.46244,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TPBG",7162,6,0.3055,0.58207,0.2604,0.41774,0.56052,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPBGL",100507050,6,0.25779,0.85626,0.16048,0.29932,0.39186,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPCN1",53373,6,0.22737,0.78643,0.11661,0.24132,0.43161,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPCN2",219931,6,0.39212,0.7371,0.54713,0.68622,0.46106,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TPD52",7163,6,0.42322,0.77924,0.6771,0.78658,0.43584,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPD52L1",7164,6,0.53955,1.2534,0.7543,0.84343,0.21007,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPD52L2",7165,6,-0.24024,-0.51343,0.000046089,0.00085106,0.60765,0.95824,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"TPD52L3",89882,6,0.37001,0.73953,0.45946,0.6104,0.45958,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPGS1",91978,6,-0.15942,-0.52032,0.00027654,0.0032698,0.60284,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPGS2",25941,6,-0.032515,-0.092909,0.002581,0.016627,0.92598,0.98477,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPH1",7166,6,0.49829,0.90945,0.95728,0.97375,0.36311,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TPH2",121278,6,0.46261,0.69325,0.8621,0.91427,0.48815,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TPI1",7167,6,-0.79921,-2.1198,0,0,0.034025,0.95824,"HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Biosynthesis of amino acids, Carbon metabolism"
"TPK1",27010,6,-0.041877,-0.1045,0.0022123,0.014967,0.91677,0.98185,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TPM1",7168,6,0.41639,1.15,0.64852,0.76527,0.25014,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TPM2",7169,6,0.53524,0.77815,0.77375,0.85732,0.43648,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TPM3",7170,6,-0.0023248,-0.0067995,0.0043785,0.024522,0.99457,0.9995,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TPM4",7171,6,-0.11239,-0.32949,0.00073743,0.0071524,0.74179,0.96088,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TPMT",7172,6,0.47947,0.83321,0.94783,0.96859,0.40473,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TPO",7173,6,0.12703,0.40743,0.031986,0.098231,0.6837,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TPP1",1200,6,0.33573,0.66704,0.34323,0.50311,0.50475,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TPP2",7174,6,0.38076,0.81961,0.49901,0.64623,0.41244,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPPP",11076,6,0.34259,0.82162,0.36332,0.52309,0.4113,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPPP2",122664,6,0.30021,0.71099,0.24787,0.40388,0.47709,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPPP3",51673,6,0.33049,0.66337,0.32677,0.48652,0.50709,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPR",7175,6,0.070139,0.17301,0.013596,0.053911,0.86265,0.97446,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TPRA1",131601,6,0.49962,1.0939,0.95087,0.96996,0.27401,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPRG1",285386,6,0.74584,1.3034,0.11172,0.2342,0.19242,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPRG1L",127262,6,0.077641,0.13537,0.015209,0.058397,0.89232,0.98041,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPRKB",51002,6,0.39001,0.80528,0.53772,0.67885,0.42066,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPRN",286262,6,0.2549,0.52927,0.15606,0.29372,0.59662,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPRX1",284355,6,0.067846,0.17643,0.013089,0.052622,0.85995,0.97392,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPSAB1",7177,6,0.13023,0.4398,0.033276,0.10098,0.66009,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPSD1",23430,6,0.28728,1.1554,0.21731,0.36839,0.24793,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPSG1",25823,6,0.50968,0.69416,0.89948,0.93863,0.48758,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPST1",8460,6,0.80135,0.88562,0.057105,0.14658,0.37582,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPST2",8459,6,0.38128,0.57123,0.50127,0.64827,0.56784,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPT1",7178,6,0.073061,0.16394,0.014196,0.055576,0.86978,0.97628,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPTE",7179,6,0.80667,1.0547,0.053418,0.13967,0.29154,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPTE2",93492,6,-0.178,-0.47914,0.00018436,0.0024067,0.63184,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TPX2",22974,6,0.32515,0.68263,0.31355,0.47375,0.49484,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TRA2A",29896,6,0.0092705,0.022042,0.0052542,0.027825,0.98241,0.99665,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TRA2B",6434,6,-0.76467,-1.8759,0,0,0.060673,0.95824,"HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Spliceosome"
"TRABD",80305,6,0.32652,0.79938,0.31673,0.47663,0.42407,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TRABD2A",129293,6,0.11022,0.35593,0.025257,0.083486,0.72189,0.95923,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TRABD2B",388630,6,-0.43239,-1.2032,0,0,0.22891,0.95824,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"TRADD",8717,6,-0.069154,-0.24571,0.0013827,0.010901,0.8059,0.96563,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TRAF1",7185,6,0.19369,0.41719,0.076278,0.17927,0.67654,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TRAF2",7186,6,0.3196,0.85536,0.29829,0.4581,0.39235,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TRAF3",7187,6,0.09291,0.28406,0.019311,0.069268,0.77636,0.96278,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TRAF3IP1",26146,6,0.15718,0.41042,0.047702,0.12959,0.6815,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TRAF3IP2",10758,6,-0.27143,-0.56207,0,0,0.57407,0.95824,"HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"TRAF3IP3",80342,6,0.24513,0.66536,0.14076,0.27363,0.50582,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TRAF4",9618,6,0.2886,0.69054,0.22031,0.37152,0.48986,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TRAF5",7188,6,0.5188,0.9037,0.85187,0.90794,0.36615,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TRAF6",7189,6,0.059132,0.19281,0.011799,0.049102,0.84711,0.97272,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TRAF7",84231,6,-0.0093063,-0.029175,0.0041019,0.023721,0.97673,0.99506,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TRAFD1",10906,6,0.49136,1.2508,0.99276,0.99478,0.21102,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TRAIP",10293,6,-0.23374,-0.62645,0.000092179,0.0013717,0.53102,0.95824,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"TRAK1",22906,6,0.57301,0.77079,0.59838,0.72714,0.44083,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TRAK2",66008,6,0.17062,0.40712,0.057381,0.14718,0.68392,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TRAM1",23471,6,-0.058556,-0.21131,0.0017514,0.01304,0.83265,0.97032,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TRAM1L1",133022,6,0.37014,1.0611,0.45974,0.61061,0.28862,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TRAM2",9697,6,0.36875,0.9047,0.45522,0.60725,0.36562,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TRANK1",9881,6,0.30009,0.72079,0.24755,0.40341,0.47104,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TRAP1",10131,6,0.68718,1.1502,0.21519,0.36602,0.25006,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TRAPPC1",58485,6,-0.38422,-1.1739,0,0,0.24045,0.95824,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
