"","name","imports","weights","datasource","Confidence"
"288","1.NUP43","4.PPP2R5A",900,"database","Medium"
"289","1.NUP43","4.FYTTD1",900,"database","Medium"
"290","1.NUP43","4.CHTOP",900,"database","Medium"
"291","1.NUP43","4.KIF18A",900,"database","Medium"
"292","1.NUP43","4.BIRC5",900,"database","Medium"
"293","1.NUP43","4.GUCY2D",605,"experimental","Medium"
"294","1.NUP43","4.LAGE3",774,"experimental","Medium"
"295","1.NUP43","4.POLDIP3",900,"database","Medium"
"296","1.NUP43","4.CDCA8",900,"database","Medium"
"297","1.NUP43","4.MCM3AP",605,"experimental","Medium"
"298","1.NUP43","4.CEP250",605,"experimental","Medium"
"299","1.NUP43","4.GCKR",900,"database","Medium"
"300","1.NUP43","4.HSPA13",900,"database","Medium"
"301","1.NUP43","4.LUZP4",900,"database","Medium"
"302","1.NXF1","4.DDX39A",900,"database","High"
"303","1.NXF1","4.SRSF1",900,"database","High"
"304","1.NXF1","4.BAG1",417,"experimental","High"
"305","1.NXF1","4.SRSF2",900,"database","High"
"306","1.NXF1","4.SRSF3",900,"database","High"
"307","1.NXF1","4.FYTTD1",900,"database","High"
"308","1.NXF1","4.CHTOP",900,"database","High"
"309","1.NXF1","4.SON",503,"experimental","High"
"310","1.NXF1","4.POLDIP3",900,"database","High"
"311","1.NXF1","4.LUZP4",900,"database","High"
"312","1.NXT1","4.DDX39A",900,"database","Medium"
"313","1.NXT1","4.SRSF1",900,"database","Medium"
"314","1.NXT1","4.SRSF2",900,"database","Medium"
"315","1.NXT1","4.SRSF3",900,"database","Medium"
"316","1.NXT1","4.FYTTD1",900,"database","Medium"
"317","1.NXT1","4.CHTOP",900,"database","Medium"
"318","1.NXT1","4.VPS36",503,"experimental","Medium"
"319","1.NXT1","4.POLDIP3",900,"database","Medium"
"320","1.NXT1","4.LUZP4",900,"database","Medium"
"321","1.PABPC4","4.DDX39A",417,"experimental","Medium"
"322","1.PABPC4","4.RPL27",417,"experimental","Medium"
"323","1.PABPC4","4.RPL3L",417,"experimental","Medium"
"324","1.PABPC4","4.PLRG1",417,"experimental","Medium"
"325","1.PABPC4","4.POLE",417,"experimental","Medium"
"326","1.PABPC4","4.G3BP2",417,"experimental","Medium"
"327","1.PABPC4","4.YWHAG",417,"experimental","Medium"
"328","1.PABPC4","4.PPA1",417,"experimental","Medium"
"329","1.PABPC4","4.PCF11",417,"experimental","Medium"
"330","1.RAE1","4.DDX39A",900,"database","Medium"
"331","1.RAE1","4.HSPA5",900,"database","Medium"
"332","1.RAE1","4.SRSF1",900,"database","Medium"
"333","1.RAE1","4.ADPRHL1",614,"experimental","Medium"
"334","1.RAE1","4.SRSF2",900,"database","Medium"
"335","1.RAE1","4.SRSF3",900,"database","Medium"
"336","1.RAE1","4.SNRPD3",900,"database","Medium"
"337","1.RAE1","4.TOP2A",900,"database","Medium"
"338","1.RAE1","4.GSK3A",417,"experimental","Medium"
"339","1.RAE1","4.BUB1B",774,"experimental","Medium"
"340","1.RAE1","4.CCNB2",900,"database","Medium"
"341","1.RAE1","4.LGALS3BP",600,"experimental","Medium"
"342","1.RAE1","4.FYTTD1",900,"database","Medium"
"343","1.RAE1","4.CHTOP",900,"database","Medium"
"344","1.RAE1","4.BIRC5",900,"database","Medium"
"345","1.RAE1","4.COPS6",614,"experimental","Medium"
"346","1.RAE1","4.CCS",774,"experimental","Medium"
"347","1.RAE1","4.POLDIP3",900,"database","Medium"
"348","1.RAE1","4.CDCA8",900,"database","Medium"
"349","1.RAE1","4.GCKR",900,"database","Medium"
"350","1.RAE1","4.HSPA13",900,"database","Medium"
"351","1.RAE1","4.LUZP4",900,"database","Medium"
"352","1.RANBP2","4.PRPF8",417,"experimental","Medium"
"353","1.RANBP2","4.PPP2R5E",900,"database","Medium"
"354","1.RANBP2","4.DDX39A",900,"database","Medium"
"355","1.RANBP2","4.VCP",417,"experimental","Medium"
"356","1.RANBP2","4.PTGES3",417,"experimental","Medium"
"357","1.RANBP2","4.HNRNPM",456,"experimental","Medium"
"358","1.RANBP2","4.PPP2CB",900,"database","Medium"
"359","1.RANBP2","4.HSPA5",900,"database","Medium"
"360","1.RANBP2","4.SRSF1",900,"database","Medium"
"361","1.RANBP2","4.EFTUD2",417,"experimental","Medium"
"362","1.RANBP2","4.HNRNPH1",503,"experimental","Medium"
"363","1.RANBP2","4.SRSF2",900,"database","Medium"
"364","1.RANBP2","4.IK",503,"experimental","Medium"
"365","1.RANBP2","4.CLTC",417,"experimental","Medium"
"366","1.RANBP2","4.SRSF3",900,"database","Medium"
"367","1.RANBP2","4.CENPO",900,"database","Medium"
"368","1.RANBP2","4.PLK1",900,"database","Medium"
"369","1.RANBP2","4.CDC42",900,"database","Medium"
"370","1.RANBP2","4.SNRPD3",900,"database","Medium"
"371","1.RANBP2","4.TOP2A",900,"database","Medium"
"372","1.RANBP2","4.BUB1B",900,"database","Medium"
"373","1.RANBP2","4.RAD21",900,"database","Medium"
"374","1.RANBP2","4.MIS12",900,"database","Medium"
"375","1.RANBP2","4.ITGB3BP",900,"database","Medium"
"376","1.RANBP2","4.CCNB2",900,"database","Medium"
"377","1.RANBP2","4.CENPH",900,"database","Medium"
"378","1.RANBP2","4.CENPP",900,"database","Medium"
"379","1.RANBP2","4.PPP2R5A",900,"database","Medium"
"380","1.RANBP2","4.FYTTD1",900,"database","Medium"
"381","1.RANBP2","4.CHTOP",900,"database","Medium"
"382","1.RANBP2","4.KIF18A",900,"database","Medium"
"383","1.RANBP2","4.CHMP2A",503,"experimental","Medium"
"384","1.RANBP2","4.BIRC5",900,"database","Medium"
"385","1.RANBP2","4.IPO5",417,"experimental","Medium"
"386","1.RANBP2","4.POLDIP3",900,"database","Medium"
"387","1.RANBP2","4.CDCA8",900,"database","Medium"
"388","1.RANBP2","4.HDAC4",900,"database","Medium"
"389","1.RANBP2","4.GCKR",900,"database","Medium"
"390","1.RANBP2","4.HSPA13",900,"database","Medium"
"391","1.RANBP2","4.LUZP4",900,"database","Medium"
"392","1.RANGAP1","4.PRPF8",503,"experimental","Medium"
"393","1.RANGAP1","4.PPP2R5E",900,"database","Medium"
"394","1.RANGAP1","4.PPP2CB",900,"database","Medium"
"395","1.RANGAP1","4.PTBP1",417,"experimental","Medium"
"396","1.RANGAP1","4.EFTUD2",503,"experimental","Medium"
"397","1.RANGAP1","4.CENPO",900,"database","Medium"
"398","1.RANGAP1","4.PLK1",900,"database","Medium"
"399","1.RANGAP1","4.CDC42",900,"database","Medium"
"400","1.RANGAP1","4.BUB1B",900,"database","Medium"
"401","1.RANGAP1","4.RAD21",900,"database","Medium"
"402","1.RANGAP1","4.MIS12",900,"database","Medium"
"403","1.RANGAP1","4.ITGB3BP",900,"database","Medium"
"404","1.RANGAP1","4.CCNB2",900,"database","Medium"
"405","1.RANGAP1","4.CENPH",900,"database","Medium"
"406","1.RANGAP1","4.CENPP",900,"database","Medium"
"407","1.RANGAP1","4.PPP2R5A",900,"database","Medium"
"408","1.RANGAP1","4.NCOA6",503,"experimental","Medium"
"409","1.RANGAP1","4.KIF18A",900,"database","Medium"
"410","1.RANGAP1","4.BIRC5",900,"database","Medium"
"411","1.RANGAP1","4.KDM2A",417,"experimental","Medium"
"412","1.RANGAP1","4.IPO5",417,"experimental","Medium"
"413","1.RANGAP1","4.PCF11",417,"experimental","Medium"
"414","1.RANGAP1","4.CDCA8",900,"database","Medium"
"415","1.RANGAP1","4.HDAC4",900,"database","Medium"
"416","1.RPP25","4.RPS2",900,"database","High"
"417","1.RPP25","4.RPS8",900,"database","High"
"418","1.RPP25","4.RPS27A",900,"database","High"
"419","1.RPP25","4.RPLP2",655,"experimental","High"
"420","1.RPP25","4.DIEXF",900,"database","High"
"421","1.RPP25","4.RRP9",900,"database","High"
"422","1.RPP25","4.NOC4L",900,"database","High"
"423","1.RPP25","4.UTP18",900,"database","High"
"424","1.RPP25","4.BMS1",900,"database","High"
"425","1.RPP25","4.C18orf21",774,"experimental","High"
"426","1.RPP25","4.NOP14",900,"database","High"
"427","1.RPP40","4.RPS2",900,"database","Medium"
"428","1.RPP40","4.RPS8",900,"database","Medium"
"429","1.RPP40","4.RPS27A",900,"database","Medium"
"430","1.RPP40","4.DIEXF",900,"database","Medium"
"431","1.RPP40","4.RRP9",900,"database","Medium"
"432","1.RPP40","4.NOC4L",900,"database","Medium"
"433","1.RPP40","4.UTP18",900,"database","Medium"
"434","1.RPP40","4.BMS1",900,"database","Medium"
"435","1.RPP40","4.NOP14",900,"database","Medium"
"436","1.SRRM1","4.PRPF8",900,"database","Medium"
"437","1.SRRM1","4.DDX39A",900,"database","Medium"
"438","1.SRRM1","4.PRPF31",900,"database","Medium"
"439","1.SRRM1","4.YBX1",900,"database","Medium"
"440","1.SRRM1","4.CCAR1",900,"database","Medium"
"441","1.SRRM1","4.HNRNPA2B1",900,"database","Medium"
"442","1.SRRM1","4.PAPOLA",900,"database","Medium"
"443","1.SRRM1","4.XAB2",900,"database","Medium"
"444","1.SRRM1","4.HNRNPM",900,"database","Medium"
"445","1.SRRM1","4.PTBP1",900,"database","Medium"
"446","1.SRRM1","4.SNW1",900,"database","Medium"
"447","1.SRRM1","4.SF3B2",900,"database","Medium"
"448","1.SRRM1","4.SF3B1",900,"database","Medium"
"449","1.SRRM1","4.SRSF1",900,"database","Medium"
"450","1.SRRM1","4.CDC5L",900,"database","Medium"
"451","1.SRRM1","4.PLRG1",900,"database","Medium"
"452","1.SRRM1","4.LSM6",900,"database","Medium"
"453","1.SRRM1","4.EFTUD2",900,"database","Medium"
"454","1.SRRM1","4.HNRNPH1",900,"database","Medium"
"455","1.SRRM1","4.BCAS2",900,"database","Medium"
"456","1.SRRM1","4.SF3B6",900,"database","Medium"
"457","1.SRRM1","4.SRSF2",900,"database","Medium"
"458","1.SRRM1","4.PRPF38A",900,"database","Medium"
"459","1.SRRM1","4.SRSF3",900,"database","Medium"
"460","1.SRRM1","4.POLR2J",900,"database","Medium"
"461","1.SRRM1","4.POLR2F",900,"database","Medium"
"462","1.SRRM1","4.CD2BP2",900,"database","Medium"
"463","1.SRRM1","4.SNRPD3",900,"database","Medium"
"464","1.SRRM1","4.PHF5A",900,"database","Medium"
"465","1.SRRM1","4.SNRPC",900,"database","Medium"
"466","1.SRRM1","4.TRA2B",900,"database","Medium"
"467","1.SRRM1","4.LSM4",900,"database","Medium"
"468","1.SRRM1","4.PPIH",900,"database","Medium"
"469","1.SRRM1","4.FYTTD1",900,"database","Medium"
"470","1.SRRM1","4.CHTOP",900,"database","Medium"
"471","1.SRRM1","4.GPKOW",900,"database","Medium"
"472","1.SRRM1","4.PCF11",900,"database","Medium"
"473","1.SRRM1","4.POLDIP3",900,"database","Medium"
"474","1.SRRM1","4.LUZP4",900,"database","Medium"
"475","1.SUMO3","4.XPA",900,"database","High"
"476","1.SUMO3","4.RPS27A",900,"database","High"
"477","1.SUMO3","4.UBB",900,"database","High"
"478","1.SUMO3","4.TOP2A",900,"database","High"
"479","1.SUMO3","4.UBC",900,"database","High"
"480","1.SUMO3","4.UBE2V2",900,"database","High"
"481","1.SUMO3","4.BIRC5",900,"database","High"
"482","1.SUMO3","4.PHC2",900,"database","High"
"483","1.SUMO3","4.USPL1",478,"experimental","High"
"484","1.SUMO3","4.PGD",417,"experimental","High"
"485","1.SUMO3","4.CDCA8",900,"database","High"
"486","1.SUMO3","3.PARP1",900,"database","High"
"487","1.THOC1","4.DDX39A",900,"database","Medium"
"488","1.THOC1","4.PAPOLA",900,"database","Medium"
